name,orgnr,omsattning_tkrk,anstallda,ort,branscher,allabolag_url
"El-Service Benny Karlsson Aktiebolag",556243-4539,13879,5,"671 31 Arvika","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/el-service-benny-karlsson-aktiebolag/arvika/-/5562434539
"Skummeslövs golv, färg & interiör AB",556842-7164,17975,11,"312 72 Skummeslövsstrand","Byggmästare;Färger, lacker, tapeter;Golvbeläggningar;Mattor;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/skummesl%C3%B6vs-golv-f%C3%A4rg-interi%C3%B6r-ab/skummesl%C3%B6vsstrand/-/5568427164
"Fiber, Stockholm Aktiebolag",556637-4814,14343,3,"187 66 Täby","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/fiber-stockholm-aktiebolag/t%C3%A4by/-/5566374814
"Ekholms Färgcenter i Jönköping Aktiebolag",556114-1291,17263,9,"553 05 Jönköping","Färger, lacker, tapeter;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/ekholms-f%C3%A4rgcenter-i-j%C3%B6nk%C3%B6ping-aktiebolag/j%C3%B6nk%C3%B6ping/-/5561141291
"Ekbäcks Möbler AB",559172-9420,14852,5,"912 32 Vilhelmina","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/ekb%C3%A4cks-m%C3%B6bler-ab/vilhelmina/-/5591729420
"Edsbyn Senab AB (publ)",556755-0081,19631,2,"024
19 631","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/edsbyn-senab-ab-publ/stockholm/-/5567550081
"Eddalux AB",559179-6387,10068,1,"187 40 Täby","Belysningsarmatur - Komponenter;Elmateriel;Grossister",https://www.allabolag.se/foretag/eddalux-ab/t%C3%A4by/-/5591796387
"EGLO SVERIGE AB",556583-1731,16926,5,"512 50 Svenljunga","Belysningsarmatur - Komponenter;Företagsutveckling;Grossister",https://www.allabolag.se/foretag/eglo-sverige-ab/svenljunga/-/5565831731
"Dynäs Måleri Aktiebolag",556196-7216,18049,15,"872 43 Kramfors","Byggmästare;Färger, lacker, tapeter;Golvbeläggningar;Mattor;Måleriarbeten;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dyn%C3%A4s-m%C3%A5leri-aktiebolag/kramfors/-/5561967216
"Drömkök i Stockholm AB",559189-8415,15024,4,"115 27 Stockholm","Möbler;Butikshandel;Detaljhandel;Virke och byggvaror",https://www.allabolag.se/foretag/dr%C3%B6mk%C3%B6k-i-stockholm-ab/stockholm/-/5591898415
"Dreamab Backaplan AB",556679-6453,12377,5,"417 30 Göteborg","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dreamab-backaplan-ab/g%C3%B6teborg/-/5566796453
"Dixie AB",556263-8766,12983,2,"434 50 Kungsbacka","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/dixie-ab/kungsbacka/-/5562638766
"Ditt Badrum i Uddevalla AB",556889-3019,14037,3,"451 55 Uddevalla","Kontorsinredningar;Trävaror;Grossister;Trä och byggvaror - grossist",https://www.allabolag.se/foretag/ditt-badrum-i-uddevalla-ab/uddevalla/-/5568893019
"Deco Import i Båstad AB",556711-7055,18355,1,"269 40 Båstad","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/deco-import-i-b%C3%A5stad-ab/b%C3%A5stad/-/5567117055
"David design AB",556683-4833,13517,6,"024
13 517","Designers, formgivare;Industridesigners;Möbler;Möbler - Produktion;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/david-design-ab/ulricehamn/-/5566834833
"Dancoll design AB",559371-3893,13447,1-4,"281 51 Hässleholm","Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/dancoll-design-ab/h%C3%A4ssleholm/-/5593713893
"Dahlström Kök & Design AB",556836-8483,10535,3,"721 37 Västerås","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Virke och byggvaror",https://www.allabolag.se/foretag/dahlstr%C3%B6m-k%C3%B6k-design-ab/v%C3%A4ster%C3%A5s/-/5568368483
"Dahla Gardin AB",556163-9054,13409,8,"374 38 Karlshamn","Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dahla-gardin-ab/karlshamn/-/5561639054
"DREWEX AB",556824-6184,13169,8,"211 30 Malmö","Kontorsmateriel;Tryckerier;Trävaror;Möbler, inredning, kök- och belysningsutrustning;Producenter;Trävaror - produktion;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/drewex-ab/malm%C3%B6/-/5568246184
"Crème AB",559399-2802,14625,5,"131 36 Nacka","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/cr%C3%A8me-ab/nacka/-/5593992802
"Crierum Projekterar och Inreder AB",556194-8935,18732,5,"117 29 Stockholm","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/crierum-projekterar-och-inreder-ab/stockholm/-/5561948935
"Corso Studios AB",556582-5295,18694,3,"413 14 Göteborg","Möbler;Butikshandel;Detaljhandel;Virke och byggvaror",https://www.allabolag.se/foretag/corso-studios-ab/g%C3%B6teborg/-/5565825295
"Concept Living Nordic AB",559365-4683,12459,1,"413 05 Göteborg","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/concept-living-nordic-ab/g%C3%B6teborg/-/5593654683
"CoB Norrköping AB",559302-3681,12347,4,"602 23 Norrköping","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/cob-norrk%C3%B6ping-ab/norrk%C3%B6ping/-/5593023681
"Cloud Based Solutions Scandinavia AB",556947-0288,19277,8,"725 97 Västerås","Datorer - Kringutrustningar;Datautveckling, systemutveckling, programutveckling;Grossister;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Datorer och kringutrustningar - Partihandel;Detaljhandel",https://www.allabolag.se/foretag/cloud-based-solutions-scandinavia-ab/v%C3%A4ster%C3%A5s/-/5569470288
"Cervera Östersund AB",556730-6245,13352,6,"831 33 Östersund","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/cervera-%C3%B6stersund-ab/%C3%B6stersund/-/5567306245
"Casa Nordic AB",556607-6393,12316,4,"549 37 Skövde","Köksinredningar;Grossister;Köksinredningar - agentur och grossist;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/casa-nordic-ab/sk%C3%B6vde/-/5566076393
"Carlssons Möbler i Visby AB",559099-2532,10824,5,"621 41 Visby","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/carlssons-m%C3%B6bler-i-visby-ab/visby/-/5590992532
"Capella Lampor Aktiebolag",556464-8326,11375,6,"553 03 Jönköping","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/capella-lampor-aktiebolag/j%C3%B6nk%C3%B6ping/-/5564648326
"Camellia i Göteborg AB",556700-7520,13538,8,"411 10 Göteborg","Livsmedel;Restauranger;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Blommor, växter och tillbehör",https://www.allabolag.se/foretag/camellia-i-g%C3%B6teborg-ab/g%C3%B6teborg/-/5567007520
"CM Helsingborg AB",559127-4781,10956,8,"218 36 Bunkeflostrand","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/cm-helsingborg-ab/bunkeflostrand/-/5591274781
"CITY EL HUSHÅLL & BELYSNING I STOCKHOLM Aktiebolag",556445-9104,14694,5,"114 49 Stockholm","Hushållsmaskiner och apparater, radio, tv, cd och musikinstrument;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/city-el-hush%C3%A5ll-belysning-i-stockholm-aktiebolag/stockholm/-/5564459104
"Byggkomponenter i Falun AB",556652-1042,18149,5,"791 62 Falun","Trävaror;Grossister;Möbler, inredning, kök- och belysningsutrustning;Trä och byggvaror - grossist;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/byggkomponenter-i-falun-ab/falun/-/5566521042
"Bygg & Lack i Göteborg Aktiebolag",556321-6828,19250,10,"423 63 Torslanda","Butiksinredningar, butiksutrustningar;Färger, lacker, tapeter;Kontorsinredningar;Metaller, legeringar;Möbler;Metallurgisk industri;Möbler - Produktion;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bygg-lack-i-g%C3%B6teborg-aktiebolag/torslanda/-/5563216828
"Butiksdesign i Borås AB",556890-1572,10868,0,"111 29 Stockholm","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/butiksdesign-i-bor%C3%A5s-ab/stockholm/-/5568901572
"Bröderna Anderssons Möbler Aktiebolag",556085-2641,15652,5,"545 35 Töreboda","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/br%C3%B6derna-anderssons-m%C3%B6bler-aktiebolag/t%C3%B6reboda/-/5560852641
"Brunelius Färg AB",556386-6408,12736,4,"611 35 Nyköping","Byggmästare;Färger, lacker, tapeter;Golvbeläggningar;Mattor;Måleriarbeten;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/brunelius-f%C3%A4rg-ab/nyk%C3%B6ping/-/5563866408
"Brohuset AB",556677-5523,11470,0,"234 40 Lomma","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/brohuset-ab/lomma/-/5566775523
"Brixx Europe AB",556448-8566,15372,1,"211 19 Malmö","Belysningsarmatur - Komponenter;Byggmästare;Elektronik - Systemkomponenter;Hushållsutrustningar, vitvaror;Inredningar;Grossister;Hushållsutrustningar, vitvaror - tillverkning;Möbler, inredning, kök- och belysningsutrustning;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/brixx-europe-ab/malm%C3%B6/-/5564488566
"Brittfurn AB",556671-3201,11652,2,"114 36 Stockholm","Arkitekter;Designers, formgivare;Byggmästare;Postorder/e-handel;Möbler;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/brittfurn-ab/stockholm/-/5566713201
"Brittania Bad AB",559144-2560,14676,3,"263 57 Höganäs","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/brittania-bad-ab/h%C3%B6gan%C3%A4s/-/5591442560
"Brindle Inredning AB",559039-6676,10881,5,"113 57 Stockholm","Postorder/e-handel;Möbler;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/brindle-inredning-ab/stockholm/-/5590396676
"Bright 1-2-3 Lighting AB",559045-5498,17667,4,"131 54 Nacka","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bright-1-2-3-lighting-ab/nacka/-/5590455498
"Brewery Hotel I Karlskrona AB",556768-6802,14351,11,"371 31 Karlskrona","Livsmedel;Hotell;Livsmedel - tillverkning;Möbler, inredning, kök- och belysningsutrustning;Producenter;Butikshandel;Detaljhandel;Dryckesvaror",https://www.allabolag.se/foretag/brewery-hotel-i-karlskrona-ab/karlskrona/-/5567686802
"Bratells Möbler i Göteborg AB",556769-7478,13971,7,"416 59 Göteborg","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bratells-m%C3%B6bler-i-g%C3%B6teborg-ab/g%C3%B6teborg/-/5567697478
"Bossons Living Room AB",556988-4751,10752,4,"265 30 Åstorp","Byggmästare;Fastighetsbolag, lokaler;Möbler;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Butikshandel -övrigt;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/bossons-living-room-ab/%C3%A5storp/-/5569884751
"Bosses Mattor Aktiebolag",556221-7280,11105,6,"254 42 Helsingborg","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bosses-mattor-aktiebolag/helsingborg/-/5562217280
"BoHus Värme AB",556751-9003,15087,4,"455 35 Munkedal","Byggmästare;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bohus-v%C3%A4rme-ab/munkedal/-/5567519003
"Bo-Laget Fastighetsförmedling i Malmö Aktiebolag",556436-7539,13604,9,"211 40 Malmö","Fastighetsmäklare;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bo-laget-fastighetsf%C3%B6rmedling-i-malm%C3%B6-aktiebolag/malm%C3%B6/-/5564367539
"Blommigt & prickigt AB",556808-5046,12104,12,"511 98 Hyssna","Livsmedel;Restauranger;Textilier;Kläder, skor;Konfektion;Livsmedel - tillverkning;Möbler, inredning, kök- och belysningsutrustning;Producenter;Butikshandel;Detaljhandel;Blommor, växter och tillbehör",https://www.allabolag.se/foretag/blommigt-prickigt-ab/hyssna/-/5568085046
"Blombergs Möbler Aktiebolag",556075-6867,10554,3,"439 74 Fjärås","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/blombergs-m%C3%B6bler-aktiebolag/fj%C3%A4r%C3%A5s/-/5560756867
"Blocho Impex Aktiebolag",556288-0350,13081,3,"115 56 Stockholm","Belysningsarmatur - Komponenter;Företagsutveckling;Ljudanläggningar, ljusanläggningar, bildanläggningar;Grossister;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/blocho-impex-aktiebolag/stockholm/-/5562880350
"Birch & Wood AB",559078-4863,12662,4,"132 45 Saltsjö-Boo","Designers, formgivare;Industridesigners;Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/birch-wood-ab/saltsj%C3%B6-boo/-/5590784863
"Berteco Aktiebolag",556544-9641,11426,4,"443 61 Stenkullen","Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/berteco-aktiebolag/stenkullen/-/5565449641
"Bert Nylanders Mattor eftr AB",556741-8511,11711,3,"516 34 Dalsjöfors","Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bert-nylanders-mattor-eftr-ab/dalsj%C3%B6fors/-/5567418511
"Bernhardssons Möbler i Strängnäs AB",556643-8775,10371,4,"645 41 Strängnäs","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bernhardssons-m%C3%B6bler-i-str%C3%A4ngn%C3%A4s-ab/str%C3%A4ngn%C3%A4s/-/5566438775
"Bergåse Färg Vägg Golv AB",556727-3874,16234,7,"252 32 Helsingborg","Byggmästare;Färger, lacker, tapeter;Golvbeläggningar;Mattor;Måleriarbeten;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/berg%C3%A5se-f%C3%A4rg-v%C3%A4gg-golv-ab/helsingborg/-/5567273874
"Bergslagscenter i Karlskoga Aktiebolag",556222-9855,11382,7,"691 47 Karlskoga","Jordbruk;Jordbruk - odling;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bergslagscenter-i-karlskoga-aktiebolag/karlskoga/-/5562229855
"Bergers Bosättningsaffär i Bengtsfors Aktiebolag",556101-2500,16754,10,"666 30 Bengtsfors","Spel, nöjesanläggningsutrustningar;Kläder, skor;Konfektion;Möbler, inredning, kök- och belysningsutrustning;Skor - detaljister;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bergers-bos%C3%A4ttningsaff%C3%A4r-i-bengtsfors-aktiebolag/bengtsfors/-/5561012500
"Bengt Larssons Färg i Karlskrona Aktiebolag",556480-0794,11553,5,"371 50 Karlskrona","Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bengt-larssons-f%C3%A4rg-i-karlskrona-aktiebolag/karlskrona/-/5564800794
"Belium Livsmiljö AB",556936-6809,12254,4,"421 31 Västra Frölunda","Belysningsarmatur - Komponenter;Företagsutveckling;Grossister",https://www.allabolag.se/foretag/belium-livsmilj%C3%B6-ab/v%C3%A4stra-fr%C3%B6lunda/-/5569366809
"Banerry AB",559048-5743,11313,12,"124 32 Bandhagen","Byggmästare;Postorder/e-handel;Städservice;Snickeriarbeten;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/banerry-ab/bandhagen/-/5590485743
"Balders Hage Alingsås AB",556724-8983,10169,5,"441 30 Alingsås","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/balders-hage-alings%C3%A5s-ab/alings%C3%A5s/-/5567248983
"Bad & Kakel i Linköping AB",556658-4115,17163,12,"582 77 Linköping","Badrumsinredningar, badrumsrenoveringar;Byggmästare;Järnvaror;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bad-kakel-i-link%C3%B6ping-ab/link%C3%B6ping/-/5566584115
"BULA Butiks- och Lagerakuten Aktiebolag",556347-9996,18998,7,"906 21 Umeå","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/bula-butiks-och-lagerakuten-aktiebolag/ume%C3%A5/-/5563479996
"BK Library Interiors AB",556727-0029,10662,7,"342 51 Vislanda","Designers, formgivare;Butiksinredningar, butiksutrustningar;Byggentreprenader-Infrastruktur;Konsulter;Kontorsinredningar;Industridesigners;Möbler;Teknikkonsulter;Möbler - Produktion;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bk-library-interiors-ab/vislanda/-/5567270029
"Axén Ecom AB",559473-7024,17710,1,"754 33 Uppsala","Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/ax%C3%A9n-ecom-ab/uppsala/-/5594737024
"Avolt Experience AB",559138-4408,10894,0,"817 94 Axmar","Bilar;Finansbolag, finansiella tjänster;Konsulter;Postorder/e-handel;Teknikkonsulter;Uthyrning;Värdepappershandel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/avolt-experience-ab/axmar/-/5591384408
"Atriumgården AB",559384-8442,10429,8,"475 31 Öckerö","Växtservice, kontorsservice;Grossister;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Blommor, växter och tillbehör",https://www.allabolag.se/foretag/atriumg%C3%A5rden-ab/%C3%B6cker%C3%B6/-/5593848442
"Ateljé Nord AB",559116-0865,16093,10,"114 48 Stockholm","Arkitekter;Designers, formgivare;Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/atelj%C3%A9-nord-ab/stockholm/-/5591160865
"Aski Interiör AB",556668-7645,12609,2,"864 32 Matfors","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/aski-interi%C3%B6r-ab/matfors/-/5566687645
"ArmaturExpo & Belysningskonsult Syd AB",556775-4469,11340,4,"212 28 Malmö","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/armaturexpo-belysningskonsult-syd-ab/malm%C3%B6/-/5567754469
"ArgonNeon i Sverige Aktiebolag",556355-6421,10180,7,"141 60 Huddinge","Belysningsarmatur - Komponenter;Fastighetsbolag, lokaler;Elektronik - Systemkomponenter;Elektronik - Tillverkning;Grossister;Producenter",https://www.allabolag.se/foretag/argonneon-i-sverige-aktiebolag/huddinge/-/5563556421
"Andsoon AB",559254-2772,12767,9,"126 53 Hägersten","Fastighetsbolag, lokaler;Kontorsinredningar;Uthyrning;Grossister;Arbetskraftstjänster",https://www.allabolag.se/foretag/andsoon-ab/h%C3%A4gersten/-/5592542772
"Andréasons El Aktiebolag",556220-3488,14881,8,"646 31 Gnesta","Byggmästare;Elinstallationer;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/andr%C3%A9asons-el-aktiebolag/gnesta/-/5562203488
"Anders Olssons Möblerings AB",556080-8411,15676,9,"444 31 Stenungsund","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/anders-olssons-m%C3%B6blerings-ab/stenungsund/-/5560808411
"Alves Möbler Aktiebolag",556133-5984,19603,7,"457 32 Tanumshede","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/alves-m%C3%B6bler-aktiebolag/tanumshede/-/5561335984
"Algot och Lennart Hansson Möbel Aktiebolag",556169-6773,18964,12,"273 30 Tomelilla","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/algot-och-lennart-hansson-m%C3%B6bel-aktiebolag/tomelilla/-/5561696773
"Alfiera AB",559202-0712,10333,4,"254 69 Ödåkra","Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/alfiera-ab/%C3%B6d%C3%A5kra/-/5592020712
"Akustikmontage i Borlänge AB",556589-3657,13439,7,"781 71 Borlänge","Byggmästare;Golvbeläggningar;Mattor;Snickeriarbeten;Butikshandel;Detaljhandel;Virke och byggvaror",https://www.allabolag.se/foretag/akustikmontage-i-borl%C3%A4nge-ab/borl%C3%A4nge/-/5565893657
"Aktiebolaget Tenhults Möbler",556042-1306,14678,8,"561 60 Tenhult","Golvbeläggningar;Mattor;Möbler;Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/aktiebolaget-tenhults-m%C3%B6bler/tenhult/-/5560421306
