orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,domain,email,contact_page,source,is_webshop,webshop_signals,webshop_platform,webshop_debug,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons,debug
,,Torsten Pettersson Båt & Heminredning Aktiebolag,Heminredning,Textilier,Textilier; Textilier - Partihandel; Grossister; Textilier - Produktion; Producenter,Västra Götaland,Mölndal,Lindome,437 22,Annestorpsvägen 22,4105000,2025-12,in_band,true,3,,,,,https://m.facebook.com/Petterssoninredning/,https://www.allabolag.se/foretag/torsten-pettersson-bat-och-heminredning-aktiebolag/molndal/-/2JZA8UYI5YI1F,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/torsten+pettersson+b%C3%A5t+och+heminredning+ab/lindome/ilrsxxim | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,m.facebook.com,dev7561@gmail.com; kundansvarig@studioexpress.se,https://www.facebook.com/customer-service,browser,yes,checkout_provider; provider:adyen,adyen,main@https://www.facebook.com/?_rdr:samplingRan(sampled=0) | contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect:providers(adyen) | DECISION@contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect,,,,,,,,,,,,no,,38,"is_webshop, platform:adyen, has_email",dom_fallback:0_urls
556863-4322,Lilla Mode Sweden AB,Lilla Mode Sweden AB,Mode,Konfektion,"Konfektion; Detaljhandel; Postorder/e-handel; Kläder, skor",Västmanland,Västerås,Västerås,723 49,Spinnfiskargatan 41,4077000,2024-12,in_band,true,1,,,,,,https://www.allabolag.se/foretag/lilla-mode-sweden-ab/vasteras/-/2K3F5QQI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Lilla%20Mode%20Sweden%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,Instagram from Meta,Mode & Service i Borlänge AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Dalarna,Borlänge,Borlänge,784 33,Målaregatan 4,4051000,2025-08,in_band,true,3,,,,,https://www.instagram.com/modeeva_borlange/,https://www.allabolag.se/foretag/mode-och-service-i-borlange-ab/borlange/-/2K34PGXI63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/mode+eva/borl%C3%A4nge/algrbfam | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,instagram.com,,https://www.instagram.com/support,browser,yes,checkout_provider; provider:adyen,adyen,contact_like@https://help.instagram.com/:providers(adyen) | DECISION@contact_like@https://help.instagram.com/,,,,,,,,,,,,no,,33,"is_webshop, platform:adyen",dom_fallback:0_urls
556752-9929,Jenny Martinsson Hälsokost AB,Jenny Martinsson Hälsokost AB,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel",Jönköping,Jönköping,Jönköping,553 21,Östra Storgatan 23,4012000,2025-08,in_band,true,2,,,,,,https://www.allabolag.se/foretag/jenny-martinsson-halsokost-ab/jonkoping/-/2K2RHL5I5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Jenny%20Martinsson%20H%C3%A4lsokost%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556858-6977,Hudvården i Mjölby AB,Hudvården i Mjölby AB,Hudvård,Hudvårdsprodukter,Hudvårdsprodukter,Östergötland,Mjölby,Mjölby,595 30,Kungsvägen 52,3984000,2025-08,in_band,true,2,,,,,,https://www.allabolag.se/foretag/hudvarden-i-mjolby-ab/mjolby/-/2K3E57LI63IH6,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Hudv%C3%A5rden%20i%20Mj%C3%B6lby%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556564-9711,Jörnkängan AB,Jörnkängan AB,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter,Västerbotten,Skellefteå,Jörn,936 51,Badstugatan 2,3971000,2025-04,in_band,true,2,,,,,,https://www.allabolag.se/foretag/jornkangan-ab/skelleftea/-/2K1N6SVI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=J%C3%B6rnk%C3%A4ngan%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556998-8651,Lyckes Smycke & Present AB,Lyckes Smycke & Present AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel; Reparatörer",Västra Götaland,Lysekil,Lysekil,453 33,Kungsgatan 37,3969000,2024-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/lyckes-smycke-och-present-ab/lysekil/-/2K486QZI63IL5,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Lyckes%20Smycke%20%26%20Present%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559027-5987,Alain Skoservice AB,Alain Skoservice AB,Skor,Skor,Skor; Läder och lädervaror; Reparatörer,Stockholm,Solna,Solna,169 79,Råsta Strandväg 13 c,3958000,2024-12,in_band,true,3,,0868428383,,,,https://www.allabolag.se/foretag/alain-skoservice-ab/solna/-/2KGB0K3I5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Alain%20Skoservice%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556937-0744,Smycket Ur & Guld i Laholm AB,Smycket Ur & Guld i Laholm AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Halland,Laholm,Laholm,312 30,Stortorget 13,3957000,2024-12,in_band,true,2,,0733814380,,,,https://www.allabolag.se/foretag/smycket-ur-och-guld-i-laholm-ab/laholm/-/2K3UXYWI63IL5,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Smycket%20Ur%20%26%20Guld%20i%20Laholm%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,,Visage Hudvård & Makeup Aktiebolag,Hudvård,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Fastighetsbolag, lokaler; Hudvårdsprodukter",Stockholm,Stockholm,Stockholm,111 44,Lästmakargatan 6,3886000,2024-12,in_band,true,5,,+46 8 10 66 01,,,http://www.visage.se/,https://www.allabolag.se/foretag/visage-hudvard-och-makeup-aktiebolag/stockholm/-/2K1XICEI63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/visage+hudv%C3%A5rd+och+makeup+ab/stockholm/lnrxzecmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,visage.se,,https://www.visage.se/kontakt,browser,no,product_cards; sampled_3; sample_price_1,,main@https://www.visage.se/:productCards(2) | main@https://www.visage.se/:samplingRan(sampled=3) | sampleURL@https://visage.se/ansiktsbehandlingar:status=200 | sampleURL@https://visage.se/new-page:status=200:PRICE | sampleURL@https://visage.se/injektionsbehandlingar:status=200 | contact_like@https://www.visage.se/kontakt:productCards(2),,,,,,,,,,,,no,,0,not_webshop,
556290-9340,Zap Model Management AB,Zap Model Management AB,Mode,Reklambyråer,Reklambyråer,Stockholm,Stockholm,Stockholm,115 26,Karlavägen 100,3878000,2024-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/zap-model-management-ab/stockholm/-/2K00GBGI5YGSK,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Zap%20Model%20Management%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559168-8741,Hudvårdsinstitutet i Borås AB,Hudvårdsinstitutet i Borås AB,Hudvård,Hudvårdsprodukter,"Hudvårdsprodukter; Kosmetik, parfym och frisörartiklar; Detaljhandel; Butikshandel",Västra Götaland,Borås,Borås,503 37,Allégatan 66,3875000,2025-12,in_band,true,4,,,,,,https://www.allabolag.se/foretag/hudvardsinstitutet-i-boras-ab/boras/-/2KH5AN9I63IH6,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Hudv%C3%A5rdsinstitutet%20i%20Bor%C3%A5s%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556995-0891,Skråmheden AB,Skråmheden AB,Skor,Skor,"Skor - detaljister; Detaljhandel; Butikshandel; Kläder, skor; Läder, skor, inredning, reseeffekter och textilier; Postorder/e-handel; Skor; Skor och tillbehör - produktion; Producenter; Restauranger; Konfektion",Västerbotten,Skellefteå,Skellefteå,931 96,Skråmträsk 56,3844000,2024-12,in_band,true,4,,+46 72 403 20 07,,,https://skramtrask.se,https://www.allabolag.se/foretag/skramheden-ab/skelleftea/-/2K47DM3I5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/skr%C3%A5mtr%C3%A4sk+sko/skellefte%C3%A5/lggstfkrs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,skramtrask.se,info@skramtrask.se,https://skramtrask.se,static,yes,cart; product_cards; priced_cards,,static@https://skramtrask.se:hasCart(urlPath:/varukorg) | static@https://skramtrask.se:pricedCards(multiPrices) | static@https://skramtrask.se:productCards(24) | DECISION@static@https://skramtrask.se,,,,,,,,,,,,no,,33,"is_webshop, has_email, has_orgnr",dom_fallback:0_urls
559192-8949,PN Smyckesbutik Sala AB,PN Smyckesbutik Sala AB,Smycken,Detaljhandel,Detaljhandel; Detaljhandel - annat; Butikshandel,Västmanland,Sala,Sala,733 30,Stora Torget 5 c,3786000,2025-04,in_band,true,2,,022414503,,,,https://www.allabolag.se/foretag/pn-smyckesbutik-sala-ab/sala/-/2KHAFZPI63ILU,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=PN%20Smyckesbutik%20Sala%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556423-7641,Modern Yachts F R AB,Modern Yachts F R Aktiebolag,Mode,Bilreparationer,"Bilreparationer; Bilar; Båtvarv, båtbyggare; Producenter",Stockholm,Lidingö,Lidingö,181 41,FÖRRÅDSVÄGEN 2,3767000,2025-08,in_band,true,2,,087670700,,,,https://www.allabolag.se/foretag/modern-yachts-f-r-ab/lidingo/-/2K0SX8PI5YD2A,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Modern%20Yachts%20F%20R%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556478-0442,JA Toffeln i Kristianstad Aktiebolag,JA Toffeln i Kristianstad Aktiebolag,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter,Skåne,Hässleholm,Vinslöv,288 31,Edvin Widéns Väg 38,3740000,2025-04,in_band,true,1,,04485180,,,,https://www.allabolag.se/foretag/ja-toffeln-i-kristianstad-aktiebolag/hassleholm/-/2K14K2II5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=JA%20Toffeln%20i%20Kristianstad%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559429-7839,Backaplan Hälsokost AB,Backaplan Hälsokost AB,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel",Västra Götaland,Alingsås,Alingsås,441 30,Kungsgatan 29,3714000,2025-04,in_band,true,2,,,,,,https://www.allabolag.se/foretag/backaplan-halsokost-ab/alingsas/-/2KIP7U7I5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Backaplan%20H%C3%A4lsokost%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,,Trygga träd AB,Trädgård,Parkanläggningar,Parkanläggningar,,,,,,3680000,2024-12,in_band,true,4,,+46 8 36 20 08; +46 8 00 20 00; +46 72 322 94 42,info@tryggatrad.se,https://www.tryggatrad.se,https://www.tryggatrad.se,https://www.allabolag.se/foretag/trygga-trad-ab/-/-/2KHJO0BI63IJW,already_present,,,tryggatrad.se,info@tryggatrad.se,https://www.tryggatrad.se/om-oss,browser,no,checkout_provider; product_cards; provider:magento,magento,main@https://www.tryggatrad.se/:providers(magento) | main@https://www.tryggatrad.se/:productCards(6) | main@https://www.tryggatrad.se/:samplingRan(sampled=0) | contact_like@https://www.tryggatrad.se/om-oss/:providers(magento) | contact_like@https://www.tryggatrad.se/om-oss/:productCards(6) | contact_like@https://www.tryggatrad.se/kontakt/:providers(magento) | contact_like@https://www.tryggatrad.se/kontakt/:productCards(6),,,,,,,,,,,,no,,0,not_webshop,
559013-6494,miksi mode AB,miksi mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Östergötland,Mjölby,Mjölby,595 30,Kungsvägen 60,3633000,2025-08,in_band,true,3,,,,,,https://www.allabolag.se/foretag/miksi-mode-ab/mjolby/-/2KG80XAI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=miksi%20mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559116-3059,MG:s Mode i Piteå AB,MG:s Mode i Piteå AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Norrbotten,Piteå,Piteå,941 32,Uddmansgatan 6,3631000,2025-08,in_band,true,1,,0911211353,,,,https://www.allabolag.se/foretag/mg-s-mode-i-pitea-ab/pitea/-/2KGU10ZI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=MG%3As%20Mode%20i%20Pite%C3%A5%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559053-3351,Moon Mode AB,Moon Mode AB,Mode,Elektronik - Legotillverkning,Elektronik - Legotillverkning; Elektronik - Produktionsutrustningar; Producenter,Stockholm,Huddinge,Segeltorp,141 72,Tranvägen 37,3628000,2024-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/moon-mode-ab/huddinge/-/2KGGJ53I5YDXQ,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Moon%20Mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559010-0706,Rakel och Lea,Rakel och Lea Smycken & Klockor AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Stockholm,Nynäshamn,Nynäshamn,149 32,Centralgatan 6,3627000,2025-04,in_band,true,3,,+46 8 520 103 51,,,http://rakelochlea.se/,https://www.allabolag.se/foretag/rakel-och-lea-smycken-och-klockor-ab/nynashamn/-/2KG79B6I63IL5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/rakel+och+lea+smycken+och+klockor+ab/nyn%C3%A4shamn/jcnrvhlr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,rakelochlea.se,info@rakelochlea.se,https://rakelochlea.se/contact,browser,yes,checkout_provider; cart; product_cards; priced_cards; provider:klarna,klarna,main@https://rakelochlea.se/:hasCart(urlPath:/cart) | main@https://rakelochlea.se/:pricedCards(multiPrices) | main@https://rakelochlea.se/:providers(klarna) | main@https://rakelochlea.se/:productCards(200) | DECISION@main@https://rakelochlea.se/ | contact_like@https://rakelochlea.se/contact:hasCart(urlPath:/cart) | contact_like@https://rakelochlea.se/contact:providers(klarna) | contact_like@https://rakelochlea.se/contact:productCards(8) | DECISION@contact_like@https://rakelochlea.se/contact,1,1,13,152,0,0,0,44,0,0,41,no,,62,"is_webshop, platform:klarna, seo_gap_low, thin_product_copy, no_product_schema, has_email, has_orgnr",dom_fallback:1_urls | seo_sampled:1 gap:41
559280-4693,Saltis Hälsokost AB,Saltis Hälsokost AB,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel; Hudvårdsprodukter",Stockholm,Nacka,Saltsjöbaden,133 31,Saltsjö Torg 2-8,3601000,2024-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/saltis-halsokost-ab/nacka/-/2KHT7PXI5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Saltis%20H%C3%A4lsokost%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556484-2234,Kulturjern AB,Kulturjern Aktiebolag,Trädgård,Belysningsarmatur - Komponenter,"Belysningsarmatur - Komponenter; Ljudanläggningar, ljusanläggningar, bildanläggningar; Grossister",Stockholm,Värmdö,Värmdö,139 34,Fruviksvägen 40,3582000,2024-12,in_band,true,1,,+46 8 26 79 30; +46 623 71 70; +46 44 776 75,info@kulturjern.se,http://www.kulturjern.se,http://www.kulturjern.se,https://www.allabolag.se/foretag/kulturjern-ab/varmdo/-/2K15VQYI5YCO4,already_present,,,kulturjern.se,info@kulturjern.se,https://kulturjern.se,static,yes,cart; checkout; product_cards; priced_cards,,static@https://kulturjern.se:hasCheckout(uiPhrase) | static@https://kulturjern.se:hasCart(urlPath:/cart) | static@https://kulturjern.se:pricedCards(multiPrices) | static@https://kulturjern.se:productCards(200) | DECISION@static@https://kulturjern.se,,,,,,,,,,,,no,,33,"is_webshop, has_email, has_orgnr",dom_fallback:0_urls
559110-9854,Rättviks Hälsokost AB,Rättviks Hälsokost AB,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel",Dalarna,Rättvik,Rättvik,795 30,Storgatan 12,3548000,2025-04,in_band,true,2,,,,,,https://www.allabolag.se/foretag/rattviks-halsokost-ab/rattvik/-/2KGSVZ2I5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=R%C3%A4ttviks%20H%C3%A4lsokost%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,DM Bygg & Städ AB,DM Bygg & Städ AB,Trädgård,Entreprenörer,Entreprenörer; Städservice; Byggmästare; Kontor- och teletjänster,Stockholm,Botkyrka,Uttran,147 60,Tant Gröns Väg 3,3535000,2024-12,in_band,true,6,,+46 72 235 32 27,info@dmbyggstadab.se,https://dmbyggstadab.se/,https://dmbyggstadab.se/,https://www.allabolag.se/foretag/dm-bygg-och-stad-ab/botkyrka/-/2KIVSMXI63IFX,already_present,,,dmbyggstadab.se,info@dmbyggstadab.se,https://dmbyggstadab.se,static,no,product_cards,,static@https://dmbyggstadab.se:productCards(10),,,,,,,,,,,,no,,5,has_identity,
559174-4965,Moda Skrädderi AB,Moda Skrädderi AB,Skor,Skor,Reparatörer; Konfektion; Producenter; Kläder - produktion; Kläder; Grossister; Skor; Läder och lädervaror,Stockholm,Järfälla,Järfälla,175 61,Rimfaxegränd 45,3507000,2024-12,in_band,true,4,,,,,,https://www.allabolag.se/foretag/moda-skradderi-ab/jarfalla/-/2KH6I11I5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Moda%20Skr%C3%A4dderi%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,,Avorda Aktiebolag,Skor,Skor,Tvätterier; Skor; Läder och lädervaror; Reparatörer,Halland,Halmstad,Halmstad,302 41,Lars Montins Väg 29,3497000,2024-12,in_band,true,3,,,,,http://halmstadskomakeri.se/,https://www.allabolag.se/foretag/avorda-aktiebolag/halmstad/-/2KGXAQYI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/halmstad-sko-och-nyckelservice/halmstad/mqbzzagq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,halmstadskomakeri.se,,https://halmstadskomakeri.se,browser,no,,,,,,,,,,,,,,,no,,0,unreachable_or_parked,net::ERR_NAME_NOT_RESOLVED at https://halmstadskomakeri.se | method:browser
556886-1206,NaturligtVis Hälsokost i Sandviken AB,NaturligtVis Hälsokost i Sandviken AB,Hälsokost,Livsmedel,"Livsmedel; Hälsokost, naturläkemedel; Detaljhandel; Butikshandel",Gävleborg,Sandviken,Sandviken,811 39,Hyttgatan 31,3396000,2025-08,in_band,true,3,,026271944,,,,https://www.allabolag.se/foretag/naturligtvis-halsokost-i-sandviken-ab/sandviken/-/2K3K0T2I5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=NaturligtVis%20H%C3%A4lsokost%20i%20Sandviken%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556833-3834,Edvardson Sweden,Edvardson Sweden AB,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter; Sport; Sport - grossist; Grossister; Skogstjänster; Detaljhandel - annat; Detaljhandel; Butikshandel -övrigt,Dalarna,Malung-Sälen,Malungsfors,782 75,Skinnargränd 2,3389000,2025-04,in_band,true,2,,+46 70 315 85 36,,,https://www.edvardson.se/sv/,https://www.allabolag.se/foretag/edvardson-sweden-ab/malung-salen/-/2K38PVUI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/edvardson+sweden+ab/malungsfors/lnpbzdkr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,edvardson.se,info@edvardson.se,https://edvardson.se,static,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:shopify,shopify,static@https://edvardson.se:hasCheckout(uiPhrase) | static@https://edvardson.se:hasCart(urlPath:/cart) | static@https://edvardson.se:pricedCards(multiPrices) | static@https://edvardson.se:providers(shopify) | static@https://edvardson.se:productCards(200) | DECISION@static@https://edvardson.se,80,5,54,251,0,0,0,99,346,100,6,no,,59,"is_webshop, platform:shopify, catalog_50plus, seo_gap_low, has_email, has_orgnr",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:6
559390-4450,Lepax AB,Lepax AB,Skor,Skor,Skor; Läder och lädervaror; Reparatörer; Möbler; Producenter; Läder och lädervaror - tillverkning; Detaljhandel; Möbler - Produktion,Örebro,Örebro,Örebro,703 44,Stubbengatan 2,3379000,2025-07,in_band,true,2,,,,,,https://www.allabolag.se/foretag/lepax-ab/orebro/-/2KIGSAQI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Lepax%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556473-2641,Modeco Aktiebolag,Modeco Aktiebolag,Mode,"Metaller, legeringar","Metaller, legeringar; Metaller, legeringar - Produktion; Producenter",Västra Götaland,Lerum,Stenkullen,443 61,Färgvägen 1,3370000,2025-06,in_band,true,2,,030222470,,,,https://www.allabolag.se/foretag/modeco-aktiebolag/lerum/-/2K13J6PI5YGAN,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Modeco%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556956-1326,Milanius mode AB,Milanius mode AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Stockholm,Stockholm,Sköndal,128 69,Tårtvägen 26,3358000,2024-12,in_band,true,1,,,,,,https://www.allabolag.se/foretag/milanius-mode-ab/stockholm/-/2K3Z10UI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Milanius%20mode%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556075-4599,Aktiebolaget Nymans Toffelfabrik,Aktiebolaget Nymans Toffelfabrik,Skor,Skor,"Skor - detaljister; Detaljhandel; Butikshandel; Kläder, skor; Skor; Skor och tillbehör - produktion; Producenter",Jönköping,Vetlanda,Vetlanda,574 38,Magasinsgatan 33,3339000,2024-12,in_band,true,3,,038310412,,,,https://www.allabolag.se/foretag/aktiebolaget-nymans-toffelfabrik/vetlanda/-/2JYQ9PJI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Aktiebolaget%20Nymans%20Toffelfabrik%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559119-8360,Mys Mode i Kristinehamn AB,Mys Mode i Kristinehamn AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor; Redovisning, bokföring; Skatterådgivning; Uthyrning; Arbetskraftstjänster",Värmland,Kristinehamn,Kristinehamn,681 31,Kungsgatan 42,3302000,2025-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/mys-mode-i-kristinehamn-ab/kristinehamn/-/2KGUS9KI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Mys%20Mode%20i%20Kristinehamn%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
