orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556350-9792,Hemlingby Mark & Bygg AB,Hemlingby Mark & Bygg AB,41000,,41000; 43120; 46831,GÄVLE,80257,LÖVENS TÄ 19,"Aktiebolaget ska bedriva försäljning och byggnation av småhus, radhus och industrifastigheter, köp och förmedling av tomter och mark. Bolaget ska även utföra markentreprenad, markarbeten, skogsröjning, stensättning och därmed förenlig verksamhet.",1989-02-23,active,,,,,,,,,
556353-3834,Taxi Fagersta Aktiebolag,Taxi Fagersta Aktiebolag,49330,,49330,FAGERSTA,73730,LÖVPARKSVÄGEN 9,"Bolaget skall bedriva transport av person och budkörning, ävensom idka därmed förenlig verksamhet.",1989-03-07,active,,,,,,,,,
556367-4414,Peter Berggrens Åkeri Aktiebolag,Peter Berggrens Åkeri Aktiebolag,49410,,49410,MÖLNDAL,43131,STORGATAN 32 B,"Bolaget skall bedriva åkeriverksamhet, uthyrning av maskiner och inventarier, förvaltning av fastigheter och värdepapper jämte därmed förenlig verksamhet.",1989-08-25,active,,,,,,,,,
556335-9248,Entreprenadfirma Markobjekt i Bro Aktiebolag,Entreprenadfirma Markobjekt i Bro Aktiebolag,42210,,42210,BRO,19791,SANDAVÄGEN 3,"Bolaget skall utföra markprojektering, bygg och anläggningsarbeten ävensom idka därmed förenlig verksamhet.",1988-09-22,active,,,,,,,,,
556270-8791,Värmeinstallationer i Järfälla Aktiebolag,Värmeinstallationer i Järfälla Aktiebolag,43221,,43221,JÄRFÄLLA,17740,BERGSRINGEN 46,Bolaget skall utföra VVS-installationer ävensom idka därmed förenlig verksamhet.,1986-02-19,active,,,,,,,,,
556367-3655,Konsultgruppen Märta Aktiebolag,Konsultgruppen Märta Aktiebolag,70200,,70200,HELSINGBORG,25234,NEDRE LÅNGVINKELSGATAN 72  5TR,"Bolaget skall bedriva konsultation inom marknads- och organisationsutvecklingsfrågor, utveckling, tillverkning och försäljning, import och export av fritidsartiklar samt förvaltning, köp och försäljning av fastigheter och värdepapper samt därmed förenlig verksamhet.",1989-09-19,active,,,,,,,,,
556376-7499,Palms Sprängtjänst Aktiebolag,Palms Sprängtjänst Aktiebolag,43120,,43120,VÄSTERÅS,72137,BATTERIGATAN 6,Föremålet för bolagets verksamhet är att bedriva losshållning av berg samt schaktningsverksamhet och därmed förenlig verksamhet.,1989-11-13,active,,,,,,,,,
556279-3868,S Sandby bleck och plåtslageri Aktiebolag,S Sandby bleck och plåtslageri Aktiebolag,43411,,43411; 25530,SÖDRA SANDBY,24732,FOGSVANSEN 14,Bolaget skall driva plåtslagerirörelse ävensom idka därmed förenlig verksamhet.,1986-07-09,active,,,,,,,,,
556374-4316,Adreal Ekonomi Aktiebolag,Adreal Ekonomi Aktiebolag,69201,,69201,HÖJE,68495,HÖGBERG 2,"Bolaget skall bedriva redovisning, rådgivning och övriga tjänster inom ekonomi. Därutöver bedriva handel med fastigheter, värdepapper, skogsprodukter och sport- och fritidsartiklar samt uppfödning och tävlingsverksamhet med travhästar.",1989-11-01,active,,,,,,,,,
556374-3003,BergVärmeBorrarn Stefan Svensson AB,BergVärmeBorrarn Stefan Svensson AB,43120,,43120,GUSTAVSBERG,13440,PALMQVISTS VÄG 19,Aktiebolaget ska bedriva borrning för bergvärme och vatten samt borrning av horisontella och vertikala hål i byggnads- och anläggningsentreprenader.,1989-12-06,active,,,,,,,,,
556383-6856,ÅKARNAS SERVICE I MELLANSVERIGE Aktiebolag,ÅKARNAS SERVICE I MELLANSVERIGE Aktiebolag,70200,,70200,NORRKÖPING,60232,ST PERSGATAN 99,Bolaget skall utföra administrativa tjänster och redovisningsuppdrag samt idka därmed förenlig verksamhet.,1990-01-17,active,,,,,,,,,
556362-6349,TellUsNow Aktiebolag,TellUsNow Aktiebolag,69201,,69201,MÖLNDAL,43130,MÖLNDALS BRO 7,"Bolaget skall bedriva administration av fakturering och reskontra service, inkasso och kreditkontroll, lämna factoringkrediter, förvärva fodringar, lämna reverskrediter, lämna kontokrediter, leasing, avbetalningskrediter, ställa garantier, utlåning till företag, förmedling av kreditupplysningar, informationstjänster via telefon, telefax och internet samt därmed förenlig verksam- het.",1989-06-08,active,,,,,,,,,
556363-3147,Björkdalen Förvaltning Aktiebolag,Björkdalen Förvaltning Aktiebolag,69201,,69201,TROLLHÄTTAN,46194,EKEDALEN BJÖRKDALEN,"Bolaget skall bedriva förvaltning av fastigheter, handel med värdepapper, handel med byggnadsvaror, handel med kontorsmaterial, jordbruksverksamhet, redovisning och ekonomiska konsultationer och därmed förenlig verksamhet.",1989-06-13,active,,,,,,,,,
556361-7280,Teodoliten Mätteknik AB,Teodoliten Mätteknik AB,71121,,71121,VARBERG,43232,KARDANVÄGEN 21,"Bolaget skall bedriva konsultverksamhet inom byggbranschen företrädesvis inom mätteknikområdet, innovation, design och produktutveckling samt bedriva handel med och förvalta fast och lös egendom, företrädesvis värdepapper och därmed förenlig verksamhet.",1989-05-24,active,,,,,,,,,
556384-9693,Dånängen Aktiebolag,Dånängen Aktiebolag,71121,,71121; 81230; 81300,RÖNNINGE,14463,PLANTSKOLEVÄGEN 25,"Bolaget skall bedriva verksamhet inom områdena mässor och utställningar, anläggning av park- och grönomården, köp, försäljning och underhåll av fordon, verkstadsmaskiner och lokaler. Bolaget skall dessutom bedriva konsultverksamhet inom nämnda områden samt därmed förenlig verksamhet.",1990-01-30,active,,,,,,,,,
556385-1277,Konceptor AB,Konceptor AB,69201,,69201,LJUNGBY,34124,BOX 208,"Bolagets verksamhet är att bedriva rådgivning och sälja tjänster inom ekonomi, redovisning, revision och skatter, främst för små och medelstora företag. Bolaget ska aktivt arbeta med rådgivning rörande företagsutveckling och styrelsearbete. Vidare ska man äga och förvalta företag som bedriver liknande verksamhet. Bolaget ska även förvalta och handla med fastigheter samt värdepapper jämte därmed förenlig verksamhet.",1990-02-05,active,,,,,,,,,
556296-8783,Motala Revisionsbyrå Aktiebolag,Motala Revisionsbyrå Aktiebolag,69202,,69202,LINKÖPING,58941,HACKEFORSVÄGEN 8,"Föremålet för bolagets verksamhet är att bedriva revisionsverksamhet, konsultationer avseende redovisning, finansiering och skatter och därmed förenlig verksamhet.",1987-04-29,active,,,,,,,,,
556395-9336,Decron Aktiebolag,Decron Aktiebolag,71122,,71122,VÄLLINGBY,16250,SORTERARGATAN 14  2TR,"Bolaget ska bedriva verksamhet inom mekanisk, elektrisk och reglerteknisk produktutvecklning samt konstruktioner och konsultarbeten inom samma områden. Bolaget ska dessutom bedriva inmport- och exportverksamhet inom bygg- och tekninksektorn samt bedriva nationell och interna- tionell handel inom samma områden. I verksmaheten ingår också att bedriva handel med fast och lös egendom, patent och patenträttigheter samt hantering av värdepapper samt idka med ovanstående förenlig verksamhet.",1990-06-01,active,,,,,,,,,
556390-2005,Game Advisor Sweden AB,Game Advisor Sweden AB,70200,,70200; 58210,NACKA,13171,SALTSJÖQVARNS KAJ 31,"Bolaget skall bedriva rådgivning och konsultation inom datorspelsindustrin, hobbyspel och leksaksbranschen internationellt samt i Sverige. Även försälljning av leksaker och spel.",1990-04-09,active,,,,,,,,,
556370-0649,Linelia Aktiebolag,Linelia Aktiebolag,69201,,69201,KRISTINEHAMN,68126,BOX 283,Aktiebolaget ska bedriva ekonomisk rådgivning. Äga och förvalta fast egendom samt utöva därmed förenlig verksamhet.,1989-09-29,active,,,,,,,,,
556396-5077,Ajko Åkeri AB,Ajko Åkeri AB,49410,,49410,GÖTEBORG,41748,NORUMSHÖJD 78,"Aktiebolaget ska bedriva verksamhet inom åkeri, transport och godstransport.",1990-05-23,active,,,,,,,,,
556401-9619,M.R. Måleri Aktiebolag,M.R. Måleri Aktiebolag,43341,,43341,BROMMA,16732,ULVSUNDAVÄGEN 31,"Bolaget skall bedriva måleri, byggnadsverksamhet, godstransporter, uthyrning av entreprenadmaskiner, handel med värdepapper, bedriva träning och tävlingsverksamhet med hästar, äga och förvalta fast och lös egendom jämte därmed förenlig verksamhet.",1990-10-02,active,,,,,,,,,
556401-8025,Mälaröarnas Byggtjänst Aktiebolag,Mälaröarnas Byggtjänst Aktiebolag,41000,,41000,MUNSÖ,17891,STENVIKSVÄGEN 6,"Bolaget skall bedriva verksamhet inom områdena byggnation, snickeri, renovering samt därmed förenlig verksamhet.",1990-08-15,active,,,,,,,,,
556377-4354,Addviva AB,Addviva AB,70200,,70200,LUND,22241,GÖINGEGATAN 4,"Bolagets skall bedriva konsultverksamhet avseende företagsledning och administration, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",1989-12-13,active,,,,,,,,,
556405-3261,Advokat Thor Olsson Aktiebolag,Advokat Thor Olsson Aktiebolag,69101,,69101,ARVIKA,67122,BOX 91,Bolaget skall uteslutande att under förutsättning av medgivande från Sveriges Advokatsamfunds styrelse driva advokatverksamhet.,1990-09-25,active,,,,,,,,,
556407-7609,Sydel Industri Aktiebolag,Sydel Industri Aktiebolag,43210,,43210,KRISTIANSTAD,29162,ISOLATORVÄGEN 13,"Bolaget ska bedriva inköp och försäljning av elutrustning samt utföra elektriska installationer, samt bedriva därmed förenlig verksamhet.",1990-10-23,active,,,,,,,,,
556381-3756,Karl-Erik Andersson Revision Aktiebolag,Karl-Erik Andersson Revision Aktiebolag,69201,,69201; 69202,FALUN,79141,HAMINAVÄGEN 8,"Bolaget skall bedriva revisionsverksamhet, konsultverksamehet inom områdena redovisning, beskattning och ekonomisk planering.",1989-12-15,active,,,,,,,,,
556382-2203,Litsena Aktiebolag,Litsena Aktiebolag,70200,,70200; 64994; 66120,UMEÅ,90331,HÄRADSHÖVDINGEGATAN 2,"Bolaget skall bedriva värdepappersrörelse, ekonomisk konsultation, fastighetsförvaltning samt därmed förenlig verksamhet.",1990-01-11,active,,,,,,,,,
556381-7088,Grytnäs Projekt AB,Grytnäs Projekt AB,41000,,41000,FALUN,79121,BOX 42,"Bolaget skall utföra byggnadsarbeten samt anläggnings- och smidesarbeten, ävensom idka därmed förenlig verksamhet.",1989-12-12,active,,,,,,,,,
556402-0328,BRA ÅKERI I STORA MELLBY Aktiebolag,BRA ÅKERI I STORA MELLBY Aktiebolag,49410,,49410,SOLLEBRUNN,44173,MEJERIVÄGEN 3,"Bolaget skall bedriva åkerirörelse, verkstadsrörelse försäljning av fordonsdäck samt äga och förvalta fast egendom jämte därmed förenlig verksamhet.",1990-08-10,active,,,,,,,,,
556384-1286,Göteborgs Elservice AB,Göteborgs Elservice AB,43210,,43210,GÖTEBORG,41705,KATRINEROVÄGEN 1 A,"Bolaget skall utföra elektriska installationer, bedriva service i anslutning till detta, äga och förvalta lös och fast egendom samt idka därmed förenlig verksamhet.",1990-01-03,active,,,,,,,,,
556386-5236,Vemmab AB,Vemmab AB,43999,,43999; 95311,VÄSTERÅS,72132,GILLTUNAVÄGEN 7,"Föremålet för bolagets verksamhet är att bedriva schaktnings-, mark- och grundarbeten, byggnadsverksamhet, åkeriverksamhet, maskinuthyrning, trafiksäkerhetsfrämjande arbete, trafikledning, samt därmed förenlig verksamhet. Bolaget skall även äga och förvalta fast och lös egendom ävensom idka därmed förenlig verksamhet.",1990-02-06,active,,,,,,,,,
556319-7630,Symbios Förvaltning Aktiebolag,Symbios Förvaltning Aktiebolag,71121,,71121,STOCKHOLM,11452,SKEPPARGATAN 3,"Bolaget skall ha till föremål för sin verksamhet att bedriva konsultation inom arkitektur-, bygg- och ekonomiområdet, att äga och förvalta, köpa och sälja värdepapper, att bedriva kapitalförvaltning, att inköpa, renovera och försälja fordon, samt därmed förenlig verksamhet.",1988-04-25,active,,,,,,,,,
556417-1923,Amevi Aktiebolag,Amevi Aktiebolag,43210,,43210; 43221,VÄSTRA FRÖLUNDA,42131,AMALIA JÖNSSONS GATA 14,"Bolaget skall bedriva rörelse med utförande av EL, VVS och byggnadsverksamhet. Försäljning av hem och hushållsartiklar och driva därmed förenlig verksamhet.",1991-03-01,active,,,,,,,,,
556394-4767,Wramner Organisationsutveckling AB,Wramner Organisationsutveckling AB,70200,,70200,SKANÖR,23935,KARL SMEDS GRÄND 1,Aktiebolagets verksamhet ska vara konsultation inom organisationsutveckling samt därmed förenlig verksamhet.,1990-05-15,active,,,,,,,,,
556414-1959,Walters Bud Aktiebolag,Walters Bud Aktiebolag,49410,,49410,STOCKHOLM,11726,BRÄNNKYRKAGATAN 101,Bolaget skall driva bud- och transportverksamhet samt därmed förenlig verksamhet.,1991-01-25,active,,,,,,,,,
556398-6776,Aspåsnäsets Gräv Aktiebolag,Aspåsnäsets Gräv Aktiebolag,43120,,43120,KROKOM,83542,ASPÅSNÄSET 143,Bolaget skall bedriva grävning och markarbeten samt därmedf förenlig verksamhet.,1990-06-12,active,,,,,,,,,
556367-9306,Eleine Konsult Aktiebolag,Eleine Konsult Aktiebolag,43210,,43210,GÄVLE,80425,SÅNGARVÄGEN 11,"Bolaget skall bedriva försäljning, installation, montering, service, konsultationer och utveckling av el och datautrustingar. Vidare skall bolaget bedriva avel och uppfödning av hästar, hästsport, redovisnings- och administrationstjänster samt idka därmed förenlig verksamhet.",1989-09-22,active,,,,,,,,,
556335-3308,MLHQ-Konsult AB,MLHQ-Konsult AB,70200,,70200,ÖREBRO,70230,STENTORPSVÄGEN 14,"Bolaget skall bedriva konsultverksamhet inom marknadsföring, ledarskap, human-resource och kvalitetssäkring.",1988-09-24,active,,,,,,,,,
556337-1185,Dala Konsult AB,Dala Konsult AB,43330,,43330,NORRKÖPING,60361,SMEDBYGATAN 24,"Bolaget bedriver konsulterande verksamhet inom administration och företagsledning och ska även handla, sälja och förvalta värdepapper, fast och lös egendom samt därmed förenlig verksamhet. Bolaget ska även bedriva verksamhet inom byggnadsarbeten och personaluthyrning samt därmed förenlig verksamhet.",1988-10-11,active,,,,,,,,,
556337-8248,Redovisningsbyrån i Halmstad AB,Redovisningsbyrån i Halmstad AB,69201,,69201,HALMSTAD,30241,TRE HJÄRTANS VÄG 2,Bolaget skall bedriva verksamhet med konsulttjänster inom redovisning och därmed förenlig verksamhet.,1988-10-13,active,,,,,,,,,
556338-9245,Hammal Åkeri Aktiebolag,Hammal Åkeri Aktiebolag,49410,,49410,SUNDSVALL,86342,GUDMUNDSBYN 141,Föremålet för bolagets verksamhet är åkerirörelse samt inköp och försäljning av pellets och därmed förenlig verksamhet.,1988-10-27,active,,,,,,,,,
556371-6991,Nybro Redovisningstjänst AB,Nybro Redovisningstjänst AB,69201,,69201,NYBRO,38234,JOELSGATAN 14,"Bolaget ska bedriva redovisning, konsultationer, handel med värdepapper och därmed förenlig verksamhet.",1989-09-29,active,,,,,,,,,
556339-0664,LSW-Security Holding Aktiebolag,LSW-Security Holding Aktiebolag,70200,,70200,PIXBO,43543,KULLAVÄGEN 3 B,"Föremålet för bolagets verksamhet består av framtagande av varor producerade i Asien, administrativ verksamhet samt provningar avseende mat och dryck.",1988-10-27,active,,,,,,,,,
556364-9200,Bergshamra Åkeri Aktiebolag,Bergshamra Åkeri Aktiebolag,49410,,49410,BERGSHAMRA,76111,SVENSBODAVÄGEN 37,"Bolaget skall bedriva transport- och åkerirörelse. Bolaget skall även bedriva handel och förvaltning av fastigheter, fordon, bygg- varor, värdepapper och därmed förenlig verksamhet.",1989-08-10,active,,,,,,,,,
556349-8889,CG Svensson & Co Aktiebolag,CG Svensson & Co Aktiebolag,69201,,69201,SIMRISHAMN,27294,KARLSTORPSVÄGEN 32,"Aktiebolaget ska bedriva handel med värdepapper, förvaltning av aktier i dotterbolag, byggnation och förvaltning av fastigheter, konsultverksamhet inom ekonomi och marknadsföring, samt därmed förenlig verksamhet.",1989-02-14,active,,,,,,,,,
556357-8540,Per Frankow AB,Per Frankow AB,70200,,70200,TÄBY,18303,BOX 3007,Bolaget skall bedriva ekonomisk konsultverksamhet samt därmed förenlig verksamhet.,1989-05-09,active,,,,,,,,,
556353-4113,Västerås Bilfrakt AB,Västerås Bilfrakt AB,49410,,49410,STOCKHOLM,11755,UPPLAGSVÄGEN 25,Bolaget skall bedriva åkerirörelse samt därmed förenlig verksamhet.,1989-03-10,active,,,,,,,,,
556362-8204,T. Bergström Gräv Aktiebolag,T. Bergström Gräv Aktiebolag,43120,,43120; 01500,NYKÖPING,61191,LANDSHAMMAR,"Bolaget skall idka entreprenadrörelse avseende last- och grävningsarbeten, jordbruk samt därmed förenlig verksamhet.",1989-07-03,active,,,,,,,,,
556334-5049,Amend Innovation Sweden AB,Amend Innovation Sweden AB,69201,,69201; 70200,LIMHAMN,21632,KALKSTENSVÄGEN 3,Aktiebolaget ska bedriva konsultverksamhet inom ekonomi och ledarskap till företag och organisationer samt idka därmed förenlig verksamhet. Bolaget ska även bedriva kapital och värdepappers-förvaltning.,1988-10-07,active,,,,,,,,,
556370-1829,Anders Carlsson Rekrytering Aktiebolag,Anders Carlsson Rekrytering Aktiebolag,70200,,70200,TÄBY,18731,POLOVÄGEN 10,"Bolaget skall bedriva konsultverksamhet inom rekrytering och personaladministration, handel med aktier och andra värdepapper samt bedriva därmed förenlig verksamhet.",1989-09-18,active,,,,,,,,,
556372-7873,Sköldnora Förvaltnings AB,Sköldnora Förvaltnings AB,70200,,70200; 68203; 64993,UPPLANDS VÄSBY,19492,SKÖLDNORAVÄGEN 6-8,"Bolaget skall bedriva förvaltning av värdepapper, fastigheter, metaller och andra förmögenhetsobjekt, samt finansiell och fastighetsekonomisk konsultverksamhet.",1989-11-09,active,,,,,,,,,
556364-0381,Miklagård Anders Ohlsson Aktiebolag,Miklagård Anders Ohlsson Aktiebolag,70200,,70200,STRÖMSTAD,45295,ÄLGÖSKOGEN,Bolaget skall bedriva konsulting inom affärsverksamhetsutveckling samt ledarskapsutveckling. Vidare skall bolaget kunna äga och förvalta egna värdepapper.,1989-06-22,active,,,,,,,,,
556359-2814,VVS-firma Agne Eriksson Aktiebolag,VVS-firma Agne Eriksson Aktiebolag,71124,,71124,ÖSTERSUND,83147,HÅRDÄNGEGATAN 3 C,"Bolaget ska bedriva konsultverksamhet inom värme, vatten och ventilation, äga travhästar samt idka därmed förenlig verksamhet.",1989-08-14,active,,,,,,,,,
556389-4947,Håkan Hellström Rör Aktiebolag,Håkan Hellström Rör Aktiebolag,43221,,43221,STOCKHOLM,11361,OLIVECRONAS VÄG 18,"Bolaget skall utgöras av installationer, entreprenader och service inom byggnadsverksamhet huvudsakligen inom VVS området och därmed förenlig verksamhet.",1990-03-12,active,,,,,,,,,
556382-4142,Viskadalens Redovisning AB,Viskadalens Redovisning AB,69201,,69201,VEDDIGE,43266,HJORTSTIGEN 19,"Aktiebolaget ska bedriva konsultverksamhet inom redovisning, bokföring,bokslut, årsredovisningar, inkomstdeklarationer, löneadministration samt därmed förenlig verksamhet.",1989-12-22,active,,,,,,,,,
556361-1465,In2Out AB,In2Out AB,70200,,70200; 86930,STOCKHOLM,12064,BABORDSGATAN 20,"Bolaget ska bedriva organisationsutveckling och psykoterapi, grafisk reklam och design, konferensresor samt äga och förvalta värdepapper och därmed förenlig verksamhet.",1989-06-02,active,,,,,,,,,
556361-7702,Torev Revision AB,Torev Revision AB,69202,,69202,STOCKHOLM,11863,SKÖLDGATAN 5  LGH 1702,Bolaget skall bedriva revisionsverksamhets samt därtill hörande verksamhet.,1989-06-08,active,,,,,,,,,
556363-6512,Wall & Partner Aktiebolag,Wall & Partner Aktiebolag,70200,,70200,ÖREBRO,70286,BARKAREGATAN 29 A,"Bolaget skall bedriva konsultverksamhet inom ek styrning och företagsledning, köp och försäljning av fast egendom, agenturhandel inom konfektion och golv och byggvaror och därmed förenlig verksamhet samt handel med värdepapper.",1989-08-18,active,,,,,,,,,
556364-3997,Belmon Bygg AB,Belmon Bygg AB,41000,,41000; 70200,BÅSTAD,26942,ÄNGELHOLMSVÄGEN 263,"Bolaget ska utföra bygg- och anläggningsarbeten såsom totalentreprenader, konstruktionsarbeten, nybyggnationer, renoveringar, murnings- och målningsarbeten, kakel- och klinkersättning, snickerier, markarbeten samt idka handel med byggnadsvaror såsom fönster, dörrar, trappor. Även byggprojektledning, byggkonsultuppdrag, teknisk rådgivning samt bedriva annan med nu nämnda verksamhet förenlig rörelse",1989-07-07,active,,,,,,,,,
556395-9542,Erixons El i Huskvarna Aktiebolag,Erixons El i Huskvarna Aktiebolag,43210,,43210,HUSKVARNA,56134,NORRA PARKGATAN 60,"Bolaget skall bedriva service, installation, underhåll, montage och reparation på el-, tele-, signal-, data-, styr-, regler-, och ventilationsanläggningar samt fordon, köp och försäljning av el, styr och reglerutrustning, konsultverksamhet inom el och värmeområdena, idka finansieringsverksamhet, dock ej sådan som avses i lag om kreditaktiebolag eller lag om bankrörelse, idka affärsutveckling av idéer och projekt i egen regi eller i hel- eller delägda dotterbolag samt idka handel med värdepapper och investeringsobjekt jämte därmed förenlig verksamhet.",1990-05-31,active,,,,,,,,,
556393-8025,Mikaels Grävtjänst i Stranderäng Aktiebolag,Mikaels Grävtjänst i Stranderäng Aktiebolag,43120,,43120; 08120,SKÖVDE,54134,NORREGÅRDSVÄGEN 26,"Bolaget skall utföra grävnings-, schaktnings-, planerings- och entreprenadarbeten samt därmed förenlig verksamhet.",1990-04-10,active,,,,,,,,,
556369-0634,Kenneth Lehnér Revisionsbyrå Aktiebolag,Kenneth Lehnér Revisionsbyrå Aktiebolag,69202,,69202,STUREFORS,58961,NORRBERGAVÄGEN 37,Bolaget skall driva yrkesmässig revisionsverksamhet samt sådan härmed förenlig verksamhet som enligt lagar och anvisningar kan bedrivas av auktoriserad och godkänd revisor.,1989-08-29,active,,,,,,,,,
556371-9375,Sandéns Golv i Ängelholm AB,Sandéns Golv i Ängelholm AB,43330,,43330,HELSINGBORG,25467,FLORETTGATAN 27 D,Bolaget skall utföra golventreprenader samt bedriva försäljning av produkter i anslutning härtill därmed förenlig verksamhet.,1989-09-22,active,,,,,,,,,
556398-8699,Skogsliden Gård AB,Skogsliden Gård AB,49410,,49410; 01500,NORRALA,82694,ÅVÄGEN 10,"Bolaget skall bedriva åkeri och entreprenadverksamhet, äga och förvalta fastigheter, aktier och andelar, skog- och lantbruks- verksamhet med inriktning mot försäljning av skog, spannmål, växter och kreatur samt därmed förenlig verksamhet.",1990-07-02,active,,,,,,,,,
556399-0778,Lotin AB,Lotin AB,71122,,71122,FREDRIKSDAL,57175,MÖBELVÄGEN 9,"Bolaget ska bedriva verksamhet inom området uppfinningar och innovationer, tillverkning och försäljning av fångstutrustning, handel med hälsoprodukter och värdepapper, äga och förvalta fast och lös egendom, samt därmed förenlig verksamhet.",1990-06-27,active,,,,,,,,,
556405-4293,Byggteamet i Örnsköldsvik Aktiebolag,Byggteamet i Örnsköldsvik Aktiebolag,41000,,41000,ÖRNSKÖLDSVIK,89138,UPPLAGSVÄGEN 16,"Bolaget ska bedriva byggnadsverksamhet, tillverkning av takstolar och väggblockstillverkning, handel med värdepapper, förvaltning av fast och lös egendom och därmed förenlig verksamhet.",1990-09-10,active,,,,,,,,,
556409-3630,Malmqvist Rör Aktiebolag,Malmqvist Rör Aktiebolag,43221,,43221,DALSTORP,51463,VERKSTADSVÄGEN 2,Bolaget skall utföra rörinstallationer ävensom idka därmed förenlig verksamhet.,1990-10-26,active,,,,,,,,,
556403-1598,Företagssupport i Solna Aktiebolag,Företagssupport i Solna Aktiebolag,69201,,69201,SOLNA,17007,BOX 7018,Bolaget skall tillhandahålla konsultativa tjänster inom ekonomi samt idka därmed förenlig verksamhet.,1990-07-31,active,,,,,,,,,
556403-1630,Mi Volas Förvaltning AB,Mi Volas Förvaltning AB,70100,,70100,STRÖMSTAD,45292,STORA VÄSSBY 1,Bolaget skall bedriva förvaltning av aktier i dotterbolag samt därmed förenlig verksmhet.,1990-08-10,active,,,,,,,,,
556404-1647,Air Cond Center Mats Persson Aktiebolag,Air Cond Center Mats Persson Aktiebolag,71124,,71124; 43222,STOCKHOLM,11842,TANTOGATAN 73 B,"Bolaget skall ha till föremål för sin verksamhet att, bedriva installation och reparation av mobila kylsystem, förvaltning av lös egendom samt därmed förenlig verksamhet.",1990-08-16,active,,,,,,,,,
556410-6887,VÄSTGÖTAGODS Aktiebolag,VÄSTGÖTAGODS Aktiebolag,49410,,49410,MARIESTAD,54235,HAMMARSMEDSGATAN 18,"Bolaget skall bedriva när- och fjärrtransport av gods, service och reparation av fordon, uthyrning av arbetskraft samt därmed förenlig verksamhet.",1990-12-11,active,,,,,,,,,
556412-6968,Brainwork Factory AB,Brainwork Factory AB,70200,,70200,DJURA,79393,GRÅDA BYVÄG 8,"Aktiebolaget ska bedriva konsultverksamhet inom främst marknadsföring, försäljning och kundservice. Tillhandahålla tjänster gällande strategi, införande, utveckling och integration av IT- system inom områdena marknadsföring, försäljning och kundservice. Med stöd av integrationer mot övriga administrativa affärssystem utveckla företags kundserviceupplevelser genom samtliga kanaler, både nuvarande och framtida.",1990-12-11,active,,,,,,,,,
556417-4190,Iteor Konsult Aktiebolag,Iteor Konsult Aktiebolag,70200,,70200,SOLNA,17155,GÖRAN PERSSONS VÄG 31,Bolaget skall driva konsultverksamhet inom området administrativ utveckling med därtill hörande tjänster.,1991-01-22,active,,,,,,,,,
556417-5486,Onsala Maskin Aktiebolag,Onsala Maskin Aktiebolag,43120,,43120; 43999; 43991,ONSALA,43992,RÅÖVÄGEN 46,"Föremålet för bolagets verksamhet är att bedriva markentreprenadarbeten, uthyrning av entreprenadmaskiner, idka handel med entreprenadmaskiner och maskindelar och därmed förenlig verksamhet.",1991-02-11,active,,,,,,,,,
556413-2586,G. Wasberg Redovisning Aktiebolag,G. Wasberg Redovisning Aktiebolag,69201,,69201,SUNDBYBERG,17224,BOX 1235,"Bolagets verksamhet är att bedriva redovisning, konsulterande verksamhet för företagsorganisation, ekonomiska konsultationer, företagsöverlåtelser, försäljning av lagerbolag, tillhandahålla löneadministrativa tjänster samt mjukvaruutveckling för löneadministration samt tillhandahålla ekonomiadministration och mjukvaruutveckling för bostadsrättsföreningar, förvaltning av fast och lös egendom och därmed förenlig verksamhet.",1990-11-30,active,,,,,,,,,
556417-1022,Bottnaryds Elinstallationer Aktiebolag,Bottnaryds Elinstallationer Aktiebolag,43210,,43210,BOTTNARYD,56576,NYGATAN 16,"Bolaget skall bedriva elinstallationer, reparationer och försäljning av elmaterial och hushållsmaskiner.",1991-01-11,active,,,,,,,,,
556403-6985,Elmontage Kent Sjöblom Aktiebolag,Elmontage Kent Sjöblom Aktiebolag,43210,,43210,BONÄSSUND,89178,DEKARSÖN 117,"Bolaget skall bedriva verksamhet inom elinstallationer, försäljning av elmaterial, konsultuppdrag inom el, service och underhåll av elanläggningar, äga och förvalta fast och lös egendom, samt idka därmed förenlig verksamhet.",1990-09-03,active,,,,,,,,,
556419-4552,Br Larssons Leasing Aktiebolag,Br Larssons Leasing Aktiebolag,70200,,70200; 68203,AXVALL,53272,RINGVÄGEN 1,"Bolaget skall bedriva konsultverksamhet inom företagsledning, äga och förvalta fast egendom samt idka handel med aktier och värdepapper samt idka därmed förenlig verksamhet.",1991-02-07,active,,,,,,,,,
556332-1982,Resamco AB,Resamco AB,71124,,71124; 64994,BRANTEVIK,27238,MÖLLEKROKEN 4,"Bolaget skall bedriva handel, produktion och konsultation inom miljörelaterad näringsverksamhet företrädesvis avseende emissionsbegränsning, effektivisering av energianvändning samt därmed förenlig verksamhet. Bolaget skall även bedriva handel med värdepapper.",1988-08-26,active,,,,,,,,,
