domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
,Rebelliv AB,556077-6519,,,,,,,,
,Madvice AB,556066-9631,,,,,,,,
,Skareko Service Aktiebolag,556089-3868,,,,,,,,
,Pettersson Koch AB,556092-0539,,,,,,,,
,Ulinco Invest Aktiebolag,556057-7479,,,,,,,,
,Assessio Sverige AB,556047-4255,,,,,,,,
,Svensk Linjebesiktning AB,556042-3385,,,,,,,,
,Allan Östlund Aktiebolag,556045-6757,,,,,,,,
,Kungsängens Rör Aktiebolag,556047-6615,,,,,,,,
,Soya Group AB,556052-4372,,,,,,,,
,Byggnadsfirma Ljung & Ekdahl Aktiebolag,556066-8054,,,,,,,,
,Nordhs Lastmaskiner Aktiebolag,556056-6670,,,,,,,,
,Tranås Åkeri AB,556068-5918,,,,,,,,
,Trollhättans Glasmästeri Aktiebolag,556046-2227,,,,,,,,
,Pekuniärtjänst Sätt & Sprätt Aktiebolag,556045-8662,,,,,,,,
,Bondegårdens Design AB,556053-2508,,,,,,,,
,Badrumsbutiken i Norden AB,556075-1637,,,,,,,,
,VVS-Huset Malmö Aktiebolag,556083-8236,,,,,,,,
,Perssons Grävmaskiner i Tolita Aktiebolag,556075-5232,,,,,,,,
,Byggnadsaktiebolaget Folke Nilsson,556072-9179,,,,,,,,
,S.A Gruppen i Alingsås AB,556082-8203,,,,,,,,
,J.H.S. Byggnadsaktiebolag,556082-0382,,,,,,,,
,Aktiebolaget Vetlanda Glas,556075-7766,,,,,,,,
,Olofssons Plåtslageri Aktiebolag,556088-0881,,,,,,,,
,Bohusbilar Aktiebolag,556079-2771,,,,,,,,
,IQVIA Sweden AB,556092-9746,,,,,,,,
,Hilcon Software AB,556052-5601,,,,,,,,
,Jannes Golv i Hudiksvall Aktiebolag,556057-9475,,,,,,,,
,Optotek Service Aktiebolag,556064-3834,,,,,,,,
,SESAB GRUPPEN AKTIEBOLAG,556058-3279,,,,,,,,
,Lebam Brunnsborrning AB,556075-2650,,,,,,,,
,Aktiebolaget Emil Fyhr,556080-5573,,,,,,,,
,Aktiebolaget Deje Byggtjänst,556073-6992,,,,,,,,
,Kils Djurtransporter Aktiebolag,556047-2630,,,,,,,,
,STC Interfinans Aktiebolag,556055-8636,,,,,,,,
,Mitti-Livs i Kristinehamn Aktiebolag,556045-8878,,,,,,,,
,Njurunda Isolering Aktiebolag,556073-2249,,,,,,,,
,GARMIS AB,556072-6969,,,,,,,,
,Brålanda Buss & Taxi AB,556078-9348,,,,,,,,
,Engman Tak AB,556079-4199,,,,,,,,
,Albin Group AB,556078-6526,,,,,,,,
,Saksinvest Aktiebolag,556087-0437,,,,,,,,
,Herners El Aktiebolag,556087-2276,,,,,,,,
,Rolf Anderssons Elektriska Aktiebolag,556068-2113,,,,,,,,
,H.G.H. - Konsult Marknadsservice Aktiebolag,556064-4584,,,,,,,,
,Motala Frakt G. Östlund Aktiebolag,556065-1084,,,,,,,,
,Bil-Beställning Aktiebolag,556066-9326,,,,,,,,
,Ekenia Förvaltnings AB,556072-0129,,,,,,,,
,Arne Anderssons Åkeri Aktiebolag,556071-3769,,,,,,,,
,Expo Nord Aktiebolag,556074-8336,,,,,,,,
,Bromma Företagspartner AB,556075-4664,,,,,,,,
,A.F.C. El Aktiebolag,556079-5931,,,,,,,,
,R G Stihab AB,556081-5614,,,,,,,,
,Nobeli Business Support Aktiebolag,556016-3247,,,,,,,,
,Swarco Sverige AB,556024-7594,,,,,,,,
,Megawatt Aktiebolag,556054-3935,,,,,,,,
,Tre ekon Ekonomi Sonja Kovaleff AB,556062-9585,,,,,,,,
,"Terrafirma, Erik Juhlin Aktiebolag",556066-7197,,,,,,,,
,Bokförings-Service i Småland Aktiebolag,556085-3367,,,,,,,,
,Talavid Revisionsbyrå AB,556090-4889,,,,,,,,
,Tungel Invest Aktiebolag,556102-2442,,,,,,,,
,Rådgivare Mankenskiöld AB,556102-4703,,,,,,,,
,Eric Bodins Åkeriaktiebolag,556077-3441,,,,,,,,
,Piteå Transport Aktiebolag,556092-5504,,,,,,,,
,Gustaf Gustafsons Åkeriaktiebolag,556081-1019,,,,,,,,
,Åda Gods AB,556078-0859,,,,,,,,
,Tecla AB,556068-1602,,,,,,,,
,Gösta Ahlquist Aktiebolag,556060-3853,,,,,,,,
,Fabege Bygg & Projektering AB,556045-5858,,,,,,,,
,Petkra Energi AB,556067-3450,,,,,,,,
,Aktiebolaget Sydtimber,556068-7617,,,,,,,,
,Rubinen Management AB,556069-7830,,,,,,,,
,Skogsfågeln Aktiebolag,556056-8080,,,,,,,,
,SALTECH Consultants Aktiebolag,556063-0039,,,,,,,,
,Trollet Ekonomi AB,556039-6649,,,,,,,,
,Benny Andersson Rör AB,556073-3551,,,,,,,,
,Kungsbacka Arkitektkontor Aktiebolag,556065-6653,,,,,,,,
,DSV Real Estate Sweden AB,556060-5411,,,,,,,,
,Gustafssons Glasmästeri i Oskarshamn Aktiebolag,556085-1783,,,,,,,,
,Sven Salén Aktiebolag,556081-1506,,,,,,,,
,Bror Olsson & Söner i Kungsör Aktiebolag,556085-2831,,,,,,,,
,Nessen Förvaltnings Aktiebolag,556041-3329,,,,,,,,
,Aktiebolaget Harry Bucht,556047-1210,,,,,,,,
,Hagenfeldt Aktiebolag,556062-8918,,,,,,,,
,LO Smides- och Montage Aktiebolag,556059-8004,,,,,,,,
,Alimak Group Management AB,556064-1739,,,,,,,,
,Trädgårdstjänst i Växjö Aktiebolag,556065-3007,,,,,,,,
,Karlerö Konsult AB,556064-5458,,,,,,,,
,Byggnadsfirman Bengtsson & Söner Aktiebolag,556078-5767,,,,,,,,
,Hässelby Åkeriaktiebolag,556037-8571,,,,,,,,
,Meja AB,556047-9023,,,,,,,,
,Ovako Cromax AB,556055-1847,,,,,,,,
,Myllenbergs Redovisnings- och Revisionsbyrå Aktiebolag,556072-1069,,,,,,,,
,Chiasma Consulting Aktiebolag,556086-7342,,,,,,,,
,Ribbner Management AB,556095-9636,,,,,,,,
,JSWB konsult AB,556082-3550,,,,,,,,
,Equator Stockholm AB,556064-0616,,,,,,,,
,Alvesta Revisionsbyrå Aktiebolag,556061-4280,,,,,,,,
,Ingenjörsfirma Harry Rudberg Aktiebolag,556103-9420,,,,,,,,
,HS Bostäder AB,556061-5360,,,,,,,,
,Stigs Rörläggeri Aktiebolag,556081-3171,,,,,,,,
,HENSJÖ FÖRVALTNING H MIVÉR Aktiebolag,556085-4498,,,,,,,,
,"Resurs Ekonomi, M. Runsten AB",556089-4635,,,,,,,,
,Svenska Flyglinjer Aktiebolag,556041-6017,,,,,,,,
,Svensk Grundundersökning Aktiebolag,556053-0668,,,,,,,,
,Rejlers Sverige AB,556051-0272,,,,,,,,
,Talogy (Sweden) AB,556040-4187,,,,,,,,
,Texla AB,556053-0536,,,,,,,,
,Höörs Åkeri & Schakt Aktiebolag,556070-7191,,,,,,,,
,Ekonomiplan Norrköping AB,556070-7704,,,,,,,,
,S.C.-Tjänst Aktiebolag,556073-2819,,,,,,,,
,Adolfssons Svetsservice AB,556043-6254,,,,,,,,
,Johannebergs Redovisning Aktiebolag,556043-8557,,,,,,,,
,ProForma Idé AB,556053-9768,,,,,,,,
,Aktiebolaget Nordsidan,556058-3212,,,,,,,,
,Clas Langeen Nilsson AB,556105-3728,,,,,,,,
,Lönnqvist & Strauss Redovisningsbyrå Aktiebolag,556082-1430,,,,,,,,
,Metator VVS Konsult Aktiebolag,556080-8767,,,,,,,,
,Helins Åkeri Aktiebolaget,556083-7618,,,,,,,,
,MLS Service AB,556108-9680,,,,,,,,
,KABE Group AB,556097-2233,,,,,,,,
,Frithiof Svenssons Elektriska Byrå Aktiebolag,556057-5556,,,,,,,,
,Bastransport i Örebro Aktiebolag,556069-1791,,,,,,,,
,Stålice Coold AB,556069-2039,,,,,,,,
,Knut Olsson Fastigheter AB,556059-9721,,,,,,,,
,Geotekniska Byggnadsbyrån Hå-Pe Aktiebolag,556080-6332,,,,,,,,
,J.P. Killberg & Son Bokhandelsaktiebolag,556041-9870,,,,,,,,
,Piab Aktiebolag,556055-7687,,,,,,,,
,Bjuvs Rör Aktiebolag,556061-6152,,,,,,,,
,Tunestam Förvaltning AB,556065-4294,,,,,,,,
,Stöpafors Transport Aktiebolag,556067-2429,,,,,,,,
,Janssons Elektriska i Skinnskatteberg Aktiebolag,556075-1090,,,,,,,,
,Bolang & Co Aktiebolag,556063-1441,,,,,,,,
,Vilhelmina Byggkonsult Aktiebolag,556050-4630,,,,,,,,
,Aktiebolaget E. Wolff & Co,556045-4778,,,,,,,,
,Ejnar Erikssons Rör Aktiebolag,556100-1503,,,,,,,,
,Ivaria AB,556086-5858,,,,,,,,
,Logisnext Europe Sweden Center AB,556083-6461,,,,,,,,
,Solid-Elektro Aktiebolag,556089-3454,,,,,,,,
,Gorgaj Empire Aktiebolag,556089-1854,,,,,,,,
,Sidensjö Trafikaktiebolag,556054-3166,,,,,,,,
,Kungsholmen Redovisning & Rådgivning Aktiebolag,556101-0462,,,,,,,,
,Källsjö Elteknik AB,556088-7555,,,,,,,,
,Transportaktiebolaget Göteborg-Marstrand,556091-3419,,,,,,,,
,Stentulpanen Fastigheter i Kalmar & Öland AB,556095-7143,,,,,,,,
,Liljegrens Entreprenad Aktiebolag,556049-2893,,,,,,,,
,Pol Transport Aktiebolag,556014-6143,,,,,,,,
,Henningsons Elektriska AB,556059-8855,,,,,,,,
,Moelven Industrier AB,556064-4170,,,,,,,,
,Aktiebolaget Rörläggaren,556043-7948,,,,,,,,
,Bilspedition Transportörer Utveckling Aktiebolag,556067-8897,,,,,,,,
,LidInvest AB,556056-6431,,,,,,,,
,Börje Jönsson Åkeri AB,556080-1705,,,,,,,,
,Bo Andren Group AB,556073-6554,,,,,,,,
,L.W. Distribution Aktiebolag,556063-2464,,,,,,,,
,Hälsingborgs Ram- & Konsthandel Aktiebolag,556073-9137,,,,,,,,
,Erik Larsson Bygg AB,556096-1053,,,,,,,,
,Aktiebolaget Infjärdens Värme,556074-1935,,,,,,,,
,Aktiebolaget Wessag,556053-1088,,,,,,,,
,Almroths Express & Åkeri Aktiebolag,556092-0182,,,,,,,,
,Hällestad Åkeri Aktiebolag,556094-6377,,,,,,,,
,Aktiebolaget Abegentor,556091-6628,,,,,,,,
,StruProg Aktiebolag,556079-2631,,,,,,,,
,Entreprenör Aktiebolaget Torsten Andersson,556093-9380,,,,,,,,
,Advokat Hans Hulthén Aktiebolag,556061-2714,,,,,,,,
,Allrevision AC Aktiebolag,556072-1507,,,,,,,,
,Epicor Software Sweden AB,556081-6208,,,,,,,,
,GÅJ Plåt AB,556058-1877,,,,,,,,
,Elias Bygg Aktiebolag,556065-8865,,,,,,,,
,Jubro Tech AB,556052-1915,,,,,,,,
,Byggnadsfirman Otto Magnusson Entreprenad AB,556065-6117,,,,,,,,
,Eco Master Consulting AB,556070-8926,,,,,,,,
,Waldmarks Entreprenad i Kungsbacka AB,556067-9150,,,,,,,,
,Elajo Invest Aktiebolag (publ),556079-4330,,,,,,,,
,norra linjen AB,556064-7322,,,,,,,,
,Aktiebolaget Sprinten,556059-0431,,,,,,,,
,Söderbloms Isolering Aktiebolag,556060-4620,,,,,,,,
,Indutrade Aktiebolag,556017-9367,,,,,,,,
,Hazze Malmgren Holding AB,556033-7759,,,,,,,,
,Crowe Sydrevisioner Aktiebolag,556070-3281,,,,,,,,
,Hansson Miljötransporter AB,556100-5447,,,,,,,,
,Uno S Söderlund Byggkonsult Aktiebolag,556105-7448,,,,,,,,
,Ingenjörsfirman G. Bäck Aktiebolag,556095-1609,,,,,,,,
,Aktiebolaget Karl Janssons Biltransport,556085-8754,,,,,,,,
,Kent Andersson's Åkeri i Luleå AB,556086-3341,,,,,,,,
,Villa Juris Aktiebolag,556078-4513,,,,,,,,
,Åkericentralen i Östavall Aktiebolag,556101-5628,,,,,,,,
,Bergkvists Åkeri - och Grävmaskins Aktiebolag,556082-3709,,,,,,,,
,S.Ovrell AB,556094-2855,,,,,,,,
,Remnert & Co Byggnadsprojektering Aktiebolag,556095-7648,,,,,,,,
,K Anderssons gräv & såg AB,556071-3298,,,,,,,,
,Idé Design Aktiebolag,556063-5319,,,,,,,,
,Martin Hanssons Åkeri Aktiebolag,556063-4700,,,,,,,,
,Asserståhl Partners AB,556064-2471,,,,,,,,
,Kamerala Kontoret Aktiebolag,556069-3540,,,,,,,,
,Aktiebolaget Marstrands Bygg,556066-4012,,,,,,,,
,HUMARD AB,556068-1594,,,,,,,,
,S. Nilssons Åkeri Aktiebolag,556076-5744,,,,,,,,
,Ressner Juridik AB,556056-2612,,,,,,,,
,MAG Holding AB,556081-5341,,,,,,,,
,Advokatbyrån Lundia Odd Johansson Aktiebolag,556029-2947,,,,,,,,
,Caverion Sverige AB,556052-8753,,,,,,,,
,Sandholms Färg & Golv AB,556068-2493,,,,,,,,
,Håga Bokföringsbyrå Aktiebolag,556051-7020,,,,,,,,
,Redovisningskonsult Ulf Ontoft AB,556102-1477,,,,,,,,
,Ruddammens Åkeri AB,556087-0825,,,,,,,,
,Körberg affärsutveckling AB,556088-1624,,,,,,,,
,Rstudio Holding AB,556093-8747,,,,,,,,
,KD Film AB,556058-1976,,,,,,,,
,Bertil Nilssons Elektriska Aktiebolag,556060-9504,,,,,,,,
,Nils A. Jönsson Åkeri Aktiebolag,556078-0503,,,,,,,,
,Kjells Glasmästeri Aktiebolag,556079-1542,,,,,,,,
,Takirus AB,556282-5678,,,,,,,,
,Källgrens Entreprenad AB,556290-3756,,,,,,,,
,Olle Far i Buss Aktiebolag,556291-3730,,,,,,,,
,Styckens Maskinentreprenad AB,556298-5191,,,,,,,,
,Tomas Grävare AB,556354-5135,,,,,,,,
,Mirna Aktiebolag,556304-2901,,,,,,,,
,Elit Bokföringsservice Aktiebolag,556299-8103,,,,,,,,
,Betong Demol Aktiebolag,556301-0601,,,,,,,,
,Acceptor Aktiebolag,556306-0655,,,,,,,,
,Håkan Brännströms Åkeri Aktiebolag,556305-2975,,,,,,,,
,Sjögren Projekt och Byggledning Aktiebolag,556307-9218,,,,,,,,
,MASKINBOLAGET I BRO Aktiebolag,556309-9646,,,,,,,,
,ISAB Kreditservice AB,556319-1807,,,,,,,,
,Röntgenteknik Linköping Aktiebolag,556331-3914,,,,,,,,
,Kurt Åhs Bygg & Snickeri Aktiebolag,556313-6919,,,,,,,,
,Br Noréns Åkeri Aktiebolag,556314-7882,,,,,,,,
,Mobergs Kyl & Frys Aktiebolag,556326-5627,,,,,,,,
,Jim Elfvengren Bygg & Förvaltning AB,556320-6217,,,,,,,,
,Zetterströms Plåt Aktiebolag,556323-3294,,,,,,,,
,CONDAFA Aktiebolag,556323-3732,,,,,,,,
,Jobsbo Åkeri AB,556339-7396,,,,,,,,
,PPS Maskinservice AB,556321-2231,,,,,,,,
,Östen Olofsson AB,556327-3969,,,,,,,,
,Bohaginvest i Stockholm Aktiebolag,556344-6664,,,,,,,,
,Kjell Axelsson Maskin AB,556345-4817,,,,,,,,
,IN - Control Aktiebolag,556329-0062,,,,,,,,
,Friman Ekologikonsult Aktiebolag,556336-8306,,,,,,,,
,Advokatfirman Winn AB,556334-2145,,,,,,,,
,Montrax AB,556332-3822,,,,,,,,
,Mats Johanssons Åkeri Aktiebolag,556353-8312,,,,,,,,
,Design & Administration i Solna Aktiebolag,556339-8915,,,,,,,,
,Ekonomikonsult L&A AB,556360-7547,,,,,,,,
,Mohefa AB,556349-4805,,,,,,,,
,Rading Ploman Affärsjuridik AB,556337-1243,,,,,,,,
,Öberg Research & Management Aktiebolag,556344-3513,,,,,,,,
,IWA Aktiebolag,556345-2605,,,,,,,,
,Aktiebolaget Santrade,556257-1942,,,,,,,,
,JMP Byggservice AB,556349-9374,,,,,,,,
,Kvarnöns Måleri AB,556339-2090,,,,,,,,
,Per Karlsson Måleri AB,556345-7984,,,,,,,,
,Rolf Viebkes Åkeri Aktiebolag,556270-2638,,,,,,,,
,Bergforsen Group AB,556273-3997,,,,,,,,
,Skog Move Aktiebolag,556276-0552,,,,,,,,
,Askhögen Aktiebolag,556275-1320,,,,,,,,
,Combi Montage i Lammhult Aktiebolag,556286-1889,,,,,,,,
,Kent Karlsson Fodertransport Aktiebolag,556288-4618,,,,,,,,
,Stockholms Luftkontroll Aktiebolag,556286-2382,,,,,,,,
,Sigurd Sand Aktiebolag,556291-5388,,,,,,,,
,Bruksbalken Entreprenad AB,556340-4218,,,,,,,,
,Swedish Touch Aktiebolag,556303-8784,,,,,,,,
,Nymans Plåt Aktiebolag,556300-0180,,,,,,,,
,Transporttjänst i Västerås AB,556307-6842,,,,,,,,
,Hansson & Karlsson Aktiebolag,556304-1150,,,,,,,,
,Ljung & Sjöberg Aktiebolag,556313-2058,,,,,,,,
,Engbloms Åkeri Aktiebolag,556308-0943,,,,,,,,
,Wilssons bokföringsbyrå i Skara Aktiebolag,556315-9325,,,,,,,,
,GEST Holding AB,556310-4560,,,,,,,,
,Lövåsens Bygg Aktiebolag,556314-8195,,,,,,,,
,Aktiebolaget Lidingö Glasmästeri,556314-0663,,,,,,,,
,Lars Hultqvist Konsult AB,556310-5666,,,,,,,,
,LN Vision AB,556321-0342,,,,,,,,
,Wall Teknik och Hantverk Aktiebolag,556338-0889,,,,,,,,
,Hallberg Konsult i Falkenberg AB,556311-3900,,,,,,,,
,Forsberg & Tibell Kyl Aktiebolag,556318-4083,,,,,,,,
,Helge Sahlins Åkeri Aktiebolag,556323-9481,,,,,,,,
,Fryken-Grillen Aktiebolag,556323-6669,,,,,,,,
,Borås Rör och Sanitet Aktiebolag,556314-1752,,,,,,,,
,Ekilla Ekonomikonsulter AB,556330-2248,,,,,,,,
,Ossers Revisionsbyrå Aktiebolag,556322-9821,,,,,,,,
,Mattias Heikki & Idépoolen AB,556317-0272,,,,,,,,
,Svartbäckens Åkeri Aktiebolag,556324-3525,,,,,,,,
,Contrado Hudiksvall AB,556325-4076,,,,,,,,
,Aktiebolaget Styrhytten,556329-9642,,,,,,,,
,Dape International Aktiebolag,556335-9412,,,,,,,,
,JUAB Jämställdhetsutveckling Aktiebolag,556329-0963,,,,,,,,
,Advokat Jonas Dahl Aktiebolag,556347-9616,,,,,,,,
,Arkitekterna Krook & Tjäder i Kristianstad AB,556335-5766,,,,,,,,
,Södergren & Flink Fastigheter AB,556353-0491,,,,,,,,
,Nauplion Aktiebolag,556338-8171,,,,,,,,
,Helsingborgs VVS-Tjänst Mats Jönsson Aktiebolag,556345-5053,,,,,,,,
,Fraktpiloten Aktiebolag,556346-0400,,,,,,,,
,Tungel Fast Mallslingan 4 AB,556341-7608,,,,,,,,
,Beckerdal Redovisning & Revision AB,556346-9419,,,,,,,,
,Svenssons Åkeri i Sandviken Aktiebolag,556350-6251,,,,,,,,
,Sisi Design Aktiebolag,556260-5039,,,,,,,,
,Baker Tilly Asplunds AB,556272-0556,,,,,,,,
,Becoolon Räkna och Skriva Aktiebolag,556271-2645,,,,,,,,
,Civilrättskonsult A G Aktiebolag,556270-8890,,,,,,,,
,Synanalyser i Stockholm AB,556289-0698,,,,,,,,
,Bliska Fastighetsservice AB,556286-3034,,,,,,,,
,Robert Johansen Golf AB,556294-5070,,,,,,,,
,Balticgruppen Utveckling AB,556293-1310,,,,,,,,
,Uddenberg & Sparre AB,556300-9835,,,,,,,,
,Butikens Livs i Kalmar Aktiebolag,556293-3126,,,,,,,,
,Aktiebolaget Gratum,556302-3620,,,,,,,,
,Skomakaregården i Genarp AB,556304-3800,,,,,,,,
,BAT Geosystems Aktiebolag,556300-3382,,,,,,,,
,Mats Forss Åkeri Aktiebolag,556302-6029,,,,,,,,
,Römgården skog & ekonomi AB,556308-6254,,,,,,,,
,J. Törnqvist Rörservice AB,556309-7319,,,,,,,,
,Scania Revisorer Aktiebolag,556316-7948,,,,,,,,
,ABOT Medicinsk Konsultation Aktiebolag,556340-5801,,,,,,,,
,Survey Data i Stockholm Aktiebolag,556321-7578,,,,,,,,
,JODB AB,556343-8356,,,,,,,,
,Renard Revision AB,556317-9828,,,,,,,,
,Assetor Aktiebolag,556318-0867,,,,,,,,
,TRS Byggservice AB,556324-9670,,,,,,,,
,Göran Gauffins Elektriska Aktiebolag,556327-1518,,,,,,,,
,Bollnäs Taxi Aktiebolag,556338-3271,,,,,,,,
,Sven Norgrens Plåt Aktiebolag,556346-5581,,,,,,,,
,Databutiken i Solna Aktiebolag,556342-8761,,,,,,,,
,Advokat Lars Milberg AB,556341-9455,,,,,,,,
,Reginova Reitberger AB,556348-5860,,,,,,,,
,ROFA Trans Aktiebolag,556342-9983,,,,,,,,
,Byggtjänst i Bredaryd Aktiebolag,556349-4235,,,,,,,,
,Nordic Elprofil AB,556352-4387,,,,,,,,
,Hejra Estate Aktiebolag,556351-4545,,,,,,,,
,EBT Byggnads Aktiebolag,556353-3040,,,,,,,,
,Fägre Byggtjänst Aktiebolag,556260-5815,,,,,,,,
,Hagfors El-Montage AB,556264-3634,,,,,,,,
,Stockholms Konsult och Förvaltnings Aktiebolag,556267-1676,,,,,,,,
,Emaco KonsultPoolen AB,556271-8816,,,,,,,,
,Brogårdens Gräv & Schakt Aktiebolag,556280-0176,,,,,,,,
,Vadstena Buss AB,556282-9068,,,,,,,,
,Viteg Aktiebolag,556281-9234,,,,,,,,
,"ELEKTROMONTERING, Leif Fredriksson Aktiebolag",556289-1373,,,,,,,,
,RADICON Aktiebolag,556284-0909,,,,,,,,
,Per Olov Rosén Måleri Aktiebolag,556294-1566,,,,,,,,
,Konstruktionsbyrån Maskinen i Lund Aktiebolag,556306-3501,,,,,,,,
,Guco Aktiebolag,556307-1397,,,,,,,,
,Peter Danowsky Service AB,556301-2433,,,,,,,,
,JEBRI Invest Aktiebolag,556302-6961,,,,,,,,
,Nordisol Akustik Stockholm Aktiebolag,556309-6337,,,,,,,,
,Mölndals Eltjänst K Johansson Aktiebolag,556310-7027,,,,,,,,
,Gustaf Kahm Advokat AB,556311-6366,,,,,,,,
,Emerex Aktiebolag,556310-8082,,,,,,,,
,Procoma Konsult Aktiebolag,556330-2107,,,,,,,,
,Täby Golv & Inredningar Aktiebolag,556320-0384,,,,,,,,
,Sandin Tak Aktiebolag,556314-0994,,,,,,,,
,Nobis Aktiebolag,556308-2394,,,,,,,,
,Studio Kuling Aktiebolag,556309-8812,,,,,,,,
,M Danielssons Elektriska Aktiebolag,556324-7369,,,,,,,,
,R & M Perssons Åkeri AB,556326-2590,,,,,,,,
,Holmgren Mobility AB,556327-6939,,,,,,,,
,IP Engineering Aktiebolag,556328-5294,,,,,,,,
,Lennart Nyberg Balkong & Bygg Aktiebolag,556325-6832,,,,,,,,
,Advokat Aktiebolag Mats Hellström,556326-3200,,,,,,,,
,Avloppsrallarna AB,556330-7049,,,,,,,,
,Olle Pettersson Åkeri Aktiebolag,556324-4556,,,,,,,,
,Tumba Golvservice Aktiebolag,556324-5926,,,,,,,,
,Nåiden Bygg Aktiebolag,556326-4216,,,,,,,,
,L.W:s Åkeri Aktiebolag,556335-0676,,,,,,,,
,Qcircuit AB,556328-0618,,,,,,,,
,UpTurn Business Administration Aktiebolag,556347-3932,,,,,,,,
,MILINK AB,556350-1120,,,,,,,,
,Puttes Lås & Nyckelservice Aktiebolag,556326-5064,,,,,,,,
,Herrängs Allt i Allo AB,556358-5180,,,,,,,,
,Bolmdahl Konsult AB,556362-6364,,,,,,,,
,Widmarks Transport AB,556345-8339,,,,,,,,
,Lundblads Golv i Västervik AB,556365-6551,,,,,,,,
,Juristfirman LEG Celoma Aktiebolag,556354-0839,,,,,,,,
,Henrik Nyströmme Bygg AB,556263-5689,,,,,,,,
,Aktiebolaget Ekonomichefen A.P.,556267-0421,,,,,,,,
,Asfalterarna i Tidaholm Aktiebolag,556268-9652,,,,,,,,
,Axinella Aktiebolag,556280-1141,,,,,,,,
,Jansson Juridik & Ekonomi AB,556282-1313,,,,,,,,
,Flatholmen Consulting AB,556289-3205,,,,,,,,
,Presentresor Sverige AB,556291-7285,,,,,,,,
,"Aktiebolaget Oves Maskinstation, Värö",556305-2843,,,,,,,,
,Svensk Revision Forsäng & Claezon Aktiebolag,556307-3104,,,,,,,,
,ANKARSTAM LINKÖPING AB,556305-8733,,,,,,,,
,IDAB INVENT DISPLAY Aktiebolag,556308-8748,,,,,,,,
,Boströms Advokatbyrå Aktiebolag,556311-1706,,,,,,,,
,Tenura AB,556305-5937,,,,,,,,
,Munters Bygg Aktiebolag,556308-1941,,,,,,,,
,UBC Carlsons Förvaltnings AB,556312-6902,,,,,,,,
,Addit Sales Support AB,556319-4272,,,,,,,,
,AB Golv & Tak,556312-8403,,,,,,,,
,B L R CONSULTING Aktiebolag,556316-8763,,,,,,,,
,Sandreda Elteknik AB,556306-3550,,,,,,,,
,BJ Åkeri i Landskrona AB,556333-2583,,,,,,,,
,Biostruktur i Uppsala Aktiebolag,556315-4151,,,,,,,,
,SMÅVATTSBRÄNNA Aktiebolag,556315-0563,,,,,,,,
,Johan Andreassons Åkeri AB,556321-8006,,,,,,,,
,Contrend Aktiebolag,556324-9191,,,,,,,,
,G&M Norden Aktiebolag,556319-2888,,,,,,,,
,SELIA Målerikonsult i Storstockholm AB,556318-7441,,,,,,,,
,VVS-Konsult Bernth Wahlström Aktiebolag,556328-2853,,,,,,,,
,Revisorspoolen Matsson & Co Aktiebolag,556322-1661,,,,,,,,
,GARUDA Aktiebolag,556329-2746,,,,,,,,
,RC Måleri Aktiebolag,556326-6021,,,,,,,,
,Monte Cristo Aktiebolag,556344-9270,,,,,,,,
,Redovisningskonsult Lars Karlsson Aktiebolag,556337-9295,,,,,,,,
,SOAW-Elektriska Aktiebolag,556348-2354,,,,,,,,
,Stenö Plåt och Isolering AB,556341-1296,,,,,,,,
,Hjulsbro Rörservice Aktiebolag,556336-8553,,,,,,,,
,Linda Wik AB,556332-8730,,,,,,,,
,HB Revision Aktiebolag,556361-8825,,,,,,,,
,Hans Ehrlin Design Management Aktiebolag,556343-2235,,,,,,,,
,Bon Via AB,556350-4447,,,,,,,,
,Thermobyggen Gränna AB,556201-2244,,,,,,,,
,PKB EL & DATA Aktiebolag,556354-0623,,,,,,,,
,Flexibel Luftbehandling i Stockholm AB,556341-0512,,,,,,,,
,Akustikon Partner Aktiebolag,556340-8383,,,,,,,,
,Armand Francis Holding AB,556263-6166,,,,,,,,
,Baker Tilly Radek Transactions AB,556276-4547,,,,,,,,
,NUS Consulting Group AB,556271-3346,,,,,,,,
,J.B Bengtsson AB,556276-7383,,,,,,,,
,Olofsdotter Lindström AB,556282-3764,,,,,,,,
,J & P Elmontage Visby Aktiebolag,556289-3718,,,,,,,,
,BDO Mälardalen AB,556291-8473,,,,,,,,
,Area invest AB,556289-3783,,,,,,,,
,Peco Konsult AB,556283-1841,,,,,,,,
,Tobé arkitektkontor Aktiebolag,556296-1341,,,,,,,,
,EKM Kontroll Aktiebolag,556286-8744,,,,,,,,
,TP:son Åkeri AB,556289-2397,,,,,,,,
,LBG Konsult och Utbildning Aktiebolag,556299-6685,,,,,,,,
,A-C Schakt i Ystad Aktiebolag,556293-6301,,,,,,,,
,Bygg Bengt Produktion AB,556301-2169,,,,,,,,
,Värme & Energitekniska Projekteringsbyrån B J Aktiebolag,556296-9740,,,,,,,,
,TP Soft i Tumba Aktiebolag,556303-5962,,,,,,,,
,EL & DATAMONTAGE i SOLLENTUNA Aktiebolag,556319-5006,,,,,,,,
,Leif Wretmans Åkeri Aktiebolag,556325-0579,,,,,,,,
,Jonas Kullgren Aktiebolag,556317-0538,,,,,,,,
,Classic Byggsmide i Billesholm AB,556337-3298,,,,,,,,
,Leif Ragnarsson Företagskontakter Aktiebolag,556328-5302,,,,,,,,
,H-A Ehrhardt & Co Aktiebolag,556325-7426,,,,,,,,
