orgnr,target_url,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug,county,municipality,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,webshop_platform,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons
556516-8910,http://www.holmgrensmaleri.se/,H M Holmgrens Måleri Aktiebolag,H M Holmgrens Måleri Aktiebolag,43341,,43341,OSKARSHAMN,57226,BOX 572,Bolaget skall bedriva industri- och byggnadsmåleri jämte därmed förenlig verksamhet.,1995-07-12,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/holmgrens+m%C3%A5leri+ab/oskarshamn/fllmnuxh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:phone_in_segment,,+4649110050,holmgrensmaleri.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556523-1114,http://www.treffco.se/,Treffco AB,Treffco AB,71122,,71122,LOMMA,23435,JÄRNGATAN 29,Bolaget ska bedriva konsultverksamhet inom tryckluft som ackrediterat kontrollorgan och därmed förenlig verksamhet.,1995-07-25,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/treffco+ab/lomma/koxjgvdcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,treffco.se,https://treffco.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556541-8158,http://www.nywa.nu/,Advokatbyrån Nywa AB,Advokatbyrån Nywa AB,69101,,69101,UMEÅ,90327,NYGATAN 14,Bolaget skall bedriva advokatverksamhet.,1997-05-02,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/advokatbyran-nywa-ab/ume%C3%A5/jgsbzaobx | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@nywa.nu,+4690136999,nywa.nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556520-1265,http://www.macosy.se/,Macosy AB,Macosy AB,71121,,71121; 58290; 62100,LAHOLM,31291,TJÄRBY 121,"Bolaget skall bedriva konsultationer inom byggbranschen, teknisk programmeringsverksamhet, försäljning och uthyrning av data- utrustning, multimedia, studioverksamhet och rådgivande konsultationer inom musikbranschen samt därmed förenilig verksamhet.",1995-07-14,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/macosy+ab/m%C3%B6lnlycke/jcrdakos | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,macosy.se,https://macosy.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556518-5161,http://www.johanerikssonbygg.se,Johan Eriksson Bygg & Renovering AB,Johan Eriksson Bygg & Renovering AB,41000,,41000,ADELSÖ,17892,VÄSTRAVÄGEN 3,Bolaget skall bedriva verksamhet inom bygg- och fastighetsbranschen samt utföra administrativt arbete ävensom idka därmed förenlig verksamhet.,1995-07-11,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/johan-eriksson-bygg-och-renovering-ab/adels%C3%B6/ffjnvxij | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@johanerikssonbygg.se,+46705559430,johanerikssonbygg.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556538-4624,http://www.avr.se,Aktiebolaget AV rådgivaren,Aktiebolaget AV rådgivaren,70200,,70200; 69201,GUSTAVSBERG,13423,BOX 111,"Bolagets verksamhet är att bedriva konsult- och utbildnings- verksamhet inom konferens-, teater-, underhållnings-, restaurang- och hotellbranschen. Bolaget bedriver redovisningsbyrå med därtillhörande områden såsom redovisning, skattekonsultationer, deklarationer och bolagsbildningar. Bolaget bedrier handel med textilier, båtar och båttillbehör samt därmed förenlig verksamhet.",1997-01-27,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ab+av+r%C3%A5dgivaren/gustavsberg/jlntbzhhi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,avr.se,https://avr.se,browser,no,,,net::ERR_CONNECTION_TIMED_OUT at https://avr.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556468-2069,http://svenskventilationsservice.se/,Svensk Ventilationsservice / SV Aktiebolag,Svensk Ventilationsservice / SV Aktiebolag,43222,,43222,STOCKHOLM,12030,HAMMARBY FABRIKSVÄG 25  PLAN 8,"Bolaget skall bedriva bygg, installation, ventilation, miljö, energi, kvalité, marknadsföring och bedriva därtill relaterad konsultverksamhet samt äga och förvalta fast och lös egendom.",1993-06-21,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/svensk+ventilationsservice+ab/stockholm/muvyjalmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@svenskventilationsservice.se,+468267699,svenskventilationsservice.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556471-5414,http://www.lundinsbygg.se/?page_id=20,Lundins Bygg i Anderslöv Aktiebolag,Lundins Bygg i Anderslöv Aktiebolag,41000,,41000,ANDERSLÖV,23172,GRÖNBYVÄGEN 366:16,Bolaget skall idka byggnadsrörelse samt annan därmed förenlig verksamhet.,1993-08-13,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lundins+bygg+i+andersl%C3%B6v+ab/andersl%C3%B6v/ikcpqqbj | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,lundinsbygg.se,https://lundinsbygg.se/,browser,no,,,parked_domain_detected,,,,,,,,,,,,,,,,,,,,,,,
556538-5118,http://www.butikmelab.se/,Moheda El AB,Moheda El AB,43210,,43210,MOHEDA,34260,VÄXJÖVÄGEN 22,"Bolaget skall bedriva elinstallationer och service av elinstallationer, handel med heminredning samt därmed förenlig verlsamhet.",1997-01-28,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/moheda+el+ab/moheda/loordkov | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,mohedael@telia.com,+4647270145,butikmelab.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556296-4972,http://www.sportewa.se,SPORT EWA INT. AB,SPORT EWA INT. AB,42990,,42990,STORA SKEDVI,78393,FÄGGEBY 49,Förmålet för bolagets verksamhet är att bedriva entreprenader avseende byggnation av idrottsanläggningar samt jämförlig verksamhet. Likaså butiksförsäljning av sport- och fritidsartiklar.,1987-07-10,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/sport+ewa+int.+ab/stora+skedvi/loortbbx | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,sportewa.se,https://sportewa.com/om-oss,browser,yes,checkout_provider; cart; product_cards; priced_cards; provider:woocommerce,main@https://sportewa.com/:hasCart(urlPath:/kundvagn) | main@https://sportewa.com/:pricedCards(multiPrices) | main@https://sportewa.com/:providers(woocommerce) | main@https://sportewa.com/:productCards(200) | DECISION@main@https://sportewa.com/ | contact_like@https://sportewa.com/kontakta-oss/:hasCart(urlPath:/kundvagn) | contact_like@https://sportewa.com/kontakta-oss/:providers(woocommerce) | contact_like@https://sportewa.com/kontakta-oss/:productCards(200) | DECISION@contact_like@https://sportewa.com/kontakta-oss/ | contact_like@https://sportewa.com/om-oss/:hasCart(urlPath:/kundvagn) | contact_like@https://sportewa.com/om-oss/:providers(woocommerce) | contact_like@https://sportewa.com/om-oss/:productCards(200) | DECISION@contact_like@https://sportewa.com/om-oss/,,,,,,,,,,,,,,,,,,,,,,,,
556539-7121,http://www.fruangensgolv.se/,Fruängens Golv & Betong AB,Fruängens Golv & Betong AB,41000,,41000; 43330,BANDHAGEN,12459,HARPSUNDSVÄGEN 162,"Föremålet för bolagets verksamhet är att bedriva entreprenadverksamhet inom golvläggning, betong och byggbranschen samt därmed förenlig verksamhet.",1997-06-26,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fru%C3%A4ngens+golv+och+betong+ab/bandhagen/aqufhlrv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,fruangensgolv.se,https://fruangensgolv.se,browser,no,,,net::ERR_CERT_COMMON_NAME_INVALID at https://fruangensgolv.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556302-3307,https://www.ncc.se/vart-erbjudande/asfalt/hjalp-asfaltering/asfaltering-i-vastra-gotalands-lan/,NCC Industry Aktiebolag,NCC Industry Aktiebolag,42110,,42110; 23999; 08120; 19200; 70100,SOLNA,17080,NCC Industry AB,"Bolaget har till föremål för sin verksamhet att -direkt eller genom dotterbolag- bedriva entreprenadarbete inom byggnadsbranschen, tillverka och försälja byggmaterial, förvärva, äga, förvalta fast och lös egendom, bedriva handel med fastigheter samt bedriva med ovannämnda verksamheter förenlig verksamhet.",1987-08-25,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ncc-industry-asfalt-vastra-gotalands-lan/stockholm/jpuzdlq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,peter.larsson@ncc.se,+46700888675,ncc.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556545-8154,https://www.wikeborg.se/,Arkitekt Mikael Wikeborg Aktiebolag,Arkitekt Mikael Wikeborg Aktiebolag,71110,,71110,MALMÖ,21121,LÅNGGÅRDSGATAN 18,"Bolaget skall bedriva arkitektverksamhet, handel med fast egendom samt handel med byggprodukter, möbler, antikviteter, konst och därmed förenlig verksamhet.",1997-09-19,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/arkitekt+mikael+wikeborg+ab/malm%C3%B6/jcptxacgo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,wikeborg.se,https://www.wikeborg.se/om-oss,browser,no,product_cards,main@https://www.wikeborg.se/:productCards(7) | main@https://www.wikeborg.se/:samplingRan(sampled=0) | contact_like@https://www.wikeborg.se/om-oss/:productCards(9) | contact_like@https://www.wikeborg.se/kontakt-2/:productCards(7) | contact_like@https://www.wikeborg.se/kontakt/:productCards(9),,,,,,,,,,,,,,,,,,,,,,,,
556286-5229,http://krafft-maleri.se/,B Krafft Måleri Aktiebolag,B Krafft Måleri Aktiebolag,43341,,43341; 43330,ÖREBRO,70383,MYRMALMSGATAN 6,"Aktiebolaget ska utföra måleritjänster, fönsterrenovering, montering av kök och bedriva butikshandel med färg, tapeter, köksinredningar och övrigt inredningssortiment för hem samt köpa, sälja och förvalta aktier och fastigheter, samt inom varje rörelsegren idka därmed förenlig verksamhet.",1986-11-03,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/krafft+m%C3%A5leri+ab/%C3%B6rebro/akrtdfhgo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,krafft-maleri.se,https://krafft-maleri.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556286-4495,http://www.lindgrensbygg.nu/,LINDGRENS BYGG & SNICKERI Aktiebolag,LINDGRENS BYGG & SNICKERI Aktiebolag,41000,,41000,SKELLEFTEÅ,93192,Östra Falmark 64,Bolaget skall bedriva byggnadsrörelse samt idka därmed förenlig verksamhet.,1986-11-12,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lindgrens+bygg+och+snickeri+ab/skellefte%C3%A5/hicnuecp | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,lindgrensbygg.nu,https://lindgrensbygg.nu,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://lindgrensbygg.nu | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556539-7469,https://www.idevarv.se/,Ide Varv Aktiebolag,Ide Varv Aktiebolag,43320,,43320; 68201,OXELÖSUND,61351,JOGERSÖVÄGEN 1 B,"Aktiebolagets verksamhet ska vara: bedriva varvsverksamhet, handel med båtar, bilar och tillbehör, reparationer och förvaring, bedriva byggnadsverksamhet, handel med- och förvaltning av fast egendom samt idka annan därmed förenlig verksamhet.",1997-02-25,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ide+varv+ab/oxel%C3%B6sund/noptuvfmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,kjellefolkesson@hotmail.com,+46708159292,idevarv.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556537-3668,http://goto.glocalnet.net/prkredkonsult/,PRK Lennart Perssons Redovisningskonsult AB,PRK Lennart Perssons Redovisningskonsult AB,69201,,69201,ANGERED,42461,MALÖRTSGATAN 20,Bolaget skall bedriva kameral uppdragsverksamhet och därmed förenlig verksamhet.,1997-01-03,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/prk+lennart+perssons+redovisningskonsult+ab/angered/jlnvvdfa | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,goto.glocalnet.net,https://goto.glocalnet.net,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://goto.glocalnet.net | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556533-2318,http://www.byggeriet.se,Byggeriet Gotland Aktiebolag,Byggeriet Gotland Aktiebolag,41000,,41000; 69201,VISBY,62111,BOX 3000,"Bolaget skall bedriva verksamhet som omfattar ombyggnad och nybyggnad av fastigheter samt uthyrning, förmedling, skötsel av fastigheter och bostäder och verksamhet som omfattar inköp av massved, processer där stock blir till ved samt försäljning av ved till privatpersoner. Bolaget skall bedriva projektledning inom posthantering samt även idka försäljning av artiklar med anknytning till posthantering samt äga och förvalta fast och lös egendom.",1996-08-16,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/byggeriet-gotland-aktiebolag/visby/ctvdemrxy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,kontoret@byggeriet.se,+46498291000,byggeriet.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556491-9909,http://www.takovagg.se/,Aktiebolaget Tak- och Väggmontering,Aktiebolaget Tak- och Väggmontering,41000,,41000,VARBERG,43232,CYLINDERVÄGEN 16,Bolaget skall bedriva byggnadsverksamhet samt idka därmed förenlig verksamhet.,1994-09-16,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tak+och+v%C3%A4ggmontering+ab/varberg/lcrdjobxy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,takovagg.se,https://takovagg.se/customer-service,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556268-3838,http://www.ekdalsekonomi.se/,Ekdals Ekonomi & Redovisning Aktiebolag,Ekdals Ekonomi & Redovisning Aktiebolag,69201,,69201,LIDKÖPING,53196,RÅDA HÄGGENE 10,"Bolaget skall bedriva redosvisnings- och datatjänster, bedriva handel med datorer och datatillbehör samt idka därmed förenlig verksamhet.",1985-11-27,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ekdals-ekonomi-och-redovisning-ab/uddevalla/jorzlggv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,ekdalsekonomi.se,https://ekdalsekonomi.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556525-5444,http://www.byggistockholm.se,Byggsnabben i Stockholm AB,Byggsnabben i Stockholm AB,41000,,41000,SKURUP,27430,LILLA INDUSTRIGATAN 1,"Bolaget skall bedriva byggnadsrörelse, reparera och nyanlägga fastigheter samt idka därmed förenlig verksamhet.",1995-08-21,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/byggsnabben-i-stockholm-ab/upplands%20v%C3%A4sby/icquhjobx | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,info@byggistockholm.se,,byggistockholm.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556251-2318,https://www.gsonsakeri.se/,G:sons Åkeri Aktiebolag,G:sons Åkeri Aktiebolag,49410,,49410,NORRKÖPING,60223,LITIUMGATAN 8,Bolaget ska bedriva transportverksamhet och därmed förenlig verksamhet.,1984-12-10,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/gsons+%C3%A5keri+ab/norrk%C3%B6ping/lquffaprs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,norrkoping@gsonsakeri.se,+4611180510,gsonsakeri.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556523-7608,https://hornborg.se,Hornborg & Co AB,Hornborg & Co AB,70200,,70200,GEMLA,35573,ÖJA RÄVABACKEN 1,"Bolaget skall bedriva konsult- och utbildningsverksamhet inom ledarskap och förändringsarbete samt konsultation, utbildning, föredrag och försäljning inom området personlig utveckling och hälsovård samt därmed förenlig verksamhet. Affärsområdet Terapeutonline Sverige utvecklar och erbjuder digitala internetbaserade branschsöktjänster.",1995-07-26,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/hornborg+och+co+ab/v%C3%A4xj%C3%B6/nsbjoopuv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,hornborg.se,https://hornborg.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556282-8078,https://wanges.se/,Practical Equipment Wange Aktiebolag,Practical Equipment Wange Aktiebolag,43210,,43210,MÖLNDAL,43136,HELENEVIKSVÄGEN 22,"Bolaget skall bedriva försäljning av vapen, vapentillbehör, skyddsutrustning samt installation och försäljning av elektrisk utrustning, elentrepenadverksamhet, elkonsultationer jämte därmed förenlig verksamhet.",1986-09-04,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/practical+equipment+wange+ab/m%C3%B6lndal/ctbelrsv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,wanges.se,https://wanges.se,browser,no,,main@https://wanges.se/:samplingRan(sampled=0),,,,,,,,,,,,,,,,,,,,,,,,
556543-4577,https://www.tfservice.se/kontakt/boden,Hedern Fastigheter 401 AB,Hedern Fastigheter 401 AB,43210,,43210,SUNDSVALL,85633,VERKSTADSGATAN 4,Bolaget skall äga och förvalta fastigheter och värdepapper samt därmed förenlig verksamhet.,1997-08-05,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bodens+eltj%C3%A4nst+ab+teknisk+fastighetsservice/boden/accsxefa | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,tfservice.se,https://tfservice.se/customer-service,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556304-0772,http://www.a-plan.se/,A-plan Arkitektkontor Aktiebolag,A-plan Arkitektkontor Aktiebolag,71110,,71110,LUND,22350,ADELGATAN 9,Bolaget skall bedriva arkitektarbete och därmed förenlig verksamhet.,1987-09-23,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/a+plan+arkitektkontor/lund/fimmgobyz | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,info@a-plan.se,,a-plan.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556548-3830,http://carlsonahnell.se/,Carlson Ahnell AB,Carlson Ahnell AB,71110,,71110; 47551; 47552; 47711,MALMÖ,21756,KILIAN ZOLLSGATAN 5 A,Bolaget skall bedriva försäljning av trädgårdstjänster och trädgårdsprodukter.,1997-11-19,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/carlson+ahnell+ab/malm%C3%B6/faaaaqxhi | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,carlsonahnell.se,https://carlsonahnell.se,browser,no,,,HTTP 500 | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556541-1054,https://vinslovsplat.se/,Vinslövs Plåtslageri AB,Vinslövs Plåtslageri AB,43411,,43411,HÄSSLEHOLM,28133,SÖDRA KRINGELVÄGEN 6,"Bolaget skall bedriva plåtslageri, äga och förvalta fast egendom och därmed förenlig verksamhet.",1997-04-22,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/vinsl%C3%B6vs+pl%C3%A5tslageri+ab/h%C3%A4ssleholm/klqrvxiop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,sven@vinslovsplat.se,+4645114010,vinslovsplat.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556455-8343,https://www.karlstadkylkonsult.se/,Karlstad Kylkonsult Aktiebolag,Karlstad Kylkonsult Aktiebolag,71124,,71124,KARLSTAD,65460,HANTVERKAREGATAN 31,"Bolaget skall bedriva installation/service, konsultverksamhet inom kylbranschen, besiktningar av kylanläggningar och utbildning. Bolaget ska äga fast och lös egendom samt idka därmed förenlig verksamhet.",1992-11-05,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/karlstad-kylkonsult-ab/karlstad/jgqqxeakl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,bjorn.andersson@karlstadkylkonsult.se,+4654120300,karlstadkylkonsult.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556477-7125,http://www.seah-el.se/,SE & AH El Aktiebolag,SE & AH El Aktiebolag,43210,,43210,TOFTBYN,79024,TOFTBYN 124,"Bolaget skall bedriva elinstallationer, tillsyn och skötsel av fastigheter, försäljning och service inom tele- och data- kommunikation samt larmanordningar, försäljning och reparationer inom bygg, måleri, golv, VVS och väggbeklädnad, bilreparationer och svetningsarbeten.",1993-12-08,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/se-och-ah-el-ab/toftbyn/iosziijmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,info@seah-el.se,,seah-el.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556488-2586,http://www.haggenastaxi.se,Häggenås Taxi Aktiebolag,Häggenås Taxi Aktiebolag,49330,,49330,ÅS,83671,SJÖHEMSVÄGEN 29,"Aktiebolagets verksamhet ska vara att bedriva taxirörelse, äga och förvalta fasstigheter och värdepapper samt därmed förenlig verksamhet.",1994-06-01,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/haggenas-taxi-ab/h%C3%A4ggen%C3%A5s/fimmopyfh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@haggenastaxi.se,+4664220065,haggenastaxi.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556492-9759,http://www.rvbm.se/,Redovisningsbyrån i Mölnlycke AB,Redovisningsbyrån i Mölnlycke AB,69201,,69201,MÖLNLYCKE,43530,BIBLIOTEKSGATAN 4,"Bolaget skall bedriva verksamhet med redovisnings- och administrationskonsult, bemanningsverksamhet och därmed förenlig verksamhet.",1994-09-14,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/redovisningsbyr%C3%A5n+i+m%C3%B6lnlycke+ab/m%C3%B6lnlycke/npsdlcqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@rvbm.se,+46735161303,rvbm.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556507-6451,http://www.karlssonsror.se/,Karlssons Rör i Nyköping Aktiebolag,Karlssons Rör i Nyköping Aktiebolag,43221,,43221,NYKÖPING,61122,BOX 7,"Bolaget skall utföra VVS-installationer, tillhandahålla tekniska konsulttjänster, äga och förvalta fast egendom och värdepapper och därmed förenlig verksamhet.",1995-02-03,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/karlssons+r%C3%B6r+i+nyk%C3%B6ping+ab/nyk%C3%B6ping/alqxhijp | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,karlssonsror.se,https://karlssonsror.se/customer-service,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556466-2970,http://www.electroprojekt.se/,Electro Projekt PCI Aktiebolag,Electro Projekt PCI Aktiebolag,71123,,71123,FALUN,79131,SVÄRDSJÖGATAN 16,"Bolaget skall bedriva verksamhet inom el-, tele- och energikonsultbranschen samt därmed förenlig verksamhet.",1993-05-11,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/electro+projekt+pci+ab/falun/lnssvxeef | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,electroprojekt.se,https://electroprojekt.se,static,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556539-5810,http://www.chemiclean.se/,Chemiclean Systems Aktiebolag,Chemiclean Systems Aktiebolag,43221,,43221,STOCKHOLM,12617,BOX 42176,Bolaget skall utföra rengöring och korrosionsbehandling av vattenburna kyl- och värmesystem samtfilter/ventilation i fastigheter ävensom idka därmed förenlig verksamhet.,1997-02-19,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/chemiclean+systems+ab/stockholm/kkpvbdang | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,chemiclean.se,https://chemiclean.se,browser,no,sampled_1,main@https://www.chemiclean.se/:samplingRan(sampled=1) | sampleURL@https://chemiclean.se/produkter:status=200,,,,,,,,,,,,,,,,,,,,,,,,
556529-8923,http://gladers.se/,Gladers IT Management Aktiebolag,Gladers IT Management Aktiebolag,70200,,70200,STOCKHOLM,11220,NORR MÄLARSTRAND 34  LGH 1102,Bolaget ska bedriva konsulting med huvudinriktning på kvalificerad rådgivning i management- och organisationsfrågor samt affärs- och systemlösningar inom informationsteknikområdet och därmed förenlig verksamhet.,1996-02-20,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/gladers+it+management+ab/stockholm/mssvicnst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,gladers.se,https://gladers.se,browser,no,,,net::ERR_CERT_COMMON_NAME_INVALID at https://gladers.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
