domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
,Awmatiz Inredning AB,556552-7255,,,,,,,,
,L N S Kommunikation Aktiebolag,556554-4391,,,,,,,,
,Nellborgs Joakim Cykel i Linköping AB,556545-1175,,,,,,,,
,NACKA Byggnadsvård AB,556557-8928,,,,,,,,
,Pellmell AB,556558-0429,,,,,,,,
,Cykeltjänst i Södertälje Aktiebolag,556547-4243,,,,,,,,
,CBK Sweden AB,556549-5297,,,,,,,,
,Modehörnan i Höör AB,556551-8197,,,,,,,,
,Camfil Power Systems AB,556556-9356,,,,,,,,
,Bohmans Bokhandel Aktiebolag,556555-9365,,,,,,,,
,Teoism Audio AB,556333-8937,,,,,,,,
,Mon.Zon Sverige AB,556564-1668,,,,,,,,
,Thermalloys AB,556565-9025,,,,,,,,
,Angela C Boutique AB,556567-9718,,,,,,,,
,NO Försäljning AB,556564-3862,,,,,,,,
,PiNik Mat AB,556559-4826,,,,,,,,
,Emil & Son Arbetsträning Nätverk i Skellefteå AB,556576-4767,,,,,,,,
,Roslinds Optik Aktiebolag,556580-3441,,,,,,,,
,Vetduvad Aktiebolag,556565-3556,,,,,,,,
,Höllvikens Färghandel Eftr AB,556574-7143,,,,,,,,
,Eltric AB,556583-1657,,,,,,,,
,Bonifatu Aktiebolag,556577-6985,,,,,,,,
,Hällesåker Trävaru- & Försäljningsaktiebolag,556419-3679,,,,,,,,
,Carepa AB,556419-4396,,,,,,,,
,Bil & Fastighetsbolaget CABAX AB,556584-2555,,,,,,,,
,E-Com Stockholm AB,556588-4417,,,,,,,,
,ATCO Försäljnings AB,556555-0208,,,,,,,,
,Mil-tek Sverige AB,556562-3880,,,,,,,,
,Optiker Green i Vara AB,556563-7161,,,,,,,,
,PN Ecokonsult AB,556564-2658,,,,,,,,
,Qualisign AB,556566-0106,,,,,,,,
,EJ's Hälsokost Aktiebolag,556339-0581,,,,,,,,
,Taxi Wäst I Falkenberg AB,556339-2132,,,,,,,,
,Bio-Cide Scandinavia AB,556564-6238,,,,,,,,
,Möbelgruppen i Alvesta AB,556564-7624,,,,,,,,
,Solblomman Mode Aktiebolag,556562-5729,,,,,,,,
,Pure Living AB,556581-4059,,,,,,,,
,Krusman Nödduschar Aktiebolag,556573-4844,,,,,,,,
,Optisk Vision Göteborg AB,556575-0303,,,,,,,,
,Bosses MACK Oskarström Aktiebolag,556363-9185,,,,,,,,
,B Steiring AB,556581-4851,,,,,,,,
,MatDax i Hökarängen Aktiebolag,556589-4317,,,,,,,,
,Stay Home Electronics AB,556589-4457,,,,,,,,
,JABELLI AB,556551-5227,,,,,,,,
,Väskman AB,556551-8239,,,,,,,,
,Family House 59 Aktiebolag,556552-2314,,,,,,,,
,Granudden Fritid AB,556559-8785,,,,,,,,
,K.G SVENSK BYGGKONSTRUKTION AB,556555-1826,,,,,,,,
,AAA AB,556559-9809,,,,,,,,
,Bok & Kontorshandel i Närke Aktiebolag,556334-0859,,,,,,,,
,S.S. Bilbehör Aktiebolag,556339-6794,,,,,,,,
,Rediviva Optik AB,556570-8350,,,,,,,,
,Vätterbygdens Truck Aktiebolag,556354-5564,,,,,,,,
,Popz Sverige AB,556577-1796,,,,,,,,
,EuroEmilia AB,556572-9190,,,,,,,,
,Bröderna Håkanssons Rör AB,556575-1640,,,,,,,,
,Nordicase Aktiebolag,556568-2894,,,,,,,,
,Lodin Investment Fund AB,556574-0791,,,,,,,,
,Rentorp Scandinavia AB,556553-7049,,,,,,,,
,Oljetankservice i Spånga Aktiebolag,556540-4398,,,,,,,,
,Peter Pluntky AB,556563-1495,,,,,,,,
,TeroSystem AB,556557-2608,,,,,,,,
,Bil & Marinteknik i Halmstad AB,556328-8488,,,,,,,,
,Skodon International i Falkenberg Aktiebolag,556342-5304,,,,,,,,
,Mycke i Göteborg AB,556562-8103,,,,,,,,
,SDC-Trading AB,556564-8168,,,,,,,,
,Klöverlivs AB,556573-0313,,,,,,,,
,Racerdepån Fåglum-Karlsson AB,556579-5142,,,,,,,,
,Gühring Sweden AB,556574-3522,,,,,,,,
,Flottebo frukt och grönt Aktiebolag,556588-3930,,,,,,,,
,Nordins Textil Agentur Aktiebolag,556567-3398,,,,,,,,
,Campingvaruhuset i Norden AB,556352-7968,,,,,,,,
,Sköndals Spel & Tobak AB,556572-6642,,,,,,,,
,E Schartau Livs Aktiebolag,556570-2718,,,,,,,,
,Euro Star Radio AB,556576-3074,,,,,,,,
,Marine Quality Control MQC Aktiebolag,556584-9428,,,,,,,,
,IXI Neon AB,556579-6496,,,,,,,,
,Gränshuset i Gäddede AB,556586-5887,,,,,,,,
,East Harvest AB,556587-1711,,,,,,,,
,Kebelco AB,556587-9615,,,,,,,,
,TriffiQ Företagsprofilering AB,556582-6673,,,,,,,,
,Stötabo AB,556590-0072,,,,,,,,
,Storköksidé i Halmstad AB,556373-3350,,,,,,,,
,Röbäcks Livsmedel i Umeå Aktiebolag,556550-7455,,,,,,,,
,Dasbaf Aktiebolag,556540-4661,,,,,,,,
,MS Betongpumpning AB,556556-9190,,,,,,,,
,Holmsjö Bensin & Motor AB,556559-9882,,,,,,,,
,Energieffektivisering i Sverige AB,556563-9647,,,,,,,,
,J E Laserservice AB,556561-8104,,,,,,,,
,Persicum Förvaltnings Aktiebolag,556568-8099,,,,,,,,
,Programekonomi Svenska Aktiebolag,556568-6606,,,,,,,,
,Sibell i Göteborg AB,556568-6846,,,,,,,,
,Viskafors Bensin AB,556550-5673,,,,,,,,
,Emcomp International AB,556556-0165,,,,,,,,
,Hansen Art AB,556342-5387,,,,,,,,
,Räfsnäs Såg Aktiebolag,556346-2752,,,,,,,,
,FlowerTeam of Sweden Aktiebolag,556554-1058,,,,,,,,
,Present - IT Aktiebolag,556569-8551,,,,,,,,
,FLEXIMA AB,556383-7961,,,,,,,,
,MA Andersson AB,556593-1887,,,,,,,,
,Tom - Eskil AB,556594-0011,,,,,,,,
,ALFI Extraction Systems Aktiebolag,556573-5452,,,,,,,,
,Tiunda Transport & Trading AB,556358-0819,,,,,,,,
,Mölnlycke Garden Center AB,556575-3224,,,,,,,,
,Frico AB,556573-3812,,,,,,,,
,Dunmedic AB,556589-7534,,,,,,,,
,HÅKAB Teknik AB,556419-8967,,,,,,,,
,PALLMAX Sweden Aktiebolag,556373-7732,,,,,,,,
,Navis aktiebolag,556550-7760,,,,,,,,
,Höglandets Maskin Skog & Entreprenad AB,556560-1829,,,,,,,,
,MaskinProdukter i Nyköping Aktiebolag,556560-2645,,,,,,,,
,Hemma hos M AB,556564-0637,,,,,,,,
,Sinli Trading Aktiebolag,556556-0793,,,,,,,,
,Capital Information Invest Sweden AB,556561-3360,,,,,,,,
,Blomstergrossisten i Västerås AB,556565-1444,,,,,,,,
,Jefrima AB,556595-0804,,,,,,,,
,Harry Larsson o Söner Fisk Aktiebolag,556421-4889,,,,,,,,
,Ponsse Aktiebolag,556426-7911,,,,,,,,
,Belins Bil Begagnatcenter AB,556600-3009,,,,,,,,
,Hexagon Manufacturing Intelligence Nordic AB,556601-9773,,,,,,,,
,Ergofokus AB,556606-4167,,,,,,,,
,GSS Larm AB,556603-8344,,,,,,,,
,Ögonkontakt i Norr Aktiebolag,556587-3014,,,,,,,,
,Arilds Vingård AB,556535-1052,,,,,,,,
,Nice Företagsreklam i Göteborg Aktiebolag,556564-4274,,,,,,,,
,Aktinolit Invest AB,556556-6212,,,,,,,,
,Aros Auto AB,556563-0752,,,,,,,,
,GEFORM AB,556541-8489,,,,,,,,
,Scandinavian Equine Nutrition AB,556547-9143,,,,,,,,
,Yamandu Pontvik Music AB,556570-2676,,,,,,,,
,Venditio-Group Sweden AB,556548-6650,,,,,,,,
,Swedish Consumer Direct SCD AB,556575-5252,,,,,,,,
,Steneby Cement & Bygg AB,556575-6359,,,,,,,,
,Bianchi Industry Nordics AB,556578-6596,,,,,,,,
,MD Success Aktiebolag,556553-8765,,,,,,,,
,NC Nordic Control AB,556583-2663,,,,,,,,
,ArkipelagX AB,556583-1012,,,,,,,,
,Malmborgs Caroli City AB,556588-8715,,,,,,,,
,Örjan Molander Guld Aktiebolag,556423-9209,,,,,,,,
,Matbutiken Duvbo AB,556599-3606,,,,,,,,
,Adjutrix Aktiebolag,556435-6813,,,,,,,,
,Cipmylo Marine Antiques AB,556609-0048,,,,,,,,
,Gislaved Stormarknad AB,556614-9463,,,,,,,,
,Curring AB,556562-1009,,,,,,,,
,Färghuset i Bollnäs AB,556545-1571,,,,,,,,
,Jarlstam Fyndmarknad AB,556557-7672,,,,,,,,
,Biotek i Halmstad Aktiebolag,556561-7312,,,,,,,,
,B2B IT-Partner AB,556593-0996,,,,,,,,
,Holmgren & Persson Vin AB,556596-0688,,,,,,,,
,Fagerbergs Herrekipering Aktiebolag,556594-9301,,,,,,,,
,Kakelhuset i Ö-vik Aktiebolag,556422-6495,,,,,,,,
,Wisit Försäljnings Aktiebolag,556424-0983,,,,,,,,
,Citykiosken i Umeå AB,556597-2329,,,,,,,,
,Ro-Mo Sweden Aktiebolag,556435-8694,,,,,,,,
,AB Skruvat Reservdelar,556605-7336,,,,,,,,
,AH Bensin & Livs i Kisa AB,556439-4038,,,,,,,,
,M.O Marketing Aktiebolag,556440-4241,,,,,,,,
,Smestadens Äventyrsgolf AB,556605-7617,,,,,,,,
,Samsung Electronics Nordic Aktiebolag,556445-4345,,,,,,,,
,E.M.S. Teknik AB,556598-6360,,,,,,,,
,DESINO AB,556618-5301,,,,,,,,
,Digitalbild Sverige Aktiebolag,556563-2881,,,,,,,,
,Guldbutiken i Eskilstuna Aktiebolag,556566-1435,,,,,,,,
,Kållereds Allservice Aktiebolag,556562-1884,,,,,,,,
,Kyrkebysvind AB,556543-9139,,,,,,,,
,Audio Video i Nässjö AB,556545-1605,,,,,,,,
,Wulfing Consulting AB,556572-4274,,,,,,,,
,Telecom Express i Helsingborg Aktiebolag,556569-5987,,,,,,,,
,Repslagar'n i Örebro Aktiebolag,556577-3982,,,,,,,,
,Lagervall & Widén Aktiebolag,556574-0783,,,,,,,,
,Maskin Väst AB,556575-8082,,,,,,,,
,Hamnkiosken i Simrishamn AB,556581-0750,,,,,,,,
,Nacka Service Center AB,556555-3285,,,,,,,,
,Sontax AB,556585-1747,,,,,,,,
,SGREEN Sweden AB,556588-3682,,,,,,,,
,Städ & Kemihallen i Sörmland AB,556571-9514,,,,,,,,
,Petroteknik Jan Ageheim Aktiebolag,556426-0114,,,,,,,,
,Elaffären i Norsjö AB,556432-5149,,,,,,,,
,S. Björk Maskin i Dalarna Aktiebolag,556442-1245,,,,,,,,
,Alingsås Huspaket AB,556442-9362,,,,,,,,
,Alvesta Husvagn & Fritid Aktiebolag,556609-2465,,,,,,,,
,Indusol AB,556609-1707,,,,,,,,
,L & D Scandinavia AB,556450-1111,,,,,,,,
,BGF-butikerna i Linköping AB,556533-0445,,,,,,,,
,Proflute AB,556558-3415,,,,,,,,
,Agntho's AB,556534-5344,,,,,,,,
,HAINBUCH Svenska AB,556552-2983,,,,,,,,
,EKO-Gruppen Hässleholm AB,556562-4813,,,,,,,,
,birgitta K:s Second hand Aktiebolag,556560-1217,,,,,,,,
,Logicator AB,556561-3626,,,,,,,,
hemkop.se,,,,,https://hemkop.se,browser,yes,sampled_3; sample_pdp_1; sample_addtocart_3,main@https://www.hemkop.se/:samplingRan(sampled=3) | sampleURL@https://hemkop.se/artikel/tillganglighetsredogorelse:status=200:ATC | sampleURL@https://hemkop.se/artikel/inspiration:status=200:ATC | sampleURL@https://hemkop.se/artikel/billiga-veckan:status=200:PDP+ATC | DECISION@sample (confirmed) | DECISION@main@https://www.hemkop.se/,
,Maskincentrum i Örnsköldsvik AB,556578-8303,,,,,,,,
,The World Family Aktiebolag,556581-1048,,,,,,,,
,Mediafabriken i Kalmar Aktiebolag,556583-3539,,,,,,,,
,Reelaax AB,556588-4227,,,,,,,,
,Allvärmeteknik KVV Aktiebolag,556424-3946,,,,,,,,
,Gretas Brödbutik Aktiebolag,556426-1682,,,,,,,,
,INO-Q Aktiebolag,556430-8962,,,,,,,,
,Kastbergs Livs Aktiebolag,556433-8399,,,,,,,,
,Sjölin & Hagström Motor Aktiebolag,556600-6184,,,,,,,,
,"Dansk Kabel Teknik, DKT Aktiebolag",556575-2754,,,,,,,,
,Lifeline Sweden AB,556587-4400,,,,,,,,
,Borås Brasvärme Pelletcenter AB,556608-5683,,,,,,,,
,Point Scandinavia AB,556608-5832,,,,,,,,
,Lager 157 AB,556549-2690,,,,,,,,
,Alltid Livs Aktiebolag,556564-7483,,,,,,,,
,Picture express i Farsta AB,556561-3121,,,,,,,,
,Postronic AB,556563-3863,,,,,,,,
,Cykelsmedjan i Eksjö AB,556582-6426,,,,,,,,
,WithSecure AB,556577-8924,,,,,,,,
,Climeet Skandinaviskt Energi- och Miljöcenter AB,556564-1437,,,,,,,,
,Compomill Nordic Components AB,556584-1870,,,,,,,,
,Impala Malmö AB,556593-8239,,,,,,,,
,Guldsmedjan i Umeå AB,556567-0410,,,,,,,,
,Film-it Sweden Aktiebolag,556586-9681,,,,,,,,
,Sea Force One AB,556602-6034,,,,,,,,
,Magnus Jörnesten AB,556600-7034,,,,,,,,
,Kiddies i Stockholm AB,556609-3117,,,,,,,,
,Västekonomerna AB,556576-4445,,,,,,,,
,Åhléns Outlet AB,556603-7486,,,,,,,,
,P.S. Säsongsprodukter AB,556605-3269,,,,,,,,
,MgO Sweden AB,556454-1588,,,,,,,,
,Ulvhäll Art AB,556581-0818,,,,,,,,
,Paradiso AB,556598-1668,,,,,,,,
,Den Goda Fen Aktiebolag,556582-1773,,,,,,,,
,Se Bil AB,556573-8860,,,,,,,,
,ISP Innovative Sports Products AB,556577-6613,,,,,,,,
,Grossist Tobak MMHT Sweden AB,556574-4066,,,,,,,,
,Kjelltex AB,556552-8840,,,,,,,,
,Li-Bu AB,556582-5188,,,,,,,,
,CyberPhoto Aktiebolag,556555-4762,,,,,,,,
,SICA Skolornas Inköpscentral AB,556563-0893,,,,,,,,
,J.K. Joelsson Holding AB,556589-3350,,,,,,,,
,MOLFO AB,556571-0406,,,,,,,,
,Cihan Aktiebolag,556423-4739,,,,,,,,
,SAFAST Fastigheter AB,556597-7708,,,,,,,,
,J & B UNENGE Aktiebolag,556427-6177,,,,,,,,
,Mediateknik Anders Johansson AB,556599-9199,,,,,,,,
,Lomma Lågpris AB,556590-2755,,,,,,,,
,Bjäresjö Vind AB,556613-9126,,,,,,,,
,AND.RE GÖTEBORG AB,556602-3056,,,,,,,,
,Brake the border AB,556598-5842,,,,,,,,
,Mölnlycke Blomsterhandel AB,556602-4880,,,,,,,,
,Vågleverantören i Sverige AB,556557-4083,,,,,,,,
,Hönöfisk AB,556550-8636,,,,,,,,
,Måla i Småland AB,556542-7886,,,,,,,,
,MILMEDTEK AB,556547-3617,,,,,,,,
,Fairnet AB,556585-5524,,,,,,,,
,Fjällsport i Arvidsjaur AB,556586-7156,,,,,,,,
,Form Factory of Sweden AB,556584-6671,,,,,,,,
,Stevo's Storkök Aktiebolag,556563-1016,,,,,,,,
,Arona Partner AB,556585-7413,,,,,,,,
,Frema AB,556600-4437,,,,,,,,
,Nordcast Aktiebolag,556445-3032,,,,,,,,
,Affärsidé Knud Nielsen AB,556598-3961,,,,,,,,
,BEST Industrier AB,556605-5439,,,,,,,,
,Stora Hunden Fastighets AB,556604-8293,,,,,,,,
,Färgelanda Modebutik AB,556605-0307,,,,,,,,
,SafeGroup Scandinavia AB,556608-7283,,,,,,,,
,Gasolbolaget Johnny Ygdevik AB,556608-7713,,,,,,,,
,Lionheart AB,556582-4348,,,,,,,,
,Stockholms Skruvcentral AB,556538-1810,,,,,,,,
,Wild Man AB,556542-8439,,,,,,,,
,Imcon AB,556562-4425,,,,,,,,
,Admi EkonomiResurs i Järfälla AB,556571-0273,,,,,,,,
,Svenska Motorkompaniet AB,556576-5269,,,,,,,,
,BM Betong & Marmor AB,556568-0161,,,,,,,,
ica.se,,556582-1559; 556021-0261,kundservice@ica.se,+46 8 561 500 00; +46 33 47 47 90; +46 33 47 47 94,https://www.ica.se/kontakt,browser,no,,main@https://www.ica.se/:samplingRan(sampled=0),
,MAL i Umeå AB,556573-2707,,,,,,,,
,Erteco Rubber & Plastics AB,556577-9013,,,,,,,,
,PM Papper AB,556569-9997,,,,,,,,
,Marin och Trailer i Uppsala AB,556598-1874,,,,,,,,
,REBIO AB,556594-3015,,,,,,,,
,Husmans Deli Östermalmshallen Stockholm AB,556587-0861,,,,,,,,
,Lampladan Aktiebolag,556437-5813,,,,,,,,
,Aktiebolaget Stina,556447-5779,,,,,,,,
,Symnova System i Åtvidaberg AB,556610-8048,,,,,,,,
,Atod Aktiebolag,556537-1027,,,,,,,,
,Backamo BG:s Husvagnscenter Aktiebolag,556538-3139,,,,,,,,
,Krister Nilsson Livs Aktiebolag,556564-0819,,,,,,,,
,Friluftsbolaget Ekelund & Sagner AB,556543-0229,,,,,,,,
,AB Kåwe Konsult,556574-0221,,,,,,,,
,Skandinaviska Lastvagnar AB,556571-6544,,,,,,,,
,Dermoshop AB,556553-1414,,,,,,,,
,Skeppa Group AB,556580-2450,,,,,,,,
,Munkfors Lågprishandel Aktiebolag,556555-6171,,,,,,,,
,Zuma Sale Support AB,556582-5469,,,,,,,,
,Infinite Health & Wealth Sweden AB,556563-2212,,,,,,,,
,OQC Scandinavia Aktiebolag,556430-0662,,,,,,,,
,PREFO AB,556432-7871,,,,,,,,
,MGL Prod AB,556437-7264,,,,,,,,
,P.I. Smögen AB,556600-7828,,,,,,,,
,TS Stockholm AB,556601-6456,,,,,,,,
,DFT Textil AB,556607-5023,,,,,,,,
,Add Value Sweden AB,556608-0841,,,,,,,,
,Ingvars i Kungsbacka AB,556607-9579,,,,,,,,
,Jucker Pharma AB,556611-9870,,,,,,,,
,Inside i Kalmar AB,556610-6026,,,,,,,,
,WB Integritet AB,556549-3722,,,,,,,,
,Papa Bear Creations Aktiebolag,556537-4534,,,,,,,,
,VIANET Sverige AB,556561-6645,,,,,,,,
,JK Förvaltning AB,556567-8579,,,,,,,,
,Förenade Antik och konsthandlare Service FAOK AB,556571-1784,,,,,,,,
,Livsbalans i Eslöv AB,556568-2332,,,,,,,,
,SPRAYTEMA i Strängnäs AB,556550-8545,,,,,,,,
,Effkå Livsmedel Aktiebolag,556550-9105,,,,,,,,
,Språngs Färg i Mora AB,556587-0820,,,,,,,,
,MOLAND BYGGVAROR AB,556582-8471,,,,,,,,
,C2 Vertical Safety AB,556594-2595,,,,,,,,
,LOPUS Aktiebolag,556597-9647,,,,,,,,
,Quality Service & Support i Skarpnäck AB,556605-4580,,,,,,,,
,Octerera Förvaltning AB,556614-4373,,,,,,,,
,X-ray Gross AB,556583-4461,,,,,,,,
,LS Brodin AB,556595-8195,,,,,,,,
,Rödeby Blomsteri Aktiebolag,556611-2768,,,,,,,,
,Handkraft Svea rike AB,556563-5363,,,,,,,,
,Personlig Professionell Service i Värnamo Försäljnings AB,556561-9219,,,,,,,,
,Pointex AB,556559-0162,,,,,,,,
,AB Dennis Lundins Bil,556567-8058,,,,,,,,
,Karltorp i Ängelholm AB,556544-2463,,,,,,,,
,Industribränsle Hova AB,556585-9633,,,,,,,,
,Anders Larsson Livs AB,556586-5457,,,,,,,,
,Dignita Systems AB,556582-5964,,,,,,,,
,Gotthörnan i Hörnefors AB,556594-5812,,,,,,,,
,Amanatidis Import & Export Aktiebolag,556446-5481,,,,,,,,
,Anora Sweden AB,556610-3056,,,,,,,,
,NANCO Elektronik AB,556615-4190,,,,,,,,
,Wine O Clock AB,556608-9248,,,,,,,,
,Samla å Lek i Karlstad AB,556601-9484,,,,,,,,
,IGUS AB,556549-4225,,,,,,,,
,Proveritas AB,556550-1755,,,,,,,,
,Inwido Europe AB,556565-5767,,,,,,,,
,Koi Concept AB,556562-0480,,,,,,,,
,Tobakshörnan i Jönköping Aktiebolag,556563-0315,,,,,,,,
,Schoeller Allibert Sweden AB,556551-6472,,,,,,,,
,Flowerart Sweden AB,556574-9743,,,,,,,,
,TD i Hässleholm AB,556588-9226,,,,,,,,
,Krima Trading AB,556563-3954,,,,,,,,
,Nicma MC&Tools AB,556591-9676,,,,,,,,
,Henåns Blomsteraffär AB,556603-3279,,,,,,,,
,Furniture Invest i Skene AB,556614-4894,,,,,,,,
,Supermarket i Malmslätt Aktiebolag,556594-8477,,,,,,,,
,Box IT-lösningar AB,556610-7370,,,,,,,,
,Frida Springer Aktiebolag,556596-0886,,,,,,,,
,Hedin Performance Cars AB,556604-9234,,,,,,,,
,Swedetrade Entreprenad AB,556596-6750,,,,,,,,
,Sabris Food Sweden AB,556584-9618,,,,,,,,
,Guld Compagniet i Motala Aktiebolag,556559-1582,,,,,,,,
,The two angels AB,556553-6298,,,,,,,,
,Optikkällaren i Kungsbacka AB,556541-7259,,,,,,,,
,LMP Bil AB,556560-9350,,,,,,,,
,CooperVision Nordic Aktiebolag,556568-1243,,,,,,,,
,SH Kassasystem Aktiebolag,556569-1499,,,,,,,,
,Sipac Sverige AB,556570-0712,,,,,,,,
,AIK Merchandise AB,556580-6162,,,,,,,,
,Schaake Store AB,556587-1877,,,,,,,,
,Sydtrack i Karlskrona AB,556582-8190,,,,,,,,
,Liljengrens Product Aktiebolag,556592-4601,,,,,,,,
,Erlandssons Livs i Högsby AB,556603-3790,,,,,,,,
,NOTE Components AB,556602-2116,,,,,,,,
,Specsavers Sweden AB,556615-7961,,,,,,,,
,Handel & Industriservice i Dalby AB,556602-1324,,,,,,,,
,C.N.S. Systems Aktiebolag,556580-5297,,,,,,,,
,Topals Territorium AB,556595-6264,,,,,,,,
,GYPTECH AB,556595-6850,,,,,,,,
,Flora Linnéa AB,556581-6666,,,,,,,,
,EcoPar AB,556597-9985,,,,,,,,
,Nya Rotebergs Handel AB,556618-0591,,,,,,,,
,Elit Rail Aktiebolag,556585-2554,,,,,,,,
,Equinus AB,556533-7317,,,,,,,,
,ZETAM AB,556533-7499,,,,,,,,
,Fender Scandinavia Aktiebolag,556573-6807,,,,,,,,
,DD Company AB,556586-0250,,,,,,,,
,Solflex AB,556566-2672,,,,,,,,
,Enviro Technologies Global Solutions Europe AB,556597-9381,,,,,,,,
,Söderplinten AB,556586-1613,,,,,,,,
,Din ELON butik AB,556570-1744,,,,,,,,
,Profil & Arbetskläder i Eskilstuna AB,556598-9174,,,,,,,,
,Dahlboms Dojjor AB,556616-9685,,,,,,,,
,Campusbutiken Stockholms Universitets Studentkår Aktiebolag,556592-2498,,,,,,,,
,Termino C 14953 AB,556603-5936,,,,,,,,
,Mats Eriksson i Stockholm AB,556586-0383,,,,,,,,
,Mediability Sweden AB,556560-1407,,,,,,,,
,Göran Ed Livsmedel AB,556536-6290,,,,,,,,
,Smörgåsspecialisten Alingsås Aktiebolag,556574-5642,,,,,,,,
,HMS Contrade AB,556575-2655,,,,,,,,
,Aktiebolaget Gluntens Matmarknad,556577-0798,,,,,,,,
,Eurodrillingcenter Aktiebolag,556574-0197,,,,,,,,
,Ljungs Optik Aktiebolag,556579-7015,,,,,,,,
,Telge Optik Aktiebolag,556554-9176,,,,,,,,
,Hälle Byggvaror AB,556584-4361,,,,,,,,
,RJ Antenn AB,556583-1632,,,,,,,,
,Heliflight AB,556589-0174,,,,,,,,
,Scandinavian Blonde AB,556602-7420,,,,,,,,
,Stainbrett AB,556592-3702,,,,,,,,
,Aktiebolaget Stockholms Metallimport,556619-3131,,,,,,,,
,Ardler Försäljnings AB,556596-8244,,,,,,,,
,Nyhyttans Konsult AB,556609-3349,,,,,,,,
,Lagerhuset Veddige Aktiebolag,556599-6708,,,,,,,,
,Kona Windsurfing AB,556613-1545,,,,,,,,
,LH Ebercrantz AB,556600-1847,,,,,,,,
,Ex-Change Parts i Borlänge AB,556597-1958,,,,,,,,
,Bag Agencies Gothenburg Aktiebolag,556565-8605,,,,,,,,
,Steni Sverige AB,556558-0627,,,,,,,,
,Fastighetsaktiebolaget Eriksson i Västerås,556567-9064,,,,,,,,
,Vattudalens Skog & Fritid AB,556400-3001,,,,,,,,
,Galleri Göran Engström AB,556310-7530,,,,,,,,
,Solutions Å.M AB,556535-7778,,,,,,,,
,Bogesunds Data & Elektronik Aktiebolag,556530-1271,,,,,,,,
,Ödmans från Golv till Tak AB,556551-3461,,,,,,,,
,Jörgen Svensson Däck & Fälg AB,556536-5839,,,,,,,,
,Hibos Möbler AB,556560-7024,,,,,,,,
,Ronny & Annika Livs AB,556563-2907,,,,,,,,
,Sky Adventures Sweden AB,556568-6572,,,,,,,,
,eXtraOrdinary service Sweden AB,556552-3155,,,,,,,,
,Multi Agentur i Malmö AB,556573-4547,,,,,,,,
,Skåne Marmor Aktiebolag,556560-3775,,,,,,,,
,Jerax International AB,556568-6119,,,,,,,,
,Ecostarch AB,556571-6775,,,,,,,,
,Bellman & Symfon Europe AB,556379-9914,,,,,,,,
,Komfårnise AB,556577-3149,,,,,,,,
,AL Bil & Maskin Aktiebolag,556577-9096,,,,,,,,
,Headsup AB,556376-7895,,,,,,,,
,AFAB AB,556376-8448,,,,,,,,
,Hellström & Karlsson AB,556377-2697,,,,,,,,
,Privab Grossisterna AB,556584-9543,,,,,,,,
,Micro JDI Aktiebolag,556313-6729,,,,,,,,
,Taubane Teknik i Sveg Aktiebolag,556558-1302,,,,,,,,
,Danubia-Metallkontor Aktiebolag,556544-1234,,,,,,,,
,"Light Art, Lysande inredning AB",556561-3097,,,,,,,,
,STERIS AB,556561-9326,,,,,,,,
,Panasonic Fire & Security Europe AB,556566-9958,,,,,,,,
,Scape Nordic AB,556547-1546,,,,,,,,
,LIVAB Biotech AB,556553-9128,,,,,,,,
,Abato AB,556514-9423,,,,,,,,
,M Holmberg Bygg AB,556581-3184,,,,,,,,
,Wedmore Partners AB,556567-4149,,,,,,,,
,Corlins Inredningar AB,556329-1227,,,,,,,,
,Rum 1 i Enköping AB,556574-8422,,,,,,,,
jaktia.se,,,,,https://jaktia.se,browser,no,,,Attempted to use detached Frame '54A3795C9D349C503FA670CF06BECBE4'. | method:browser
,Ekeby Bruk Bad & Kök AB,556583-1665,,,,,,,,
,Magnus Franzén Aktiebolag,556377-3018,,,,,,,,
,Curt Brodin Aktiebolag,556401-7027,,,,,,,,
,Björklunds Sweden AB,556585-4469,,,,,,,,
,Sigrell Management AB,556310-9916,,,,,,,,
,Anh Nam Invest AB,556311-0351,,,,,,,,
facebook.com,,,dev7561@gmail.com; kundansvarig@studioexpress.se,,https://www.facebook.com/kundtjanst,browser,yes,checkout_provider; checkout; provider:adyen,main@https://www.facebook.com/:samplingRan(sampled=0) | contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect:hasCheckout(urlPath:/order) | contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect:providers(adyen) | DECISION@contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect,
,Granit Sweden AB,556537-9418,,,,,,,,
,RiRoMa AB,556559-4735,,,,,,,,
,Finesse Healthtech AB,556483-6673,,,,,,,,
,Kakelfabriken i Hultanäs AB,556531-2369,,,,,,,,
,Aktiebolaget BERAFO,556489-3096,,,,,,,,
,Kalix Snöskoter & MC AB,556542-3232,,,,,,,,
,Victrix Svenska AB,556543-2928,,,,,,,,
,Metrohm Nordic AB,556566-9990,,,,,,,,
,Köksland i Veberöd AB,556545-8568,,,,,,,,
,Stjärnlax i Göteborg AB,556578-0649,,,,,,,,
,Bilhuset i Piteå Aktiebolag,556314-5761,,,,,,,,
,Hypercom Financial Terminals AB,556568-6986,,,,,,,,
,Vågbrytaren AB,556569-0319,,,,,,,,
,Smida AB,556367-6229,,,,,,,,
