orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556878-7757,Beletorp Trading AB,Beletorp Trading AB,46630,,46630; 46712; 77320,MJÖLBY,59593,BELETORP 1,Bolaget ska bedriva försäljning och uthyrning av bilar och lastbilar samt bygg och anläggningsmaskiner samt därmed förenlig verksamhet.,2011-12-28,active,,,,,,,,,
556910-5934,Sunhill Speed Shop AB,Sunhill Speed Shop AB,47811,,47811; 68202,BRASTAD,45495,BRO-FISKEBÄCK 199,"Aktiebolaget ska bedriva handel med begagnade fordon, fastighetsförvaltning och därmed förenlig verksamhet.",2012-11-16,active,,,,,,,,,
556881-2134,Eastway AB,Eastway AB,47789,,47789; 47553,LIDINGÖ,18155,OPTIKVÄGEN 8 A LGH. 1101,Företaget bedriver presenthandel av souvenirer och konstprodukter. Företaget bedriver även direkt eller indirekt utveckling av teknologisk mjukvara inom E-hälsa i kombination med artificiell intelligens och värmekamera.,2012-01-18,active,,,,,,,,,
556914-1707,WorkCon AB,WorkCon AB,46649,,46649; 29200; 77390,TRELLEBORG,23162,OMVÄGEN 9,"Bolaget skall bedriva köp, försäljning, uthyrning, lagring, service och ombyggnad av containers och verkstadsinredning samt idka därmed förenlig verksamhet.",2012-12-10,active,,,,,,,,,
556918-1232,Kulander Musik AB,Kulander Musik AB,47691,,47691; 47693,FIGEHOLM,57275,SKEPPAREGATAN 6,"Aktiebolaget ska bedriva verksamhet i musikbranschen (konserter, förlagsverksamhet med försäljning av noter och böcker samt verksamhet som anknyter till förlag t.ex. framställa bild och trycksaker för olika ändamål, försäljning av musikutrustning).",2013-01-04,active,,,,,,,,,
556882-1168,FEBLIFE AB,FEBLIFE AB,46471,,46471; 47123; 46433,TÄBY,18766,POLYGONVÄGEN 61,"Bolaget skall bedriva handel med samt utveckla innovativa produkter såsom lågpris 3D printrar, smartahem produkter, gadgets( som electric skateboard, drone). Bolaget skall direkt eller indirekt bedriva utveckling av konsumentelektronik och tjänster för smarta hem ansökan. Bolaget skall bedriva export och konsultverksamhet inom heminredningsbranschen samt därmed förenlig verksamhet. Uthyrning & Förvaltning av Fastigheter.",2012-01-26,active,,,,,,,,,
556887-5651,AbbVie AB,AbbVie AB,46460,,46460,STOCKHOLM,11368,HAGAPLAN 4,"Bolaget skall importera, tillverka och preparera, i parti och minut försälja, exportera och handla med läkemedel, farmaceutiska preparat och specialiteter, kemikalier, näringspreparat, medicinska produkter av alla slag samt sjukvårdsutensilier, samt bedriva därmed förenlig verksamhet.",2012-03-13,active,,,,,,,,,
556887-5768,Novium AB,Novium AB,47123,,47123,JÖNKÖPING,55448,TELESKOPGATAN 5,"Bolaget skall bedriva handel inom jakt, fiske och fritidsartiklar, äga och förvalta värdepapper, förvaltning av fast och lös egendom och därmed förenlig verksamhet.",2012-03-14,active,,,,,,,,,
556841-0913,Blachere Sweden AB,Blachere Sweden AB,47552,,47552,STOCKHOLM,11157,MALMSKILLNADSGATAN 36,Aktiebolaget skall bedriva import och fösäljning av belysnings och dekorationsmaterial samt därmed förenlig verksamhet.,2011-02-08,active,,,,,,,,,
556828-0928,Björnes Digital AB,Björnes Digital AB,46432,,46432,BORGHOLM,38734,STORGATAN 54,Bolaget ska bedriva detaljhandel samt service av digital-TV och därmed förenlig verksamhet.,2010-11-27,active,,,,,,,,,
556820-2880,76 Seventysix distribution AB,76 Seventysix distribution AB,46420,,46420; 47711; 64993,STOCKHOLM,11446,GREV TUREGATAN 14,"Bolaget ska bedriva handel med konfektion, skor och accessoarer, import och exporthandel inom främst konfektion, skor och accessoarer, handel med värdepapper samt idka därmed förenlig verksamhet.",2010-09-30,active,,,,,,,,,
556826-4674,NorthTracker AB,NorthTracker AB,46503,,46503; 47402,BROMMA,16751,GUSTAVSLUNDSVÄGEN 139  FLOOR 8,"Aktiebolaget skall bedriva detalj- och partihandel av datorer, telekommunikations- och GPS-utrustning, tillbehör och tjänster till dessa, samt därmed förenlig verksamet till företag och privatpersoner.",2010-11-19,active,,,,,,,,,
556826-4781,Kashmini AB,Kashmini AB,47711,,47711,ENEBYBERG,18247,BRYGGARE BERGS VÄG 2,"Aktiebolaget ska bedriva handel med barnkläder, skodon, inredning och barndesign.",2010-11-19,active,,,,,,,,,
556844-7436,Peter Österlund Mynt AB,Peter Österlund Mynt AB,47771,,47771,HELSINGBORG,25220,NORRA STRANDGATAN 30,Bolaget ska bedriva handel med silvermynt samt därmed förenlig verksamhet.,2011-03-07,active,,,,,,,,,
556828-9739,Golf Clinic Scandinavia AB,Golf Clinic Scandinavia AB,47711,,47711; 62100; 70200,ÅKERSBERGA,18440,RALLARVÄGEN 41,"Bolaget ska bedriva utveckling och försäljning av mobil- applikationer, produktion och försäljning av golfprodukter, management och verksamhetsutveckling samt därmed förenlig verksamhet.",2010-12-02,active,,,,,,,,,
556833-1200,TradeDoubler International AB,TradeDoubler International AB,47920,,47920; 66190,STOCKHOLM,11120,CENTRALPLAN 15  3TR,Bolaget ska bedriva verksamhet inom finansiell och administrativ service samt försäljning och förmedling av internetbaserade tjänster och därmed förenlig verksamhet.,2010-12-16,active,,,,,,,,,
556839-6666,Freda H&N AB,Freda H&N AB,47621,,47621; 47242; 47641,VALDEMARSVIK,61530,STORGATAN 22,"Bolaget ska bedriva kioskverksamhet med försäljning av tobak, hälsokost och övriga dagligvaror.",2011-01-26,active,,,,,,,,,
556839-7540,MoreAlive AB,MoreAlive AB,46499,,46499; 70200; 47271,SKÄRHOLMEN,12760,VITA LILJANS VÄG 55  8TR,"Bolaget ska bedriva direktförsäljning inom restaurang- storköksutrustning, kosttillskott, hud & kroppsvård, rengöringsmedel, litteratur samt produkter inom friskvård. Bolaget innehar varumärket Gastroshopen och webbshoppen Gastroshopen.se. Utbildningstjänster och konsultationer inom ledarskap, teambildning, starta eget företag, försäljning, hälsorådgivning, administration och ekonomi. Bolaget skall äga och förvalta fastigheter, handla med och förvalta värdepapper.",2011-01-27,active,,,,,,,,,
556842-1183,Nedox Pack AB,Nedox Pack AB,46620,,46620; 46860; 71122,LANDSKRONA,26134,GJÖRLOFFSGATAN 96,"Återförsäljning av emballage, förpacknings- och kontorsmaterial.",2011-02-15,active,,,,,,,,,
556879-8572,Återvinningens Alltjänster i Motala AB,Återvinningens Alltjänster i Motala AB,47792,,47792; 81210; 25530,MOTALA,59105,BOX 5040,"Bolaget ska bedriva handel med varupartier, främst husgeråd, textilier och dödsbon, uthyring av fordon och maskiner, främst lastbilar samt utföra legoarbeten inom verkstadsundustrin och städtjänster jämte därmed förenlig verksamhet.",2012-01-04,active,,,,,,,,,
556886-2279,Svensk Champagneimport AB,Svensk Champagneimport AB,46340,,46340,HALMSTAD,30243,HAMNGATAN 11  0TR,Bolaget skall bedriva import av mousserande viner från distriktet Champagne samt därmed förenlig verksamhet.,2012-03-02,active,,,,,,,,,
556893-9580,Dina Väskor i Mariestad AB,Dina Väskor i Mariestad AB,47722,,47722,MARIESTAD,54237,ÖSTERLÅNGGATAN 10,Aktiebolagets verksamhet ska vara att bedriva butiksförsäljning av väskor och lädervaror jämte därmed förenlig verksamhet.,2012-05-23,active,,,,,,,,,
556879-0223,EM - Partners AB,EM - Partners AB,46189,,46189,RÅÅ,25270,RÅÅVÄGEN 30,Bolaget skall bedriva inköp och försäljning av läkemedel och kosttillskott samt inköp och försäljning av bionedbrytbara förpackningar samt därmed förenlig verksamhet.,2011-12-30,active,,,,,,,,,
556873-5285,Jakobine Boutique AB,Jakobine Boutique AB,47711,,47711,KARLSTAD,65216,REDARETORGET 1,Föremålet för bolagets verksamhet är att bedriva handel med damkonfektion och därmed förenlig verksamhet.,2011-11-28,active,,,,,,,,,
556878-9977,Majema i Sundsvall AB,Majema i Sundsvall AB,47112,,47112; 77390,SUNDSVALL,85731,LINKÖPINGSVÄGEN 1 A,"Bolaget skall bedriva grossistverksamhet inom drycker, kolsyra och övriga bryggeriprodukter, samt bedriva handel med textilier. Bolaget skall även ge ut periodisk tidskrift och månadskalender samt bedriva hästverksamhet i form massage samt ridlektioner. Bolaget skall även vara behjälplig vid montage och inkoppling av ventilationsanläggningar. Bolaget skall även bedriva närlivsbutik och uthyrning av bilar och släpvagnar. Bolaget skall även äga och förvalta lös och fast egendom samt idka därmed förenlig verksamhet.",2011-12-29,active,,,,,,,,,
556881-1862,Pralinehuset H.R AB,Pralinehuset H.R AB,47552,,47552,KUNGSBACKA,43432,STORGATAN 51,"Aktiebolaget ska bedriva detaljhandel av kvalitetschoklad, souvenirer, presentartiklar och tobaksvaror och därmed förenlig verksamhet.",2012-01-18,active,,,,,,,,,
556898-2358,VTM Recycling AB,VTM Recycling AB,46872,,46872,MALMÖ,21450,NORBERGSGATAN 21,Bolaget ska bedriva inköp- och försäljning samt återvinning av skrot- sop- och avfallshantering samt bedriva därmed förenlig verksamhet.,2012-07-04,active,,,,,,,,,
556841-7546,OssDsign AB,OssDsign AB,46189,,46189,UPPSALA,75651,ULLS VÄG 29 C,"Bolaget ska bedriva teknisk utveckling och försäljning av implanterbara medicinsk-tekniska produkter och deras användning inom kirurgisk, ortopedisk behandling och fysiskrehabilitering; licensgivning av egnaprodukter; samt inlicensiering av produkter som passar bolagets inriktning samt bedriva därmed förenlig verksamhet.",2011-02-10,active,,,,,,,,,
556829-4150,Select Origin AB,Select Origin AB,46370,,46370; 10830; 47272; 46170,SKOGÅS,14250,LYFTKRANSVÄGEN 10,"Bolaget ska bedriva kafferostning, parti försäljning av rostat kaffe, försäljning till allmänheten av kaffe, kaféverksamhet, försäljning av livsmedel, torghandel och marknadshandel av kaffe och livsmedel.",2010-12-03,active,,,,,,,,,
556820-6105,PRO-TEC STOCKHOLM AB,PRO-TEC STOCKHOLM AB,46850,,46850,BÅSTAD,26996,BJÄREDSVÄGEN 145,Bolaget skall bedriva försäljning av oljor och smörjmedel samt försäljning av nya och begagnade biltillbehör och därmed förenlig verksamhet.,2010-10-05,active,,,,,,,,,
556821-5981,Bileko Tires AB,Bileko Tires AB,47820,,47820,MALMÖ,20039,BOX 9225,"Bolaget ska bedriva försäljning av koncerninterna tjänster, biltillbehör, bilreservdelar och bilrelaterade tjänster, äga och förvalta bolag samt idka därmed förenlig verksamhet.",2010-10-19,active,,,,,,,,,
556852-4317,DAFAB Doors and Floors AB,DAFAB Doors and Floors AB,46831,,46831,NÄSSJÖ,57134,STUREGATAN 19,Partiförsäljning av golv och byggmaterial. Distanshandel med golv och byggmaterial samt tillbehör.,2011-05-11,active,,,,,,,,,
556826-4989,Emmaboda Blomsteraffär AB,Emmaboda Blomsteraffär AB,46220,,46220,EMMABODA,36130,STORGATAN 6,Bolaget skall bedriva försäljning av blommor och därmed förenlig verksamhet.,2010-11-19,active,,,,,,,,,
556835-4095,Israelsson Design & Consulting AB,Israelsson Design & Consulting AB,47123,,47123; 47771; 74110; 46471,STRÄNGNÄS,64523,BOX 195,"Bolaget ska bedriva konsultverksamhet avseende företags- organisation, bedriva handel med möbler och inredningsartiklar, bedriva försäljning av annonsutrymme samt konsultverksamhet inom reklam och media samt idka därmed förenlig verksamhet, bedriva design, produktion och försäljning av smycken samt bedriva förvaltning av värdepapper och därmed förenlig verksamhet.",2010-12-23,active,,,,,,,,,
556838-9034,Asia Pacific Trading AB,Asia Pacific Trading AB,46160,,46160; 70200; 47712; 14210,SOLLENTUNA,19102,BOX 2022,"Bolaget ska bedriva handel med skor, konfektion, textilier, kläder, klänning och tillbehör för försäljning samt därmed förenlig verksamhet. Bolaget ska också bedriva uthyrning och tillverkning av klänningar. Bolaget ska även bedriva agentur- och konsulttjänster avseende affärutveckling mellan Kina, Sverige och andra länder.",2011-01-18,active,,,,,,,,,
556844-1413,Venator Aktiebolag,Venator Aktiebolag,46141,,46141; 46630,LULEÅ,97597,BRÄNDÖVÄGEN 29,"Aktiebolaget ska bedriva uppdragsförsäljning av entreprenadmaskiner samt maskinentreprenad inom anläggning, jordbruk och skogsbruk samt därmed förenlig verksamhet.",2011-03-02,active,,,,,,,,,
556853-1775,E-T Life at sea AB,E-T Life at sea AB,46491,,46491; 70200; 77210,SOLNA,17066,ENKÖPINGSVÄGEN 3,"Aktiebolaget ska bedriva återförsäljning av fritidsbåtar, företagskonsultationer och föreläsningar inom inredning, trädgård, konst och hälsa, skapa och sälja konstnärliga objekt, äga och förvalta värdepapper och fastigheter samt därmed förenlig verksamhet.",2011-05-17,active,,,,,,,,,
556871-7952,ADM Idé Göteborg AB,ADM Idé Göteborg AB,46142,,46142,GÖTEBORG,41308,LINNÉGATAN 45,"Aktiebolagets verksamhet ska vara att bedriva inköp, försäljning och installation av produkter anpassade till arbetsplatser inom kontor och industri, utföra arbetsmiljöförbättringar i form av ergonomiska anpassningar, utbildning och information inom arbetsmiljöområdet, bedriva utveckling samt tillverkning av ergonomisk utrustning och inredningsprodukter jämte därmed förenlig verksamhet.",2011-11-14,active,,,,,,,,,
556889-1344,Svensk Indiska Handelskompaniet AB,Svensk Indiska Handelskompaniet AB,46170,,46170,STOCKHOLM,11322,ODENGATAN 71  4TR,Bolaget ska bedriva import och handel med produkter och tjänster inom livsmedelsindustrin samt därmed förenlig verksamhet.,2012-03-29,active,,,,,,,,,
556871-7960,Readymade AB,Readymade AB,46499,,46499; 62201; 47791,SKENE,51162,MASKINGATAN 12,"Aktiebolaget ska bedriva anläggning, försäljning, montage och besiktning av lekredskap och lekplatser.",2011-11-14,active,,,,,,,,,
556861-4316,Luvion Strategic AB,Luvion Strategic AB,47552,,47552,BORÅS,50635,VIKTORIAGATAN 6,"Aktiebolaget ska bedriva konsultverksamhet inom försäljning, marknadsföring och e-handel samt därmed förenlig verksamhet.",2011-08-16,active,,,,,,,,,
556885-3567,Garage - 11 AB,Garage - 11 AB,47811,,47811,OXIE,23837,SOFIEDALSVÄGEN 3,"Aktiebolaget ska bedriva handel, leasing och förmedling av och med exklusiva bilar.",2012-02-25,active,,,,,,,,,
556905-0320,Smakglädje AB,Smakglädje AB,47272,,47272; 47112,KALMAR,39351,SJÖLIDEN 37,"Aktiebolaget ska bedriva försäljning av lokala mathantverks- produkter och övriga delikatesser som marmelad, honung, kryddor, frukter, grönsaker och förenliga livsmedelsprodukter och även bedriva export och import av dylika nämnda produkter, bedriva kaféverksamhet eller annan matservering, arrangör av upplevelser och aktiviteter inom besöksnäringen och konsultativ verksamhet inom organisation- och affärsutveckling samt idka därmed förenlig verksamhet.",2012-09-26,active,,,,,,,,,
556880-2564,Käthe Kort AB,Käthe Kort AB,46499,,46499,HALMSTAD,30292,KNUTSÅKERSVÄGEN 9,Försäljning av trycksaker såsom jul- och blomsterkort. I verksamheten kommer också att förekomma konsultverksamhet och utbildning i ekonomi såsom bokföring och marknadsföring.,2012-01-11,active,,,,,,,,,
556914-3828,Verba Sensus AB,Verba Sensus AB,47272,,47272; 73111; 90110,UPPSALA,75273,BASARBOVÄGEN 5,"Bolaget skall bedriva verksamhet inom journalistik, copywriting, textproduktion, kommunikationsstrategi och författande. Bolaget har även kurser i friskvård samt därmed förenlig verksamhet.",2012-12-11,active,,,,,,,,,
556882-3479,Måle sportförsäljning AB,Måle sportförsäljning AB,47631,,47631,ÖRNSKÖLDSVIK,89150,VIKINGAGATAN 42,Försäljning av sportartiklar och därmed förenlig verksamhet.,2012-01-28,active,,,,,,,,,
556887-7384,Danira Telecom AB,Danira Telecom AB,47402,,47402,NORSBORG,14563,KUMLA GÅRDSVÄG 13  1TR,"Aktiebolaget ska bedriva försäljning av mobiltelefoner samt tillbehör, försäljning ska i huvudsak ske via -butik och nätauktioner, köpa/sälja'/förvalta fastigheter, värdepapper, aktiebolag, kommersiella lokaler, guld/smycken samt därmed förenlig verksamhet.",2012-03-15,active,,,,,,,,,
556813-8282,jf woodwork AB,jf woodwork AB,46831,,46831,BÅSTAD,26940,VIDEVÄGEN 6,"Försäljning, produktion och montering av träprodukter såsom bålhydda, utomhuskök, bänkar, pallar, bord samt vindskydd.",2010-07-05,active,,,,,,,,,
556846-0603,Magnus Jakt & Vilt AB,Magnus Jakt & Vilt AB,46321,,46321,VARA,53434,STORGATAN 10,"Aktiebolaget ska bedriva handel och förädling av viltkött, uthyrning av personal inom byggsektorn samt därmed förenlig verksamhet",2011-03-16,active,,,,,,,,,
556847-9751,Kristinehamns Husbilscenter AB,Kristinehamns Husbilscenter AB,47813,,47813,KRISTINEHAMN,68153,MAGASINSVÄGEN 82,"Aktiebolagets verksamhet ska vara att bedriva försäljning av husbilar, husvagnar, båtar och bilar samt förvaltning av aktier jämte därmed förenlig verksamhet.",2011-03-30,active,,,,,,,,,
556849-4305,Pias skattkammare AB,Pias skattkammare AB,47711,,47711; 47510; 47641; 47712,KRISTINEHAMN,68121,BOX 20,"Bolaget ska bedriva butikshandel och webshop med leksaker, barnkläder, mammakläder, hobbyartiklar och därmed förenlig verksamhet.",2011-04-12,active,,,,,,,,,
556834-8881,Adshape AB,Adshape AB,47123,,47123; 74120,ALFTA,82231,KLÖVERSTIGEN 10,"Bolaget ska bedriva försäljning av lampor och friluftsartiklar, grafisk formgivning och produktion, konsultationer och försäljning inom tidnings- och reklambranschen samt förvaltning av värdepapper och fastigheter jämte därmed förenlig verksamhet.",2010-12-21,active,,,,,,,,,
556822-6624,SmartSell in Scandinavia AB,SmartSell in Scandinavia AB,47123,,47123,VÄRMDÖ,13935,TORSHÄLLSVÄGEN 3,"Bolaget skall bedriva förmedling och handel av främst begagnad lös egendom såsom hemelektronik, möbler och sportutrustning, husgeråd och antikt företrädesvis via internet samt tillhandahålla konsultverksamhet och rådgivning inom interaktiva medier och idka därmed förenlig verksamhet.",2010-11-01,active,,,,,,,,,
556839-8183,Aljo & Co AB,Aljo & Co AB,47300,,47300,HALMSTAD,30293,TRUMPETVÄGEN 5,Bolaget ska bedriva handel med petroleum samt dagligvaror samt därmed förenlig verksamhet.,2011-01-27,active,,,,,,,,,
556857-4635,Superior Sweden AB,Superior Sweden AB,46460,,46460,LÄRBRO,62454,HANGVAR SKOLA 708,"Föremålet för bolagets verksamhet är att bedriva tillverkning, inköp och försäljning av sjukvårds- och rehabiliteringsprodukter och därmed förenlig verksamhet.",2011-06-30,active,,,,,,,,,
556844-5513,Karlstad Kultur och Kuriosa AB,Karlstad Kultur och Kuriosa AB,47791,,47791; 62100; 74200,KARLSTAD,65217,STRANDVÄGEN 29  LGH 1602,"Handel med antikviteter och kuriosa. Bildbehandling, försäljning av bilder, bildvisning och föredrag. IT konsulting.",2011-03-07,active,,,,,,,,,
556876-8666,Caspilor Aktiebolag,Caspilor Aktiebolag,46900,,46900,LIDINGÖ,18132,KARLAVÄGEN 16,Bolaget ska bedriva handel med mikroskopiprodukter för forskning och industri samt därmed förenlig förenlig verksamhet.,2011-12-16,active,,,,,,,,,
556853-2005,Mats Svensson Mätteknik AB,Mats Svensson Mätteknik AB,46641,,46641,JÄRFÄLLA,17568,LYRAVÄGEN 10,Bolaget skall bedriva marknadsföring och försäljning av utrustning avsedd för service och kalibrering av mätinstrument och normaler; bedriva egen service och kalibrering av mätinstrument samt utbildning i handhavande av mätinstrument och mätteknik jämte därmed förenlig verksamhet.,2011-05-18,active,,,,,,,,,
556854-8118,Kissaki AB,Kissaki AB,46850,,46850,VALLENTUNA,18641,LARS HÅRDS VÄG 8 A,Försäljning och distribution av kemtekniska produkter och därmed förenlig verksamhet.,2011-06-01,active,,,,,,,,,
556866-8288,Re:Ingrid AB,Re:Ingrid AB,47751,,47751,DANDERYD,18235,EDSVIKSVÄGEN 107,Bolaget skall arbeta med att köpa in och sälja kosmetikprodukter.,2011-10-06,active,,,,,,,,,
556866-8403,Automations Komponenter i Täby AB,Automations Komponenter i Täby AB,46649,,46649,TÄBY,18712,BOX 7123,"Bolaget skall sälja komponenter för automation i Sverige och Norge samt tillhandahålla tjänster inom området industri- automation, främst inom verkstads- och läkemedelsindustrin samt bedriva därmed förenlig verksamhet.",2011-10-06,active,,,,,,,,,
556854-9298,Tombs Finance AB,Tombs Finance AB,46831,,46831,ROCKNEBY,39593,RYSSBYLUNDSVÄGEN 15,"Bolaget ska bedriva försäljning av småhus för permanent och fritidsboende, handel med tomter, äga och förvalta fast egendom samt därmed förenlig verksamhet.",2011-06-07,active,,,,,,,,,
556871-8406,Reditus Sälj AB,Reditus Sälj AB,47789,,47789,HÅLTA,44295,VÄVRA 433,"Bolaget ska bedriva import, egna agenturer och säljuppdrag med smycken och presentartiklar. Försäljning sker till grossister, kedjor och detaljister inom present- och smyckebranschen samt därmed förenlig verksamhet.",2011-11-15,active,,,,,,,,,
556891-3924,Ventusstiernan AB,Ventusstiernan AB,47920,,47920; 47631; 70200,LIATORP,34374,HOLKHULT 6,"Aktiebolaget ska bedriva konsultverksamhet för tillverkning inom släp- och fordonsindustrin. Försäljning, förmedling, uthyrning av hästtransporter, släpvagnar, fordon. Försäljning av produkter och tjänster för häst och ryttare.",2012-04-24,active,,,,,,,,,
556866-7934,Austin Powder Sweden AB,Austin Powder Sweden AB,46850,,46850; 20591; 42120,ÖREBRO,70384,KULVÄGEN 5 H,"Bolaget ska tillverka, importera, lagra, marknadsföra, försälja och distribuera sprängmedel samt bedriva därmed förenlig verksamhet.",2011-10-06,active,,,,,,,,,
556868-0937,TF Packsystem AB,TF Packsystem AB,46860,,46860,LAHOLM,31234,MANDOLINGATAN 1,"Bolaget skall bedriva försäljning av spik och klammerprodukter, sträckfilmsprodukter, bandningsprodukter, förbrukningsmaterial, företrädesvis emballage och produktionsmaterial av metall, gentemot tillverkande industrier, främst emballagemaskiner, pall och lådtillverkning och bedriva värdepappershandel samt därmed förenlig verksamhet.",2011-10-17,active,,,,,,,,,
556885-5257,Gemina Trade AB,Gemina Trade AB,46189,,46189,LIDINGÖ,18166,SNÄCKVÄGEN 12,"Bolaget skall bedriva handel med värdepapper, rådgivningstjänster samt därmed förenlig verksamhet.",2012-02-28,active,,,,,,,,,
556877-1249,Drome AB,Drome AB,46620,,46620; 25630,DALSTORP,51461,VÄXTORPSVÄGEN 6,"Bolaget ska utveckla, tillverka och sälja komponenter i plast och aluminium för fordonsindustrin och kntorsmiljöer samt därmed förenlig verksamhet.",2011-12-19,active,,,,,,,,,
556877-1413,Flying Enterprise Sweden AB,Flying Enterprise Sweden AB,47634,,47634; 62100; 47792; 47920; 79120,ÅSA,43951,LAKÄRRSVÄGEN 48,"Verksamheten består i: - Att på konsultbasis bedriva it- och projektledandeverksamhet (inom kundspecifika branscher) samt reklam- och mediaproduktion.  - Import, försäljning och uthyrning av sportrelaterad utrustning och tillbehör samt reparationer av d:o. Reseverksamhet, utbildning, guidening och konsultverksamhet inom verksamhetsområdet.  - Företaget bedriver viss handel i värdepapper (aktier, räntebärande papper, optioner, fonder och certifikat mm.) samt ska förvalta fast och lös egendom samt bedriva därmed förenlig verksamhet. Detta för att förvalta vinster, investeringar, överkapital, bonusar etc till ägarnas och de anställdas förmån.",2011-12-19,active,,,,,,,,,
556879-2203,Uxores M Konsult AB,Uxores M Konsult AB,47712,,47712,KRISTIANSTAD,29141,ALMVÄGEN 1,"Bolaget ska bedriva försäljning av profilprodukter över internet, ekonomisk konsultation, värdepappershandel samt därmed förenlig verksamhet.",2012-01-02,active,,,,,,,,,
556890-3057,Mada AB,Mada AB,46450,,46450,ASKIM,43633,HANTVERKSVÄGEN 15  3TR,Föremålet för bolagets verksamhet är att bedriva partihandel med parfym och kosmetika samt därmed förenlig verksamhet.,2012-04-11,active,,,,,,,,,
556893-5794,Gestrike Marincenter AB,Gestrike Marincenter AB,47633,,47633; 33150,SANDVIKEN,81162,ÖRTAGATAN 8,"Aktiebolagets verksamhet ska vara att sälja, byta, reparera och hyra ut samt förvara båtar och fordon, båt- och biltillbehör, släpfordon, trädgårdsredskap och skotrar samt äga och förvalta värdepapper och fast egendom jämte därmed förenlig verksamhet.",2012-05-16,active,,,,,,,,,
556916-8619,Autolane AB,Autolane AB,47811,,47811; 47920; 95311; 77110,KUNGÄLV,44245,SOLBRÄCKEGATAN 14,Aktiebolaget ska bedriva försäljning och förmedling av nya och begagnade transportmedel jämte därmed förenlig verksamhet.,2012-12-21,active,,,,,,,,,
556922-9924,Qalops AB,Qalops AB,47122,,47122,HAMMENHÖG,27656,GLIMMINGEHUSVÄGEN 84,"Aktiebolaget ska bedriva arbeten och konsulttjänster med bygg- och anläggningsprojekt på fastigheter. Utföra reparation, underhåll och tillbyggnad på fastigheter. Försäljning av husgeråds- och hushållsprodukter från gårdsbutik där det även bedrivs caféverksamhet. Äga och förvalta lös och fast egendom samt därmed förenlig verksamhet.",2013-02-18,active,,,,,,,,,
556841-3826,Nordic Agency Group AB,Nordic Agency Group AB,46160,,46160,FALKENBERG,31131,STORGATAN 41,Bolaget ska bedriva agenturverksamhet inom bröllops- och festkläder i Skandinavien och därmed förenlig verksamhet.,2011-02-09,active,,,,,,,,,
556846-0793,Matdagboken i Sverige AB,Matdagboken i Sverige AB,47123,,47123; 96990; 85510,MALMÖ,21428,DALAPLAN 4  BOX 242,Kost- och hälsorådgivning och därmed förenliga tjänster.,2011-03-16,active,,,,,,,,,
556832-3348,Järvsö Sjukgymnastik AB,Järvsö Sjukgymnastik AB,47721,,47721; 86950; 47711; 96230,JÄRVSÖ,82750,RENBERGSVÄGEN 3,"Föremålet för bolagets verksamhet är att utföra sjukgymnastik, friskvård, träning samt kostrådgivning åt privatpersoner och företag, ävensom tillhandahålla solarium. Bolaget ska även sälja kläder och skor, bedriva caféverksamhet och därmed förenlig verksamhet.",2010-12-14,active,,,,,,,,,
556857-8735,Krokomsportens Sport & Fritidsbutik AB,Krokomsportens Sport & Fritidsbutik AB,46491,,46491; 47523,KROKOM,83532,FÖLLINGEVÄGEN 1,"Bolaget skall bedriva försäljning av sport- och fritidsartiklar, artiklar för hem, villa & trädgård såsom grillar, sparkar, snöredskap, skottkärror, trädgårdsredskap, trädgårdsdekorationer såsom fontäner och ljuslyktor samt därmed förenlig verksamhet.",2011-07-01,active,,,,,,,,,
556870-4901,Tignum Förvaltning AB,Tignum Förvaltning AB,47811,,47811,KARLSTAD,65349,RINGGATAN 67,"Bolaget ska bedriva fastighetsförvaltning, skötsel och underhåll av grönytor, stubbfräsning, handel med värdepapper, handel och uthyrning av lös egendom såsom motorfordon, samt därmed förenlig verksamhet.",2011-11-03,active,,,,,,,,,
556842-2215,Vin Drumlin AB,Vin Drumlin AB,46340,,46340,ÖSTANSJÖ,69493,FOLKATORP 209,"Bolaget skall idka handel med alkoholhaltiga drycker och därmed förenlig verksamhet samt handla med,äga och förvalta värdepapper.",2011-02-16,active,,,,,,,,,
556874-6571,Svensk Dentalåtervinning AB,Svensk Dentalåtervinning AB,46820,,46820,MÖLNDAL,43162,TRAVGATAN 6,Bolaget skall bedriva handel och partihandel med ädelmetallskrot och ädelmetall samt idka därmed förenlig verksamhet. Bolaget skall även bedriva förmedling och affärsutveckling inom ramen för handel med ädelmetall.,2011-12-06,active,,,,,,,,,
556845-3335,Petster AB,Petster AB,47123,,47123,GRILLBY,74951,HACKSTA FJÄLBY 3  EKENSBERG,"Bolaget skall bedriva postorder- & internethandel med produkter och tillbehör inom ridsport- och husdjurssegmentet, sport- och fritidsartiklar samt därmed förenlig verksamhet.",2011-03-10,active,,,,,,,,,
556877-0183,LAMPIR Förvaltnings AB,LAMPIR Förvaltnings AB,46620,,46620,ALINGSÅS,44140,TRASTVÄGEN 4,"Bolaget skall, för egen eller annans räkning, beriva tillverkning och försäljning av maskiner och verktyg för plåtbearbetning samt därmed förenlig verksamhet.",2011-12-19,active,,,,,,,,,
