orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556282-4572,Jaktia Aktiebolag,Jaktia Aktiebolag,46491,,46491,TOLLERED,44850,FACK 5054  NÄÄSFABRIKER,Bolaget ska bedriva handel inom jaktsortiment eller därmed förenlig verksamhet. Antingen självt eller genom hel- eller delägda bolag.,1986-09-10,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556248-1373,Mats Andersson Elektronik Aktiebolag,Mats Andersson Elektronik Aktiebolag,46432,,46432; 46502; 95210; 47403,HÖNÖ,47542,Gårdavägen 26,"Bolaget skall bedriva försäljning, installation och service av hem- och marinelektronik, uthyrning av butiksinredning samt förvalta fast egendom och värdepapper, ävensom idka annan därmed förenlig verksamhet.",1984-08-15,active,,,https://www.elonljudbild.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/mats+andersson+elektronik+ab+elon+ljud+och+bild/h%C3%B6n%C3%B6/nqrrtekcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,ockero@elonljudbild.se,+4631976890,elonljudbild.se,,,,,,
556250-2459,Expert-Bygg i Storstockholm Aktiebolag,Expert-Bygg i Storstockholm Aktiebolag,46831,,46831; 43320,BRO,19740,ULLEVIVÄGEN 8,"Bolaget skall bedriva byggnadsentreprenörverksamhet, golvläggning, försäljning av golv- och byggmaterial och därmed förenlig verksamhet.",1985-01-08,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556255-8766,Face Stockholm Aktiebolag,Face Stockholm Aktiebolag,47751,,47751; 47752,STOCKHOLM,11446,GREV TUREGATAN 10,Bolaget har till föremål för sin verksamhet att bedriva import och exportförsäljning samt att utföra grossist- och detaljistförsäljning av kosmetika och accessoarer samt att bedriva makeup-skola för utbildning av makeup-artister jämte annan därmed tillhörande verksamhet.,1985-03-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556299-1769,Pervendo Aktiebolag,Pervendo Aktiebolag,46189,,46189,LANDVETTER,43836,MAGASINSVÄGEN 9,Bolaget ska äga och förvalta fastigheter samt driva därmed förenlig verksamhet.,1987-06-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556292-9066,Fresa Trading AB,Fresa Trading AB,47241,,47241,SKÖVDE,54937,TITANVÄGEN 6,Föremålet för bolagets verksamhet är försäljning av trädgårdsprodukter och därmed förenlig verksamhet.,1987-08-07,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556314-2065,Instalia Skyltreklam AB,Instalia Skyltreklam AB,46649,,46649,STOCKHOLM,10232,BOX 6114,"Bolagets verksamhet är tillverkning och försäljning av reklamskyltar, informationssystem och ljusarmaturer. Tillverkning av metallkomponenter, metallindustri. Handel med skyltar och displaysystem. Installation av skyltar samt därmed förenlig verksamhet.",1987-12-21,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556278-3554,Häggströms Modehus Aktiebolag,Häggströms Modehus Aktiebolag,47711,,47711,LÖGDEÅ,91492,MOVÄGEN 7,"Bolaget skall bedriva dam- och herrkonfektion, samt idka därmed förenlig verksamhet, samt även omfatta kapitalförvaltning samt bedriva därmed förenlig verksamhet.",1986-06-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556306-8484,ProCell Teriaken AB,ProCell Teriaken AB,46450,,46450; 68310,ÖSTERSUND,83162,FÅGELBÄRSVÄGEN 24,"Bolaget skall bedriva utveckling av och handel med kosmetiska produkter, utföra maskin- och motorreparationer på fordon och verkstadsindustrimaskiner, personaluthyrning och därtill hörande verksamhet. Vidare skall bolaget driva förvaltning av och handel med fastigheter och värdepapper samt konsultverksamhet i anslutning därtill samt bedriva därmed förenlig verksamhet.",1987-09-29,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556302-4180,Spinner Nordic Aktiebolag,Spinner Nordic Aktiebolag,46502,,46502,MÖLNDAL,43153,KRÅKETORPSGATAN 20,Aktiebolaget skall bedriva handel med elektronikprodukter särkskilt inom högfrekvensteknik samt idka därmed förenlig verksamhet.,1987-07-22,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556288-4824,Gunnarssons Kök & Tvätt Aktiebolag,Gunnarssons Kök & Tvätt Aktiebolag,47541,,47541; 43320,LJUSDAL,82730,KYRKOGATAN 32,Bolaget skall bedriva försäljning och installation av snickerier och kapitalvaror huvudsakligen köksinredningar ävensom idka därmed förenlig verksamhet.,1986-12-09,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556297-8543,"UngerS, US AB","UngerS, US AB",46831,,46831,TÄBY,18330,LAHÄLLSVÄGEN 48,"Bolaget ska bedriva byggnadsverksamhet, handel med och förvaltning av värdepapper och fastigheter och därmed förenlig verksamhet.",1987-05-14,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556230-3502,Winn Marketing Aktiebolag,Winn Marketing Aktiebolag,46649,,46649,UMEÅ,90302,BOX 3006,Bolaget skall driva grossistverksamhet inom sport- och fritidssektorn avseende import och export samt idka därmed förenlig verksamhet.,1983-06-13,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556213-1150,Teracox AB,Teracox AB,47123,,47123; 41000; 47712,SALTSJÖBADEN,13343,MÖRTGATAN 7,Bolaget skall bedriva restaurangverksamhet och därmed förenlig verksamhet.,1981-11-18,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556248-6786,Equip2serve AB,Equip2serve AB,46141,,46141,ÖCKERÖ,47522,BOX 1043,"Bolaget skall bedriva representations verksamhet för Asiatiska leverantörer till industrin i Europa. Konsultverksamhet för frågor gällande relationer mellan Asien och Europa, organisations- och ledarskapsutveckling samt skogsförvaltning",1984-10-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556259-1346,Carlberg Glasögon och Linser Aktiebolag,Carlberg Glasögon och Linser Aktiebolag,47742,,47742,GÖTEBORG,40060,BOX 6194,"Bolaget skall bedriva synundersökning, utföra tillpassning och försäljning av optiska hjälpmedel samt idka därmed förenlig verksamhet.",1985-04-11,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556228-9289,C.M. Handel AB,C.M. Handel AB,47112,,47112,FÄRJESTADEN,38635,BJÖRNHOVDA 116,Bolaget ska bedriva handel med dagligvaror och värdepappers- handel samt därmed förenlig verksamhet.,1983-05-16,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556248-4633,Seray AB,Seray AB,46190,,46190,HÄGERSTEN,12637,TELLUSBORGSVÄGEN 84,"Bolaget skall idka handel inom livsmedel, textil, bedriva restaurangverksamhet samt därmed förenlig verksamhet.",1984-09-06,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556236-9529,Attack AB,Attack AB,46872,,46872; 47812; 46630,TRENSUM,37470,TIONDEVÄGEN 1,Föremålet för bolagets verksamhet är att bedriva handel främst med metallskrot och begagnade entreprenadmaskiner och begagnade lastbilar även tillbehör till entreprenadmaskiner och tunga fordon och därmed förenlig verksamhet. Bolaget skall även bedriva handel inom byggmaterial som Trävirke och Träemballage.,1983-12-09,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556259-9505,Aqua and Air Clean Development Sweden AB,Aqua and Air Clean Development Sweden AB,47910,,47910,MARIEFRED,64731,KÅRLINGS HAGE 1,"Bolaget skall bedriva utredning, rådgivning och projektledning avseende miljöer med höga krav på renhet ävensom idka därmed förenlig verksamhet.",1985-06-03,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556284-1618,Järnboden i Fjällbacka AB,Järnboden i Fjällbacka AB,47522,,47522,FJÄLLBACKA,45740,SÖDRA HAMNGATAN 4,Bolaget skall bedriva varuhandel och konsultverksamhet inom järnmanufaktur och elbranschen samt därmed förenlig verksamhet.,1986-09-26,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556270-5276,Containerhandel Svenska AB,Containerhandel Svenska AB,46900,,46900,HALLSTAHAMMAR,73491,FÖRUNDA 3,"Föremålet för bolagets verksamhet är inköp, anpassning, försälj- ning och uthyrning av containers, konsultationer avseende trans- portverksamhet jämte därmed förenlig verksamhet.",1986-02-06,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556273-4045,Stylla AB,Stylla AB,46642,,46642; 62100,LULEÅ,97242,ÖSTRA MALMGATAN 16 C,"Bolaget skall bedriva utveckling av och handel med hyllsystem och andra konsument- och industriprodukter, konsultverksamhet inom redovisning och administration och därmed förenlig verksamhet.",1986-02-21,active,,,,,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_url_found,,,,,,,,,
556264-9656,IP Gävle AB,IP Gävle AB,46420,,46420; 73112; 18122,GÄVLE,80293,JOHANNESBERGSVÄGEN 29,"Bolaget ska bedriva textiltryckeri och försäljning av profil- material, videoproduktion samt idka därmed förenlig verkamhet.",1985-09-24,active,,,https://www.industriprofil.net/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/industriprofil/g%C3%A4vle/lrxicggtu | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,info@industriprofil.net,,industriprofil.net,,,,,,
556271-0086,VTOC i Göteborg Aktiebolag,VTOC i Göteborg Aktiebolag,46501,,46501,HISINGS BACKA,42243,VÄSTRA ARÖDSGATAN 7 A,"Föremålet för bolagets verksamhet är att bedriva försäljning och uthyrning av datorutrustning, äga och förvalta fast egendom samt därmed förenlig verksamhet.",1986-02-14,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556294-8660,SOFIM Aktiebolag,SOFIM Aktiebolag,47123,,47123,BJUV,26790,LYDINGE GÅRDSVÄG 23,"Aktiebolaget ska bedriva sjukgymnasik och friskvård, försäljning av hygien- och sjukvårdsartiklar samt idka därmed förenlig verksamhet.",1987-03-16,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556301-9008,Bokförlaget Hegas Aktiebolag,Bokförlaget Hegas Aktiebolag,47611,,47611,HELSINGBORG,25221,DROTTNINGGATAN 26,"Bolaget skall bedriva handel med tryckalster, bokbinderimaterial, undervisningsmaterial, översättningar, ävensom idka därmed förenlig verksamhet.",1987-07-13,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556326-4521,Perma Bilvård i Alingsås Aktiebolag,Perma Bilvård i Alingsås Aktiebolag,47300,,47300; 47112,ALINGSÅS,44135,GAMLA VÄNERSBORGSVÄGEN 11,Bolaget skall bedriva rekonditionering av bilar samt därmed förenlig verksamhet.,1988-09-07,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556266-1644,Inter-Idé Consult Aktiebolag,Inter-Idé Consult Aktiebolag,46831,,46831,ÅRSTA,12040,OSTMÄSTARGRÄND 5,Bolaget skall driva handel med uppvärmingsanordningar och rådgivning i anslutning därtill jämte därmed förenlig verksamhet.,1985-10-14,active,,,http://www.elda-stockholm.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/eldabutiken/%C3%A5rsta/nufiikkkl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,elda-stockholm.se,https://elda-stockholm.se,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556267-3508,KARIBOO International Aktiebolag,KARIBOO International Aktiebolag,46499,,46499,VALLENTUNA,18692,SMEDBYSTIGEN 8,"Bolaget skall bedriva grossistverksamhet, import och export av leksaker och presentartiklar samt därmed förenlig verksamhet.",1985-11-21,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556274-1941,Guldsmed G Albrektson i Varberg Aktiebolag,Guldsmed G Albrektson i Varberg Aktiebolag,47771,,47771; 32120,VARBERG,43241,KYRKOGATAN 1 F,"Bolaget skall bedriva handel med guldsmedsvaror och klockor, utföra reparationer i anslutning härtill och därmed förenlig verksamhet.",1986-03-11,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556294-8421,Özbek & Co Aktiebolag,Özbek & Co Aktiebolag,47621,,47621; 47260; 47242; 56110,NORSBORG,14557,ALBYVÄGEN 3,"Bolaget skall bedriva restaurangrörelse, ävensom idka därmed förenlig verksamhet.",1987-03-10,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556270-1424,Börjessons ATV Aktiebolag,Börjessons ATV Aktiebolag,47811,,47811; 46720,ALINGSÅS,44116,BOX 564,"Bolaget skall bedriva handel med ATV (All Terrain Vehicles), båtar, marina produkter, produkter inom skog & trädgård samt elektronikprodukter för fordon såsom mobiltelefoner, navigationsutrustningar, multimedia och larm. Tillhandahålla reservdelar och serviceverkstad för dessa produkter, samt äga och förvalta fast och lös egendom och därmed förenlig verksamhet.",1986-02-07,active,,,http://www.borjessonsatv.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/b%C3%B6rjessons+atv+ab/alings%C3%A5s/nqrbdkct | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@borjessonsatv.se,+46322659340,borjessonsatv.se,,,,,,
556284-4364,CMJ Högfors Göteborg Aktiebolag,CMJ Högfors Göteborg Aktiebolag,46360,,46360,GÖTEBORG,40522,BOX 1073,"Bolaget skall bedriva grossistverksamhet avseende bageriprodukter, äga och förvalta värdepapper och fast egendom, bedriva leasing av kontorsmaskiner, lastbilar, truckar och övriga fordon samt idka därmed förenlig verksamhet.",1986-10-20,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556302-4503,Kakel & Byggkeramik i Falkenberg Aktiebolag,Kakel & Byggkeramik i Falkenberg Aktiebolag,46831,,46831,FALKENBERG,31132,TÅNGVÄGEN 9,Bolaget skall bedriva handel med kakel och byggkeramik samt plattsättning och byggnadsarbeten och därmed förenlig verksamhet.,1987-07-22,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556307-9382,Hannas i Hamnen Aktiebolag,Hannas i Hamnen Aktiebolag,47711,,47711,GRUNDSUND,45179,EJDERSTIGEN 9,"Bolaget skall bedriva försäljning av konfektions-, textilvaror och konsultationsverksamhet beträffande försäljning, marknadsundersökningar och importfrågor samt idka därmed förenlig verksamhet.",1987-10-21,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556217-3152,UVX Smycken & Piercing AB,UVX Smycken & Piercing AB,47789,,47789,GÖTEBORG,41730,KROKEGÅRDSGATAN 5,Föremålet för bolagets verksamhet är att bedriva handel med smycken och därmed förenlig verksamhet.,1982-05-10,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556222-9269,Glasögoncentrum Geir Bergström Aktiebolag,Nybergs Ur & Optik Aktiebolag,47742,,47742,NYKÖPING,61127,BOX 354,Bolaget skall bedriva försäljning och reparation av ur och optik samt därmed förenlig verksamhet.,1983-12-13,active,,,https://www.synsam.se/optiker/nybergs-optik-synsam/31,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nybergs+optik+synsam/nyk%C3%B6ping/fklrzlrvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,geir.bergstrom@synsam.com,+4622315300,synsam.se,,,,,,
556253-3397,KRAMTEX AB,Kramtex Aktiebolag,46420,,46420; 46440; 46471,UPPSALA,75323,BJÖRKGATAN 65,"Föremålet för bolagets verksamhet är handel med textilvaror, presentartiklar och skor samt att äga och förvalta värdepapper och därmed förenlig verksamhet.",1985-01-10,active,,,https://kramtex.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/kramtex+ab/uppsala/mobxhkct | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,kramtex.se,https://kramtex.se,static,no,cart; product_cards,static@https://kramtex.se:hasCart(uiPhrase) | static@https://kramtex.se:productCards(66),
556284-6161,Magasinet i Waxholm AB,Magasinet i Waxholm AB,47552,,47552,VAXHOLM,18532,FISKAREGATAN 1,"Bolaget skall bedriva import och försäljning av möbler och presentartiklar, restaurang och café samt hälso- och friskvårdsverksamhet. Ävensom idka annan därmed förenlig verksamhet.",1986-12-08,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556289-1969,Bellis Växtmiljö i Partille Aktiebolag,Bellis Växtmiljö i Partille Aktiebolag,46220,,46220,GÖTEBORG,41103,STAMPGATAN 8,Bolaget skall bedriva handel och service med växter ävensom idka därmed förenlig verksamhet.,1986-12-05,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556252-2317,Mediq Sverige AB,Mediq Sverige AB,46460,,46460,KUNGSBACKA,43424,BOX 10302,Bolaget skall idka handel med produkter och material för hälso och sjukvårdsbranschen samt annan därmed förenlig verksamhet. Dessutom får bolaget äga sådan fast egendom som utnyttjas i verksamheten.,1985-01-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556304-0541,BME Musik Aktiebolag,BME Musik Aktiebolag,47691,,47691,HELSINGBORG,25223,BRUKSGATAN 22,Bolaget ska bedriva försäljning av musikinstrument och musikproduktioner.,1987-10-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556271-0581,Kilremslagret i Östersund Aktiebolag,Kilremslagret i Östersund Aktiebolag,46860,,46860; 46713,ÖSTERSUND,83148,ODENSKOGSVÄGEN 30 C,"Bolaget skall bedriva försäljning av bil- och maskintillbehör, ävensom idka därmed förenlig verksamhet.",1986-02-05,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556293-3381,Homeenter AB,Homeenter AB,47612,,47612,STOCKHOLM,10363,BOX 3159,"Bolaget skall bedriva handel med musik-, film- och spelprodukter samt därmed förenlig verksamhet.",1987-02-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556302-4735,Kåhres Livs & Bensin Aktiebolag,Kåhres Livs & Bensin Aktiebolag,47112,,47112; 47300,TRANÅS,57392,JÖNKÖPINGSVÄGEN 66,"Bolaget skall bestå av handel med livsmedel, bensin samt verkstadsrörelse och därmed förenli verksamhet.",1987-07-17,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556263-8675,Ultimate Europe AB,Ultimate Europe AB,46150,,46150,GÖTEBORG,41250,FABRIKSTORGET 1,"Bolaget skall bedriva försäljning av pooler samt installation av dessa, konsultverksamhet inom HIFI och elektronikbranschen och därmed förenlig verksamhet. Bolaget skall även köpa och försälja fastigheter, uthyrning av fastigheter och därmed förenlig verksamhet.",1985-08-12,active,,,,,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data,,,,,,,,,
556255-0268,Heby Lantbruksservice Aktiebolag,Heby Lantbruksservice Aktiebolag,46610,,46610,HEBY,74421,BOX 205,"Bolaget skall bedriva försäljning av lantbruksmaskiner och skogsmaksiner samt reparationer av lantbruksmaskiner, lastbilar och bussar ävensom idka därmed förenlig verksamhet.",1985-03-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556260-7753,Z-Guld Aktiebolag,Z-Guld Aktiebolag,47771,,47771,NÄSSJÖ,57131,ESPLANADEN 5,"Bolaget skall bedriva försäljning av smycken, guldsmedsarbeten och matsilver samt bearbetning av ädla metaller ävensom idka därmed förenlig verksamhet.",1985-06-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556265-1249,Westerdahls Husvagnscenter Aktiebolag,Westerdahls Husvagnscenter Aktiebolag,47813,,47813,ÖREBRO,70374,DIALOGGATAN 3,"Bolaget skall bedriva försäljning av husvagnar och tillbehör samt uthyrning av dito samt försäljning av bilar, ävensom idka därmed förenlig verksamhet.",1985-09-23,active,,,https://westerdahls.com/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/westerdahls+husvagnscenter+ab/%C3%B6rebro/fiinpxil | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@westerdahls.com,+4619252520,westerdahls.com,,,,,,
556281-3542,Stig Jakobsson Maskin Aktiebolag,Stig Jakobsson Maskin Aktiebolag,46630,,46630; 46610,LIT,83631,ÖSTERSUNDSVÄGEN 61,"Bolaget skall bedriva försäljning och service av skogs- och entreprenadmaskiner, tillverkning och försäljning av tillbehör och reservdelar samt handel med petroleumprodukter jämte därmed förenlig verksamhet.",1986-07-29,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556286-1087,Baltic Kalmar Marina AB,Baltic Kalmar Marina AB,47633,,47633; 33150; 33120; 68209; 47631,KALMAR,39123,BOX 276,"Aktiebolagets verksamhet ska vara att bedriva skeppshandel och förvaring av båtar samt motorfordon, att bedriva service och reparationer av båtar, segel samt motorfordon, att bedriva handel med båtar och motorfordon samt tillbehör till dessa samt därmed förenlig verksamhet.",1986-11-10,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556276-2475,Unibox Sweden AB,Unibox Sweden AB,46410,,46410,BORÅS,50334,SKOLGATAN 18 B LGH 1501,Föremålet för bolagets verksamhet är att besriva handel med textilier och textiltillbehör samt därmed förenlig verksamhet.,1986-05-06,active,,,http://ww.jakobdalstextil.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/unibox-sweden-ab/bor%C3%A5s/fcprzkkcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,ww.jakobdalstextil.se,https://ww.jakobdalstextil.se,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556295-6879,Request Promotion i Stockholm AB,Request Promotion i Stockholm AB,46499,,46499; 93199,ÅKERSBERGA,18440,RALLARVÄGEN 41,"Bolaget skall bedriva inköp och försäljning av textilier, reklamprodukter och fiskeutrustning, samt även bedriva fiskeguidning samt därmed förenlig verksamhet.",1987-08-04,active,,,http://www.request.nu/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/request+promotion+i+stockholm+ab/%C3%A5kersberga/jkpptbicm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,request.nu,https://request.nu,browser,no,,,Attempted to use detached Frame '78D858F6C602CEEC65D92EF68B1F539B'. | method:browser
556290-7864,Fromholtz Foto Aktiebolag,Fromholtz Foto Aktiebolag,47782,,47782; 47403,LINKÖPING,58224,TRÄDGÅRDSTORGET 6,"Bolaget skall bedriva detaljhandel inom foto-, radio-, TV- och hemelektronikbranschen ävensom idka därmed förenlig verksamhet.",1986-12-30,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556232-8699,Derbigum Sverige AB,Derbigum Sverige AB,46831,,46831,ASKIM,43634,STORA ÅVÄGEN 21,Bolaget skall bedriva import och export av tak- och byggnadsmaterial samt försäljning av bostadsmaterial samt därmed förenlig verksamhet.,1983-08-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556237-1558,R Hallengren Trading Aktiebolag,R Hallengren Trading Aktiebolag,46170,,46170,ÅHUS,29633,FJÄRILSVÄGEN 1,"Bolaget skall driva rörelse med köp, försäljning och konsultverksamhet inom energisparsektorn, såsom värmepumpar, rökgaskondensatorer och driva därmed förenlig verksamhet.",1983-12-09,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556276-3283,Bläcku AB,Bläcku AB,46210,,46210,VISBY,62123,BOX 1296,"Bolaget skall bedriva konsultverksamhet inom fastighets- och finansområdet, uthyrning av lägenheter och lokaler, fastighetsförvaltning och därmed förenlig verksamhet.",1986-04-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556267-3375,Dahlbacka Bil Aktiebolag,Dahlbacka Bil Aktiebolag,47811,,47811,SALTSJÖ-BOO,13245,PRÄSTKRAGENS VÄG 15,"Bolaget har till föremål för sin verksamhet att bedriva bilförsäljning av nya och begagnade bilar samt bilreservdelar samt tillhandahålla finansiella tjänster med anknytning till verksamheten, bedriva bilverkstad och uthyrning av bilar, äga och förvalta fastigheter och värdepapper samt idka annan därmed förenlig verksamhet.",1985-11-28,active,,,http://www.dahlbacka.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/dahlbacka+bil+ab/saltsj%C3%B6+boo/lmptyfjak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:phone_in_segment,,+46855661650,dahlbacka.se,,,,,,
556282-8953,Älvsjö Jord & Maskin Aktiebolag,Älvsjö Jord & Maskin Aktiebolag,46831,,46831; 81230,BANDHAGEN,12472,GLANSHAMMARSGATAN 179,"Bolaget skall idka försäljning av matjord, snöröjning samt försäljning av entreprenadmaskiner ävensom idka därmed förenlig verksamhet.",1986-10-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
